"rep_id","condition","init","percent_bias","where_bias","level_bias","who_biased","size_net","mean_cond","std_cond"
1,"1",0,0,4,"random","degree",150,0.104970283801012,0.0318106845971019
1,"10",0,0,4,"random","degree",150,0.134650330483196,0.059202675604286
1,"2",0,0,4,"random","degree",150,0.115175567085823,0.0440800230058721
1,"3",0,0,4,"random","degree",150,0.069075074462154,0.0308964727399329
1,"4",0,0,4,"random","degree",150,0.0901654583975376,0.0333968676970773
1,"5",0,0,4,"random","degree",150,0.0938766299433289,0.0435590827910807
1,"6",0,0,4,"random","degree",150,0.0813556512852378,0.041423061286041
1,"7",0,0,4,"random","degree",150,0.0948629677065645,0.0294024071973274
1,"8",0,0,4,"random","degree",150,0.0860644647411162,0.0283589537060604
1,"9",0,0,4,"random","degree",150,0.129803572094031,0.0459307171314117
2,"1",0,0,4,"random","degree",150,0.0980110927248375,0.0343382801403634
2,"10",0,0,4,"random","degree",150,0.116134520710521,0.0476265771291685
2,"2",0,0,4,"random","degree",150,0.0691948981436659,0.0285854845304604
2,"3",0,0,4,"random","degree",150,0.098919590473547,0.0334412705734916
2,"4",0,0,4,"random","degree",150,0.0981901084687608,0.0314002581445403
2,"5",0,0,4,"random","degree",150,0.0990889314149669,0.0455145004275099
2,"6",0,0,4,"random","degree",150,0.110921270020862,0.0349818775762876
2,"7",0,0,4,"random","degree",150,0.0870943020077955,0.03309701040891
2,"8",0,0,4,"random","degree",150,0.0915028236197855,0.0173972008494449
2,"9",0,0,4,"random","degree",150,0.130942462415258,0.046013534545038
3,"1",0,0,4,"random","degree",150,0.100432441363067,0.0449269973907838
3,"10",0,0,4,"random","degree",150,0.0678307919139669,0.0335044807012535
3,"2",0,0,4,"random","degree",150,0.107316024570844,0.0424657283912685
3,"3",0,0,4,"random","degree",150,0.0984845599145091,0.0344924758922684
3,"4",0,0,4,"random","degree",150,0.116495195621024,0.0335154517208084
3,"5",0,0,4,"random","degree",150,0.0987910743778975,0.050265667346794
3,"6",0,0,4,"random","degree",150,0.104642265082509,0.0388259974652965
3,"7",0,0,4,"random","degree",150,0.119394648329895,0.0639035976681787
3,"8",0,0,4,"random","degree",150,0.063880183748063,0.0209811714470091
3,"9",0,0,4,"random","degree",150,0.122732815078223,0.0390351542070023
4,"1",0,0,4,"random","degree",150,0.0837949005465702,0.0222953337634714
4,"10",0,0,4,"random","degree",150,0.0804971193090399,0.0440952049667882
4,"2",0,0,4,"random","degree",150,0.104098837571842,0.0415292765941975
4,"3",0,0,4,"random","degree",150,0.125598387947406,0.0415608146001887
4,"4",0,0,4,"random","degree",150,0.0791583701026447,0.0571353575367962
4,"5",0,0,4,"random","degree",150,0.130968669727818,0.0426404922610615
4,"6",0,0,4,"random","degree",150,0.0995949408979113,0.0475106020891897
4,"7",0,0,4,"random","degree",150,0.103082489291976,0.0420029292484076
4,"8",0,0,4,"random","degree",150,0.0931741382773434,0.0421872329549615
4,"9",0,0,4,"random","degree",150,0.100032146327449,0.027152722731132
5,"1",0,0,4,"random","degree",150,0.0929895062850177,0.0330136859002711
5,"10",0,0,4,"random","degree",150,0.111818549520171,0.0395689407827259
5,"2",0,0,4,"random","degree",150,0.110631370395718,0.0287846974404486
