"rep_id","condition","init","percent_bias","where_bias","level_bias","who_biased","size_net","mean_cond","std_cond"
17,"2",0,20,7,"highest","degree",150,0.0674607248954987,0.00218295175337116
17,"3",0,20,7,"highest","degree",150,0.0829177596716064,0.00200324748004292
17,"4",0,20,7,"highest","degree",150,0.0938870847158072,0.00283166468133097
17,"5",0,20,7,"highest","degree",150,0.102822078968597,0.00249294313259343
17,"6",0,20,7,"highest","degree",150,0.0653543870695747,0.00178584924338525
17,"7",0,20,7,"highest","degree",150,0.314770051885835,0.00449627588264876
17,"8",0,20,7,"highest","degree",150,0.0620252609075577,0.00180360032792304
17,"9",0,20,7,"highest","degree",150,0.0626633997431754,0.0017850373198406
18,"1",0,20,7,"highest","degree",150,0.0710411129608381,0.00169951788767989
18,"10",0,20,7,"highest","degree",150,0.0666740537246174,0.00149448138360486
18,"2",0,20,7,"highest","degree",150,0.0902966385341227,0.0021918431085466
18,"3",0,20,7,"highest","degree",150,0.0855880591893427,0.00196511500661788
18,"4",0,20,7,"highest","degree",150,0.0561918895967982,0.00150859934868137
18,"5",0,20,7,"highest","degree",150,0.0647002497367484,0.00200190354466157
18,"6",0,20,7,"highest","degree",150,0.0688156713697103,0.00228366155541052
18,"7",0,20,7,"highest","degree",150,0.361195223624878,0.00343882663180916
18,"8",0,20,7,"highest","degree",150,0.0607478635740613,0.00192175100385542
18,"9",0,20,7,"highest","degree",150,0.0747492376888824,0.00195837794305444
19,"1",0,20,7,"highest","degree",150,0.0678827288818263,0.00180885970214239
19,"10",0,20,7,"highest","degree",150,0.0813308758232727,0.00206631119398572
19,"2",0,20,7,"highest","degree",150,0.0852263102978423,0.00238848992023021
19,"3",0,20,7,"highest","degree",150,0.0753648079439211,0.00195263592510708
19,"4",0,20,7,"highest","degree",150,0.077088729839623,0.00177305366600125
19,"5",0,20,7,"highest","degree",150,0.0713871609903112,0.00216341554273895
19,"6",0,20,7,"highest","degree",150,0.0728745325010597,0.00178167115156261
19,"7",0,20,7,"highest","degree",150,0.310736457264457,0.00402390581375362
19,"8",0,20,7,"highest","degree",150,0.0795942983898871,0.0025082772402283
19,"9",0,20,7,"highest","degree",150,0.0785140980678,0.00212504774238004
20,"1",0,20,7,"highest","degree",150,0.0820379523203622,0.00243388172261017
20,"10",0,20,7,"highest","degree",150,0.0525115981917704,0.00203040139513084
20,"2",0,20,7,"highest","degree",150,0.0759920410151719,0.00195239360977225
20,"3",0,20,7,"highest","degree",150,0.0502592536345677,0.0012528843178828
20,"4",0,20,7,"highest","degree",150,0.0819451673059777,0.00241842870446193
20,"5",0,20,7,"highest","degree",150,0.0927518893125543,0.00201884766350052
