"rep_id","size_net","clus_coeff","pathlength","init_mode","assortativity","init","neighbors","where_bias","level_bias","who_biased","percent_bias","bet_biased","bet_unbiased","clus_biased","clus_unbiased","eigen_biased","eigen_unbiased","clos_biased","close_unbiased","assor_biased","assor_unbiased","deg_biased","deg_unbiased","old_rep_id","klb","mean_entrop_jef","std_entrop_jef","mean_entrop_lap","std_entrop_lap","mean_sum_meas","std_sum_meas","mean_ratio_first","std_ratio_first","mean_value_lang","sd_value_lang","mean_max_cond","sd_max_cond","mean_of_std","std_of_mean"
1095,150,0.0873102459029232,"2.2452796420581658",0.532801318205492,0.0468624823997302,5,12.4533333333333,7,"highest","degree",20,"161.4833192391854","75.59583685687036","0.09683094979433653","0.08493006993006981","0.7467450411767608","0.46844927267715397","0.4777285461286124","0.4391365830733033","0.9098846222361023","0.9247340135847847","17.133333333333333","11.283333333333333",1095,0.000135410328874491,2.00215443280406,0.00604986520577283,2.00230038609361,0.00604849397343482,37379,10118.5647707634,0.325501997716891,0.00281723077233737,5.35150195733031,0.0184860811394306,4,0,0.00225969936951174,0.0941583359102315
1096,150,0.0769817714678395,"2.2660402684563756",0.559519876574921,0.0197423109688917,5,12.0533333333333,7,"highest","degree",20,"167.8966130500979","75.92584673747551","0.07236584479618537","0.07813575313575312","0.7017318578893023","0.44822920055905996","0.47486525397867124","0.43476632998326575","0.9102607263464627","0.9290295414306722","16.566666666666666","10.925",1096,0.000101956938872036,1.88995891282755,0.00712664767861668,1.89017241852981,0.00711673762711949,36179,9491.22434659067,0.358797819791416,0.00327703462098573,5.39680659978646,0.0154275360375329,4,0,0.00197890582451573,0.110606154668687
1097,150,0.0734727746142472,"2.26586129753915",0.580781377138324,-0.0012095439755631,5,12.08,7,"highest","degree",20,"167.41872735262797","76.0286514951763","0.07627625698362","0.07277190402190399","0.6763672139653575","0.43795553353432753","0.47281095789588407","0.4350951875073918","0.9094701412906225","0.9240713245601012","16.5","10.975",1097,0.000106274916344534,1.98267680337032,0.00518356759262669,1.98283809745018,0.00517578469438378,36259,9483.04088515547,0.335516819957173,0.00289105143379758,5.423446707676,0.0189480910850119,4,0,0.00199069179912408,0.0969621596073735
1098,150,0.0849418676683674,"2.2638926174496645",0.591687878447801,-0.0532040951394677,5,12.0266666666667,7,"highest","degree",20,"191.13417177502177","69.91645705624457","0.0792081728406716","0.08637529137529132","0.6574754240786504","0.40525177837895004","0.4802509295213489","0.43416638656637535","0.8582656782478683","0.8768642722394959","17.4","10.683333333333334",1099,0.000117320014366336,2.00802960323465,0.00643927329960206,2.0081825392329,0.00642943736710764,36099,11144.0818856389,0.341705424154631,0.00365560084789252,5.35425549600185,0.0169644352358161,4,0,0.00213963882870813,0.0937128205249039
1099,150,0.0832148257086337,"2.294586129753915",0.529161979322419,-0.0491557339734303,5,11.76,7,"highest","degree",20,"183.13229893883423","74.77525859862479","0.08012248759152785","0.0839879102379102","0.7866213626449531","0.4845450472441846","0.4714046256462271","0.4288559321143943","0.8856074160083965","0.9059535335333905","16.7","10.525",1098,0.000126740004564783,1.95410935358799,0.00700874301388659,1.95429036295801,0.00700405377818385,35299,10660.1036297014,0.378522806166431,0.00413567080846233,5.19842515083745,0.0165863854873225,4,0,0.00221711500265651,0.10512754359859
1100,150,0.083865984835025,"2.298612975391499",0.521093005526779,-0.00650849104457358,5,11.6,7,"highest","degree",20,"178.3136776980069","76.35491390883158","0.08338605323125449","0.08398596773596768","0.7446081010517528","0.4533380439647982","0.4704290128365557","0.4280753212850963","0.8938591154532297","0.915533087997948","16.4","10.4",1100,0.000134886194751068,2.02162152780909,0.00648409653776281,2.0217738780086,0.00647188188448084,34819,10007.1416109435,0.284333775906503,0.00416055793617225,5.29295565637674,0.0193598336214849,4,0,0.00230948007944095,0.0878780970915097
1101,150,0.0828507495829476,"2.308545861297539",0.56009751707551,-0.0322543171903113,5,11.4533333333333,7,"highest","cluscoeff",20,"65.6138202891286","105.45487826105116","0.13817645317645316","0.06901932368457131","0.4479139546287618","0.49748851427301505","0.42612045544345256","0.43690427333062265","0.8989902492210702","0.9017597578397348","10.133333333333333","11.783333333333333",1101,0.000132875181959723,1.99745392875204,0.00638698810576155,1.99761767862071,0.0063829170098806,34379,10347.5891560441,0.344136282209249,0.00351089631345896,5.3730739641421,0.0195193695658602,4,0,0.00227273273992778,0.0962154147391131
1102,150,0.0761159323419385,"2.348545861297539",0.488435775575258,-0.0301080334834492,5,10.96,7,"highest","cluscoeff",20,"61.677396547181985","110.16398419653783","0.14061956561956562","0.05999002402253169","0.47905366303667557","0.5492206099751749","0.4162738183239456","0.42988674060123433","0.917154133692676","0.9145000781684173","9.433333333333334","11.341666666666667",1102,0.000146692882741956,1.96885150168849,0.00939623729843647,1.96903568909704,0.00939237141901154,32899,9160.15356982724,0.363323845313464,0.00476480482120874,5.25669629676786,0.0166238964012145,4,0,0.00239931399807658,0.101619388768955
1103,150,0.0898580989014425,"2.229351230425056",0.548385498948975,-0.0159222764660127,5,12.7066666666667,7,"highest","cluscoeff",20,"59.25717941746073","99.66903847896818","0.15234691234691233","0.07423589554007505","0.49960903207578616","0.5689474118744466","0.437217039740889","0.45296460999375493","0.932276055302834","0.9263063670474624","11.033333333333333","13.125",1103,9.7157868790698e-05,1.91982400143242,0.0066791077426877,1.9200084201118,0.00668707559539221,38139,9708.44287655071,0.360875047286529,0.00290908967666383,5.2827549994804,0.015107117308382,4,0,0.00191323638999426,0.106780423078291
1104,150,0.0720682998918293,"2.2995973154362415",0.585689010835265,-0.00311500136727155,5,11.5866666666667,7,"highest","cluscoeff",20,"76.16172444122759","101.9845688896931","0.13026895218071688","0.057518136819607345","0.5462615254547749","0.5679342668181043","0.43019526375710704","0.43801255145469986","0.9243555304159072","0.91721227933382","10.9","11.758333333333333",1104,0.000140235587763487,2.01497897113874,0.00616657177702113,2.01513460331116,0.00616420204827133,34779,9843.36986002976,0.317298479401099,0.00398981554993196,5.3709323970725,0.0193068829997016,4,0,0.00233818788773833,0.0907611931734206
1105,150,0.0811009285978325,"2.247964205816555",0.585533709346142,0.00640900618255346,5,12.3066666666667,7,"highest","cluscoeff",20,"75.32735458025454","97.3848280216031","0.1363654998252521","0.06728478579097767","0.5342861131238005","0.5096792684518688","0.4459645239385097","0.44651167964389565","0.9178284525710806","0.9183251178087091","11.9","12.408333333333333",1105,0.000119347420475826,1.95063005319946,0.00715210143765245,1.95080590806463,0.00715284910837635,36939,10339.0786654811,0.352106915114313,0.00419862767311198,5.42225219559828,0.0236111158323652,4,0,0.00216877513373885,0.10255808519213
1106,150,0.0767566092318414,"2.264519015659955",0.535105163688406,-0.0337001381175706,5,11.96,7,"highest","cluscoeff",20,"64.22232365573997","101.70275241939838","0.13469845943530154","0.06227114668097635","0.5068302781373435","0.5687881623566716","0.4318986723870314","0.4454094247460467","0.9244976195121422","0.9234837506052718","10.5","12.325",1106,0.00014183111571662,2.04383468250227,0.00639431419096433,2.04396305728597,0.00639048586698376,35899,8851.72170717133,0.302594202963786,0.00347838649995427,5.45346606775089,0.0210278801271658,4,0,0.00234916860376546,0.0863596868792764
1107,150,0.0700872584587754,"2.327248322147651",0.577336907017754,-0.0746491476173931,5,11.1066666666667,7,"highest","cluscoeff",20,"78.46844140101997","103.98288964974499","0.12236309986309987","0.05701829810769435","0.5486429805485301","0.5329979312059339","0.4295584353405497","0.4313908602486723","0.915815276507632","0.9095760802866247","10.8","11.183333333333334",1107,0.000150055008978674,1.93630545159168,0.00835235497936134,1.93650758655087,0.00835787880020152,33339,9538.17677060886,0.37123907461853,0.00480427066517089,5.05662592244408,0.0231360966321933,4,0,0.0024033160909422,0.106121953092881
1108,150,0.0891142768480229,"2.2587919463087247",0.556190169250088,-0.0404226025725638,5,12.2266666666667,7,"highest","cluscoeff",20,"79.82012354044917","97.26996911488774","0.13675857367033836","0.07720320264244404","0.5603349018341878","0.5521242185917214","0.44130116897145855","0.444990850971963","0.9194477670477619","0.9163904239038568","12","12.283333333333333",1108,0.00012746512427241,1.95112475956167,0.00571235996543336,1.9513032704821,0.00570479188110066,36699,10340.4573263527,0.353309739389929,0.0043514223825025,5.3252873558828,0.0159991246006324,4,0,0.00222978639115812,0.102505952663307
1109,150,0.0763053720731739,"2.246890380313199",0.564034518499247,0.0135030692322126,5,12.28,7,"highest","cluscoeff",20,"76.20075042303445","97.06647906090804","0.12932428682428684","0.06305064338539568","0.5091145755422778","0.5378814770754431","0.44009191165301187","0.4480956809439968","0.9227509732023591","0.9217204324302631","11.566666666666666","12.458333333333334",1109,9.81263015999211e-05,1.9841851048413,0.00553351643066747,1.9843454395347,0.00552898515450975,36859,9836.78945823471,0.325064772464848,0.00357977756262499,5.23639718697883,0.0164319413317596,4,0,0.00196627513135335,0.0955328221538892
1110,150,0.0714969222732717,"2.280089485458613",0.550791056885038,-0.0311737698093421,5,11.8533333333333,7,"highest","cluscoeff",20,"79.34980110382375","99.37088305737738","0.12911411286798283","0.05709262462459387","0.5143548837459101","0.5087808365535157","0.4364216909579293","0.44086498104038074","0.9074565318003583","0.9102638528419116","11.466666666666667","11.95",1110,0.000112545654682961,1.91541172853793,0.00798002005408423,1.91561458213595,0.00797397266147707,35579,9887.81963737244,0.349833958928113,0.00434391070119224,5.36636979698927,0.0153158221554426,4,0,0.00211342675880375,0.106524332516949
1111,150,0.0767991739892399,"2.304876957494407",0.588270816761484,-0.0515993455940423,5,11.48,7,"highest","cluscoeff",20,"68.87930715710924","104.29683987738942","0.1354001554001554","0.062148928636511044","0.42992313629103696","0.4533844860502112","0.43074004477692523","0.4369539988241658","0.8724507391135279","0.8860426851326552","10.366666666666667","11.758333333333333",1112,0.00013781433591371,1.98170567409893,0.00736408593413555,1.98188590107716,0.0073181782444245,34459,11048.6907724506,0.336929282085918,0.00442108108526649,5.34395838746305,0.0241115165032638,4,0,0.00232962325946032,0.0975263872967423
1112,150,0.0810079516286946,"2.253512304250559",0.603272442199556,0.0074301498756137,5,12.2533333333333,7,"highest","cluscoeff",20,"83.96986732944382","95.74086650097236","0.13738499804289278","0.06691369002514509","0.5415372698744132","0.496514291937912","0.445728513516215","0.4448168737242254","0.9213867812446076","0.9278508820740414","12.333333333333334","12.233333333333333",1111,0.000119987144071419,1.94383499661115,0.00685847056458262,1.94401127977337,0.00686564090924665,36779,9262.63244070192,0.344954504420159,0.00344875048604895,5.38004201089009,0.0152576842817332,4,0,0.00215928546322032,0.102906654304255
1113,150,0.0820731572635597,"2.2536912751677853",0.577634140491434,0.00851079020366694,5,12.28,7,"highest","cluscoeff",20,"66.22231457015269","100.19442135746185","0.1358936433936434","0.06861803573103879","0.5406486464972857","0.5736251924614026","0.4354168417192639","0.44761799287439186","0.9261091621420625","0.9238392254559097","11.2","12.55",1113,0.000136194840673045,1.99206655116124,0.00737647946664769,1.99221945432726,0.0073717863054665,36859,9817.89955529452,0.344289043203035,0.00458007595868925,5.37089423838524,0.0165666756369326,4,0,0.00232408951949792,0.0966785697782996
1114,150,0.0799401843999367,"2.2496644295302013",0.577115556182297,-0.0433858319245762,5,12.2533333333333,7,"highest","cluscoeff",20,"61.457450343024306","101.01063741424393","0.131520979020979","0.06704498574467607","0.4896616832749661","0.5365814554476153","0.4365470675232318","0.44812141888115803","0.8994924272499283","0.8991377977647832","10.833333333333334","12.608333333333333",1114,0.000123818030122557,2.03904604980702,0.0053674886930696,2.03917422051517,0.00535837076303947,36779,10042.9472398169,0.326076804476258,0.00294611612024334,5.26331665617744,0.0181379234295931,4,0,0.00217466436382722,0.0888750164531262
1115,150,0.0753822073236933,"2.3003131991051453",0.527628620849648,-0.0864094270673946,5,11.5066666666667,7,"highest","cluscoeff",20,"72.9783077184895","102.8470897370443","0.13451798201798199","0.06059826365012118","0.4068094477235666","0.40972221975673334","0.4327327434528485","0.4369641466301912","0.8837636648036906","0.8897667325291966","10.7","11.708333333333334",1116,0.000120187040221021,1.96244699008958,0.00696377134970311,1.96262502633818,0.00696115688645115,34539,10047.0522572744,0.375309849708587,0.00421311380437302,5.08328359827266,0.0174731469424306,4,0,0.0021697366294703,0.103772138761312
1116,150,0.0736214862422292,"2.3357494407158836",0.555530679498186,-0.048983509765609,5,10.9866666666667,7,"highest","cluscoeff",20,"67.1272318944413","107.60985869305635","0.12722740222740223","0.06022000724593597","0.4490722098256715","0.4973542328573936","0.42011303772291264","0.43212168035461435","0.8888526504940829","0.8863434104076978","9.666666666666666","11.316666666666666",1115,0.00015917940238544,2.04426837945432,0.00608047065677485,2.04441431685128,0.00607334283709769,32979,10314.8480975324,0.316007824064731,0.00408095778584544,5.35394860618296,0.0167875250017277,4,0,0.00247940504714631,0.0868655249640605
1117,150,0.0808997014910327,"2.2926174496644296",0.545571919519067,0.0200546875260626,5,11.68,7,"highest","cluscoeff",20,"75.13097707583852","101.59225573104032","0.14280391721568192","0.06542364755987042","0.5254150272875272","0.5481409590448008","0.4321902932544595","0.43894634116216324","0.9179358188853072","0.9159913083505242","10.933333333333334","11.866666666666667",1117,0.000103577866621197,1.97709303196731,0.00737888236314743,1.97726415039193,0.00737597267425283,35059,9677.02655535367,0.33282917120346,0.00325370296508068,5.36924294561509,0.0166561666612716,4,0,0.0020113614295262,0.0972963223833188
1118,150,0.0835634727616151,"2.305234899328859",0.573010826146718,-0.0548059283941812,5,11.5466666666667,7,"highest","cluscoeff",20,"61.41955304892079","106.19511173776979","0.14218670218670215","0.06890766540534336","0.46637924326613955","0.5517871801248192","0.42218979863992595","0.43871376512666127","0.919779873522247","0.9124384898805474","9.8","11.983333333333333",1118,0.000187990139427139,1.9599990957379,0.00644711843504401,1.96018475091327,0.00644552220547124,34659,10056.9791453598,0.357424502124032,0.00541008088875836,5.40302086528466,0.0244195698286822,4,0,0.00267483912236954,0.101787798158612
1119,150,0.0814786033826281,"2.2856375838926173",0.600573182858519,-0.00127617291553404,5,11.7733333333333,7,"highest","cluscoeff",20,"82.96692073186824","98.98326981703293","0.1334226259922854","0.06849259773021377","0.5739706200150411","0.5596066809175213","0.43672984490588396","0.4397042975218978","0.9141171879832369","0.9184001212549665","11.6","11.816666666666666",1119,0.000108641672719653,1.965780126373,0.00641800053066501,1.96595969480417,0.00641063121146915,35339,10128.0478385587,0.330040541034818,0.00363036654517589,5.25626067712084,0.0150235027157402,4,0,0.00207075599365596,0.0985823561125867
1120,150,0.0813481340354404,"2.257718120805369",0.572388490026055,-0.0385546212549465,5,12.28,7,"highest","cluscoeff",20,"72.0857663402899","99.10355841492748","0.12863784363784364","0.06952570663483973","0.535440883456906","0.5632205403193703","0.44026049002202833","0.4457210413029437","0.9211275909736469","0.9227548034789472","11.433333333333334","12.491666666666667",1120,0.000103402127765627,2.00546269734893,0.00624818532761834,2.00561914043432,0.0062344719013415,36859,9762.66054616247,0.341040045933004,0.00307635325181248,5.21419799838154,0.0188226855643727,4,0,0.00199771536780408,0.0939706122024286
1121,150,0.0785065211133322,"2.280447427293065",0.532411060008153,0.0310061105040559,5,11.84,7,"highest","cluscoeff",20,"79.84227866961677","99.28109699926243","0.12558222278810513","0.06673759569463898","0.5637749917312324","0.5765028962170908","0.43534396906043765","0.44085202276529584","0.9350762359165454","0.9328666450216083","11.366666666666667","11.958333333333334",1121,0.000135430224509586,1.99496187220597,0.00656163859725597,1.9951173548772,0.00655621144426974,35539,8949.42748721913,0.336578880255281,0.00406714594852353,5.27930693000117,0.0201517248525597,4,0,0.00230617573703146,0.0957116314191135
1122,150,0.0699807584915943,"2.2963758389261746",0.557329796394732,-0.0684655875079728,5,11.5066666666667,7,"highest","cluscoeff",20,"62.43684673460396","105.11578831634911","0.12316211566211566","0.05668541919896405","0.4288300439300581","0.4953231717961973","0.4256988094540715","0.4396465412604932","0.9077165816718932","0.9035810572126868","9.8","11.933333333333334",1122,0.000109084967589304,1.95761430934718,0.00707738099343181,1.95780219712994,0.00707188975815043,34539,10027.9159343593,0.342433363408406,0.00375893118742069,5.33484101958622,0.0177146000346227,4,0,0.00207329835644596,0.100442247242665
1123,150,0.0755977500884621,"2.2932438478747206",0.573818541862517,0.0295864500512792,5,11.6933333333333,7,"highest","cluscoeff",20,"69.31221545890791","103.1052794686063","0.1347268472268472","0.06081547580386583","0.4546991909185273","0.49364437783955756","0.4273656683321045","0.44028759949689594","0.9289092487473408","0.9202781893645953","10.7","11.941666666666666",1123,0.000116901393195022,2.01036134268665,0.0064789954084403,2.01051446640305,0.00648727287857038,35099,9975.63259335386,0.34124386808925,0.00370098136266369,5.17897360627574,0.018371997822295,4,0,0.00213541972303249,0.0941671188510643
1124,150,0.0763476755442699,"2.3178523489932887",0.538076247666204,-0.0238022140117228,5,11.3333333333333,7,"highest","cluscoeff",20,"69.40650969595484","105.37337257601123","0.13177211677211678","0.062491565237308214","0.4976756857783574","0.5310857734029998","0.42547593753783985","0.4344434398029225","0.9122310158288811","0.912234243861446","10.3","11.591666666666667",1124,0.000129938312218703,2.0096414528521,0.00611534068044935,2.00979607358709,0.00611309927772682,34019,9139.59216630824,0.341741968497209,0.00316662721258985,5.42803673883614,0.0210897918568526,4,0,0.00222779995590954,0.0941413464147189
1125,150,0.0812101157070197,"2.251185682326622",0.564262646731215,-0.0366913090553886,5,12.2666666666667,7,"highest","cluscoeff",20,"80.01967392094814","96.51174818642959","0.12766442707619177","0.06959653786472662","0.5595236575511772","0.5486139495536198","0.4416400495613974","0.4463079943915501","0.9241175730612023","0.9287265499328943","11.966666666666667","12.341666666666667",1125,0.000113476297637441,1.97747835072015,0.00654013647278972,1.97763540956304,0.00653764223170094,36819,9107.460471592,0.356861129900506,0.00425797851490013,5.17032244517776,0.0185540973881463,4,0,0.00211099515754604,0.0999868085360293
1126,150,0.074060111485808,"2.2724832214765103",0.608653918516303,-0.0348550005310742,5,11.8933333333333,7,"highest","cluscoeff",20,"78.51862432798183","98.87034391800454","0.12755716505716505","0.060685848092968744","0.5550618758901319","0.5136188679125008","0.4400254441295482","0.4417351439556229","0.9035077921151161","0.9026543949684329","11.733333333333333","11.933333333333334",1126,0.000107794333365157,1.9131493547022,0.00733208995170546,1.91334923437581,0.00733379422333915,35699,10014.1087049404,0.3795282962083,0.00290161594989551,5.40018254388056,0.0199732821487251,4,0,0.00201120265616703,0.109495762007739
1127,150,0.0954229849384647,"2.258612975391499",0.565439170549374,-0.0232626278240772,5,12.28,7,"highest","cluscoeff",20,"69.01839190724318","99.9537353565225","0.15841109870521639","0.07967595649677682","0.5408209026381244","0.5750450881885509","0.4347727312325597","0.4463490974009826","0.9165890837454751","0.9193819374874076","11.233333333333333","12.541666666666666",1127,0.000120750233623552,2.02535582155686,0.00677902817417129,2.02549179593293,0.0067765226140127,36859,9694.11417636648,0.326437101257542,0.00352159672148842,5.0908714394326,0.0168311366350048,4,0,0.00217451794907707,0.090423874233701
1128,150,0.0777000215102247,"2.268814317673378",0.511188346378691,-0.0320274956736389,5,12.08,7,"highest","cluscoeff",20,"72.75769839698536","99.96890873408698","0.12636313577490046","0.06553424294405576","0.47359055786250365","0.5253054711898685","0.4345927880865722","0.44392745484402363","0.9148858338273479","0.9152104018544166","11.033333333333333","12.341666666666667",1128,0.000119829756775268,1.99285919901499,0.00711804906460303,1.99302214008677,0.00711780867810388,36259,9887.82778243197,0.306684498104013,0.00392424859697253,5.53747418841038,0.0222311567042203,4,0,0.00216739004889853,0.0923196451737343
1129,150,0.0834991196740422,"2.2917225950782996",0.542662794780522,-0.0123311672278438,5,11.7066666666667,7,"highest","cluscoeff",20,"75.29603936530852","101.46765682533957","0.14687932437932438","0.06765406849772168","0.5438610287331886","0.5238867158739603","0.43388202511397156","0.4388157897851993","0.910363850926633","0.9132113007576766","11.3","11.808333333333334",1129,0.000137393219993467,2.01656946215034,0.00652269446479918,2.0167179551677,0.00651495737968333,35139,9833.64502596287,0.34389084320972,0.00456069525150724,5.28392606499982,0.0237643239130934,4,0,0.00231936604865141,0.0933882853835008
1130,150,0.08244839164963,"2.2898434004474275",0.6044002360085,0.0614688990763373,5,11.7733333333333,7,"highest","cluscoeff",20,"78.36225109260269","100.52610389351601","0.1347411629764571","0.0693751988179232","0.547073517999786","0.5516819953725973","0.4326099101885486","0.439587282568491","0.9141128336397016","0.9143260013843677","11.166666666666666","11.925",1130,0.000144564915916881,2.00171189227135,0.00634166367754069,2.00186694420038,0.00633314027742722,35339,9787.83850246496,0.333175137900411,0.00411642132279661,5.25001298373737,0.0181638979120698,4,0,0.00233454965188479,0.0941850958913125
1131,150,0.0777381205424549,"2.261834451901566",0.509406118481624,-0.0439832733669038,5,12.0666666666667,7,"highest","cluscoeff",20,"71.44309322659196","99.64756002668538","0.1265012765012765","0.06554733155274942","0.4430900746962715","0.472977162103099","0.4356620766895201","0.44521309977476486","0.9040719601960345","0.908345854084644","11.1","12.308333333333334",1131,0.000108699741119957,2.01365837359637,0.00563802387755798,2.01380430553062,0.00564104209864686,36219,9329.36822134253,0.312269303429951,0.00319460751842348,5.26292610812675,0.0141663857435635,4,0,0.00205888737423096,0.0904174406075757
1132,150,0.0754908671766256,"2.229440715883669",0.506821034784861,-0.0602388635379205,5,12.5066666666667,7,"highest","cluscoeff",20,"72.83775591731191","96.28222768733868","0.12397154588331061","0.0633706974999544","0.6069183884013734","0.6418599168853084","0.44101337594983303","0.45178847200746736","0.9302621657483432","0.9338945499624417","11.5","12.758333333333333",1132,0.000105364288163432,2.0785451347954,0.00497513583973009,2.07865098722764,0.00496423118086362,37539,8858.25198263853,0.317216736205665,0.00298191675910004,5.32128652320758,0.0186371555981642,4,0,0.00201171938852228,0.0821571138248172
1133,150,0.0844178691989971,"2.283042505592841",0.595648798924162,-0.022262974539684,5,11.8,7,"highest","cluscoeff",20,"70.91672216291475","101.75415279260463","0.1467828086945734","0.06882663432510311","0.4757497479878536","0.4991407207598439","0.4327192190989146","0.4411618180725416","0.8989682330776374","0.8994697320700583","10.933333333333334","12.016666666666667",1134,0.000170945806973668,1.9682985918171,0.00644125091372437,1.968471250264,0.00643499553640882,35419,10244.9495169096,0.353822164570422,0.00500059714893461,5.29769618423916,0.0262730990223898,4,0,0.00257232621384529,0.100592623859505
1134,150,0.0825798969953633,"2.240089485458613",0.561161851895254,0.00382215335384917,5,12.3866666666667,7,"highest","cluscoeff",20,"75.2015263160385","96.6829517543237","0.136499518999519","0.06909999149432446","0.5081767533730319","0.514399202113756","0.44444322756521903","0.4487200550338036","0.9109752371650139","0.9147994033612199","11.766666666666667","12.541666666666666",1133,0.000113341675378541,1.99490470636543,0.00612656841693045,1.995056359956,0.00611910649444918,37179,9938.71745739794,0.328580964529362,0.00344887978202808,5.3316274378619,0.0187086515933235,4,0,0.00210136918500964,0.0950236033169541
1135,150,0.0670775724103897,"2.2996868008948548",0.556717915508798,0.0166255442670544,5,11.64,7,"highest","cluscoeff",20,"93.16472341191995","97.74215248035335","0.12515385485973723","0.05255850179805283","0.5673933564731973","0.5229702940484562","0.4364077788293439","0.43629984474370065","0.9342991584334144","0.9348920065088475","11.966666666666667","11.558333333333334",1135,0.000162300574382614,1.97430506756834,0.00604895858493182,1.97447569315988,0.00604074755069042,34939,9184.98395215486,0.373554269686408,0.00389482846152375,5.0456763608822,0.0196160624958601,4,0,0.0024853313119882,0.102062598431555
1136,150,0.0761098449169521,"2.2718568232662193",0.568238030272248,0.000469483723187687,5,12.0266666666667,7,"highest","cluscoeff",20,"68.55659365684916","101.30251825245435","0.13296879046879048","0.061895108528992576","0.43735443280797087","0.4606495969007273","0.4349040090178453","0.44318901981461417","0.9132248754331176","0.9120338793995899","10.966666666666667","12.291666666666666",1136,0.000105927812229668,1.96451645057797,0.00676192235323725,1.96468500294198,0.00675696400213932,36099,9810.70282563313,0.370105536185519,0.00390121913050872,5.32922932413183,0.0163864828710135,4,0,0.00202904188775525,0.102688561840272
1137,150,0.0811377774845267,"2.2739149888143175",0.552292602123175,-0.0393023877632667,5,11.92,7,"highest","cluscoeff",20,"69.78949139902856","101.18596048357618","0.1467107892107892","0.06474452455296105","0.4727710702302045","0.5248522697028641","0.43270014370672594","0.4432659791998907","0.9103248844857554","0.9027015954947202","10.8","12.2",1137,0.000127650056656385,1.87673406167949,0.00677543508904291,1.87694751566114,0.00678063638552283,35779,10039.2978176335,0.426349179078742,0.00387486051614392,5.31400555441416,0.0137602870997142,4,0,0.00219183470945816,0.119379323207605
1138,150,0.0734780790245186,"2.294228187919463",0.581818581198909,0.00197921556660424,5,11.64,7,"highest","cluscoeff",20,"78.00401140078694","101.02399714980324","0.12170088081852787","0.0614223785760163","0.5428162635797894","0.5656183730461734","0.43116533367472093","0.4384816154259988","0.9301121660665082","0.9293646916765065","11","11.8",1138,0.000123358182803144,1.9342091177174,0.00716518054120526,1.93439957573774,0.00715819073507171,34939,8745.75471319404,0.36838628720648,0.00371020196866185,5.02686022436028,0.0219283596549995,4,0,0.00218014446886881,0.105828878897888
1139,150,0.0825845414761823,"2.254765100671141",0.54367348851193,-0.0370196214058552,5,12.2266666666667,7,"highest","cluscoeff",20,"69.50997455674049","99.47250636081483","0.1398605439394913","0.06826554086035502","0.5436341872868994","0.562203025869351","0.43713831957730065","0.4466031925722573","0.9160887007814805","0.9142685934613889","11.333333333333334","12.45",1139,0.00010684270903189,2.00469226821019,0.00541903277137956,2.00483647738556,0.0054150356784338,36699,9650.75842900617,0.346148791649082,0.00321229480421628,5.14387382369114,0.0173403442114447,4,0,0.0020243781301546,0.0954691814927117
1140,150,0.0736563756534815,"2.290917225950783",0.586811452572211,-0.00612934008661822,5,11.5866666666667,7,"highest","cluscoeff",20,"66.20127801645182","103.66634716255368","0.12482792806322221","0.060863487551046404","0.43461540400107823","0.4516199498556591","0.4300572053249639","0.43980598863688247","0.9162180193507532","0.9124012201714415","10.466666666666667","11.866666666666667",1140,0.000125522635220842,1.94928218849145,0.00596332216548442,1.94946579757659,0.00596435253488732,34779,9409.88256743334,0.35657857145231,0.00325440221317531,5.27514718520303,0.0175032346384834,4,0,0.00218285697286911,0.103385453074535
1141,150,0.0771935509164611,"2.253780760626398",0.562670992529344,0.0146741820985117,5,12.1866666666667,7,"highest","cluscoeff",20,"77.75317724791655","97.32003902135419","0.1270970695970696","0.06471767124630898","0.5683958792844803","0.5727716953799804","0.4408614289134845","0.44633728153972807","0.9241844938046728","0.92211869529682","11.6","12.333333333333334",1142,0.000103046956427438,1.96671476821613,0.00591350749645649,1.96688237087468,0.00591631782394367,36579,10105.1045642801,0.359961870890069,0.00315922140199908,5.27963959258801,0.0169220047479644,4,0,0.00199162050916656,0.101528128094648
1142,150,0.0703798956461495,"2.2697091722595077",0.544667463414199,0.0109042008004285,5,11.88,7,"highest","cluscoeff",20,"84.59276314991705","97.09347587918744","0.12207340704244728","0.05745651779707503","0.5641764703387311","0.5510925521151562","0.43943796429857446","0.44280005888479873","0.9190538508379082","0.9178778014218163","11.8","11.9",1141,0.000118127365671323,2.03119750097755,0.00562717995261394,2.03133477866374,0.00562784343292051,35659,9866.9952179411,0.341945570722463,0.00296367873295481,5.31951556903898,0.0146884274044027,4,0,0.00212229579891705,0.091290685388136
1143,150,0.0890860363120424,"2.2259507829977627",0.553197578666211,-0.0313501188180104,5,12.6933333333333,7,"highest","cluscoeff",20,"73.10935940364398","95.8893268157557","0.13801063745336187","0.07685488602671257","0.5111788750786784","0.5163963789643855","0.44501770765699644","0.4519700539013485","0.9057942854846122","0.9047836009975132","11.933333333333334","12.883333333333333",1143,9.73086923604327e-05,1.88305790761322,0.00652270732484659,1.88325831639761,0.00651858242574761,38099,10321.1237096971,0.382812084502573,0.00313162009036959,5.19096965872549,0.0112539570605278,4,0,0.00191730149427459,0.113511268948805
