"rep_id","size_net","clus_coeff","pathlength","init_mode","assortativity","init","neighbors","where_bias","level_bias","who_biased","percent_bias","bet_biased","bet_unbiased","clus_biased","clus_unbiased","eigen_biased","eigen_unbiased","clos_biased","close_unbiased","assor_biased","assor_unbiased","deg_biased","deg_unbiased","old_rep_id","klb","mean_entrop_jef","std_entrop_jef","mean_entrop_lap","std_entrop_lap","mean_sum_meas","std_sum_meas","mean_ratio_first","std_ratio_first","mean_value_lang","sd_value_lang","mean_max_cond","sd_max_cond","mean_of_std","std_of_mean"
11,150,0.0839689361779145,"2.2454586129753915",0.550394011203315,0.0208155042445444,0,12.4,7,"highest","degree",20,"170.62776077675315","73.32639313914505","0.08418765273254439","0.08391425703925698","0.7330788977661317","0.44204282132171613","0.48200241348608747","0.43831692409031464","0.8923590510527218","0.915839970925369","17.533333333333335","11.116666666666667",10,0.000134989858912131,2.17589021405963,0.00435873159320706,2.17595316294477,0.00435558265913982,37214,10996.7931872289,0.259040856960283,0.00396978109759385,5.82296738780094,0.0164249569368952,7,0,0.00230869979445726,0.0598151368002738
12,150,0.0749813479147844,"2.2851901565995525",0.568860489062016,-0.0162844360301678,0,11.7866666666667,7,"highest","degree",20,"179.5864539650241","74.78671984207735","0.07487824954543222","0.07500712250712249","0.7588695302911412","0.46305587130922","0.4735301865002662","0.4306881598467628","0.8946996535817443","0.9149262111829571","16.733333333333334","10.55",13,0.000169842415013531,2.19217933527449,0.00561581392786947,2.19223602176126,0.00561280824189917,35374,10430.4592677846,0.257649124784347,0.00453404255363923,5.78562655081741,0.0246905361670282,7,0,0.00258555145229573,0.0569362568915808
13,150,0.0797568372460013,"2.268545861297539",0.56352659760961,-0.0297736861447254,0,12.04,7,"highest","degree",20,"168.7060180857676","75.95682881189141","0.07979317723899765","0.07974775224775216","0.680193424630511","0.42653902049729225","0.47417138460938585","0.4343501471468068","0.9018808062988826","0.9194593224888451","16.7","10.875",12,0.000121354883116728,2.12840046469152,0.00557478981217483,2.12848535540433,0.00557527058405596,36134,10397.026420533,0.310036264456452,0.00387453518723056,5.96842011212834,0.0225153060543899,7,0,0.00218517775376758,0.0745177013289997
14,150,0.0727010722335799,"2.2704250559284116",0.52966159109234,-0.0152492570112398,0,11.96,7,"highest","degree",20,"164.53286327436524","77.175117514742","0.07565450831704702","0.07196271321271319","0.76760761064307","0.5151580509576814","0.4692849036295596","0.43461594670382103","0.9239257744782615","0.9342429040839167","16.133333333333333","10.916666666666666",14,0.000130887088662825,2.12549978366289,0.00597532570946111,2.12558513187492,0.00597211800891016,35894,8728.90500293912,0.304705987561752,0.00406276942511491,5.74262102703818,0.0193917581860162,7,0,0.00227194200321765,0.0739685013626292
15,150,0.079282222531112,"2.258970917225951",0.569139299979301,-0.0045646393979164,0,12.1866666666667,7,"highest","degree",20,"169.34771642518646","74.90473756037002","0.0811019773464248","0.07882728382728381","0.7417206215057399","0.46207563992249895","0.47656617875345747","0.43590780769817744","0.898519957577202","0.9153447432869506","16.966666666666665","10.991666666666667",15,0.000136943338659217,2.18367743135846,0.00427639675794465,2.18373596132049,0.00427548725257088,36574,9918.51959076975,0.256599800697987,0.00368935513924433,5.6708509454092,0.022081526262861,7,0,0.00232188697100388,0.0580673604205511
16,150,0.0803757354330109,"2.2861744966442954",0.550154431512569,0.00255950857435369,0,11.76,7,"highest","degree",20,"178.85484608560856","75.06128847859785","0.08231601760239532","0.07989066489066482","0.694642804194728","0.4409443943909565","0.47045378244345765","0.43086109967170855","0.8977780541526756","0.9136458865426895","16.4","10.6",16,0.00014426191510706,2.1226948417688,0.00567336438101259,2.12278317777498,0.00567678680264394,35294,9661.01749612341,0.31201825742971,0.00408626151744223,5.87811820931839,0.0255347889240333,7,0,0.0023598727639174,0.0755516373687721
17,150,0.0837642412626932,"2.2881431767337808",0.538609073241508,-0.0406590892814556,0,11.7333333333333,7,"highest","degree",20,"174.55168457760408","76.32041218893234","0.07902100651326656","0.08495004995004989","0.7614614722044263","0.4981376557271301","0.4682909314350204","0.43075521030457437","0.9044680324456177","0.923889204268704","16.1","10.641666666666667",18,0.00014688649697842,2.11416618138106,0.00616709172738652,2.11425895883804,0.00616706769142596,35214,9133.50995110016,0.314770051885835,0.00449627588264876,5.59859401196379,0.0228252408408773,7,0,0.00240542261912497,0.077045681947361
18,150,0.0828231236714208,"2.2598657718120805",0.570268168347757,-0.0508868416025725,0,12.1866666666667,7,"highest","degree",20,"167.41525302724736","75.47118674318813","0.07828533752682358","0.08395757020757012","0.7544740847443347","0.4985405192883795","0.4723450587132111","0.4365274780574662","0.9134813385248234","0.9280615802163622","16.633333333333333","11.075",17,0.000108327377386868,2.05065235299663,0.00560716993776262,2.05076956179481,0.00560469930762513,36574,9373.30838429602,0.361195223624878,0.00343882663180916,5.82339455329906,0.0181152241140935,7,0,0.00204640774139217,0.0923700627361823
19,150,0.0736998741998742,"2.2785682326621925",0.539582140994714,-0.0194096857993147,0,11.7733333333333,7,"highest","degree",20,"166.75117046075164","77.37887405147876","0.07912596662596665","0.07234335109335108","0.7393651645370557","0.4709593726949923","0.47126532346345595","0.4322764717996683","0.9028058884159423","0.9202790515854723","16.1","10.691666666666666",21,0.000129378329035,2.13239369811694,0.00558123536126375,2.13247514553507,0.00557894464011287,35334,9050.27924223425,0.310736457264457,0.00402390581375362,5.8988129214389,0.0187645244384012,7,0,0.00225916678981302,0.074216285125651
20,150,0.0844352011513809,"2.2530648769574944",0.585433385940389,-0.000732379053940449,0,12.1866666666667,7,"highest","degree",20,"175.51281364481062","72.81346325546404","0.08977026335116253","0.08310143560143558","0.7453786813210639","0.44999771729198407","0.4818936786123032","0.43623084007701163","0.8834545950298962","0.9069067781461102","17.366666666666667","10.891666666666667",19,0.000123433178124358,2.09468153084713,0.00465602798478218,2.09478115460197,0.00465625571708986,36574,10412.1823331902,0.327333104515033,0.00314052655202556,5.83468417813948,0.0221718082027298,7,0,0.00217506422394973,0.081414432702708
21,150,0.0829940299924819,"2.2453691275167786",0.54927496351958,0.00788547676384074,0,12.4266666666667,7,"highest","degree",20,"162.90743888050824","75.24814027987294","0.07777863777089784","0.08429787804787803","0.8283018965005923","0.5327274812789484","0.47761433501959943","0.4390206274965929","0.9171957388306794","0.9322883049286376","17.033333333333335","11.275",20,0.000109771398293624,2.08446260148943,0.0055064423284418,2.08456352740971,0.00550827141709295,37294,9501.26575813515,0.336239820092355,0.00364119915194982,5.84765142193686,0.0204382366048015,7,0,0.00206784582404986,0.0841529760026536
22,150,0.0823926458245343,"2.2841163310961967",0.603465420215888,-0.0155021320206821,0,11.8533333333333,7,"highest","degree",20,"174.00823237063304","76.08127524067507","0.08608281324225597","0.08147010397010392","0.767290958643978","0.4767378337878106","0.4713282662177074","0.4313618457403899","0.9033567628731866","0.9169986684932881","16.6","10.666666666666666",22,0.000152490550641439,2.18964335025991,0.00442377843182262,2.18970043906477,0.00442446394596235,35574,10129.3836645089,0.25895451798196,0.00416343339185378,5.6248462842539,0.0251113990456516,7,0,0.00245137119742015,0.057600913601797
23,150,0.0793901940852404,"2.2700671140939597",0.605106822147058,-0.0404899765665133,0,12.0533333333333,7,"highest","degree",20,"168.92130001899216","76.04467499525195","0.07529928877452097","0.08041292041292035","0.7025959708879849","0.446322835199687","0.4722397320498416","0.4342434383214924","0.9006092656458621","0.9263845768286817","16.5","10.941666666666666",23,0.000139500149172377,2.13518859188031,0.00569744473703534,2.13527006333195,0.00569734331088798,36174,9586.1258804573,0.298497012010554,0.00430318051576273,6.03701541776879,0.0187474911625724,7,0,0.00234697727640296,0.0717285753333349
24,150,0.0783200850863389,"2.306487695749441",0.53836419350719,0.0318572681352064,0,11.4666666666667,7,"highest","degree",20,"176.568092527215","77.52464353486289","0.08256797639924573","0.07725811225811219","0.6708077833906326","0.4189811707845466","0.46690391585664653","0.42702238060539305","0.9024199567707727","0.9170025398328527","15.966666666666667","10.341666666666667",24,0.000145136535765131,2.20008631014259,0.00459446595208453,2.20013929348681,0.00459687959609949,34414,9716.86750418877,0.250819274731353,0.00416853452931906,5.95131340496239,0.022957641115513,7,0,0.00239720000435602,0.0545916090538738
