"condition","init","percent_bias","where_bias","level_bias","who_biased","size_net","mean_cond","std_cond"
"8",5,20,7,"highest","centbet",150,0.0565339159011506,0.0134419453913287
"8",5,20,7,"highest","centclos",150,0.0542640655705083,0.012480003663472
"8",5,20,7,"highest","centeigen",150,0.0544733137673147,0.0125434562426586
"8",5,20,7,"highest","cluscoeff",150,0.0577651562361035,0.0146075015191189
"8",5,20,7,"highest","degree",150,0.0540425471867068,0.0137765096036835
"8",5,20,7,"lowest","centbet",150,0.0573479445733025,0.0157574825473244
"8",5,20,7,"lowest","centclos",150,0.0601805058486154,0.0155079937011242
"8",5,20,7,"lowest","centeigen",150,0.0599406193995279,0.0168852887564182
"8",5,20,7,"lowest","cluscoeff",150,0.0560372028811131,0.0141349703900947
"8",5,20,7,"lowest","degree",150,0.0595110702344945,0.0133154787082136
"8",5,20,7,"random","none",150,0.0558728261174993,0.0129243853212855
"8",20,0,NA,"none","none",150,0.0340540941911266,0.00825401580041871
"8",20,20,7,"highest","centbet",150,0.0307719500949887,0.00827492413351056
"8",20,20,7,"highest","centclos",150,0.0301202875749413,0.00786313105010752
"8",20,20,7,"highest","centeigen",150,0.0293175688918674,0.00691694480460905
"8",20,20,7,"highest","cluscoeff",150,0.0317206981840946,0.00875430156885526
"8",20,20,7,"highest","degree",150,0.0288586476598536,0.00784482481083734
"8",20,20,7,"lowest","centbet",150,0.0315194750392251,0.00896206892755759
"8",20,20,7,"lowest","centclos",150,0.0321519836050641,0.00942459946640494
"8",20,20,7,"lowest","centeigen",150,0.0319865550288952,0.00827626204578358
"8",20,20,7,"lowest","cluscoeff",150,0.0298188533819889,0.00846134472988464
"8",20,20,7,"lowest","degree",150,0.0308028413005003,0.00878146487131334
"8",20,20,7,"random","none",150,0.0297326732454098,0.00843609497635505
"9",0,0,NA,"none","none",150,0.101588555868591,0.0223440834454709
"9",0,20,7,"highest","centbet",150,0.078130272937799,0.0177819958344204
"9",0,20,7,"highest","centclos",150,0.0747846342526339,0.0187178212169909
"9",0,20,7,"highest","centeigen",150,0.079682663816848,0.016891082950008
"9",0,20,7,"highest","cluscoeff",150,0.0858707871870117,0.0185320975290753
"9",0,20,7,"highest","degree",150,0.0762771886607002,0.0186117024041826
"9",0,20,7,"lowest","centbet",150,0.0852589390838946,0.0185667911569499
"9",0,20,7,"lowest","centclos",150,0.0856741400779899,0.0207985594552579
"9",0,20,7,"lowest","centeigen",150,0.0872825599051468,0.0172861225327261
"9",0,20,7,"lowest","cluscoeff",150,0.0832314509429298,0.0189301941928285
"9",0,20,7,"lowest","degree",150,0.0887054715181138,0.0177047581203566
"9",0,20,7,"random","none",150,0.0795552668176471,0.0178148440899702
"9",5,0,NA,"none","none",150,0.0671169258199013,0.0161204958072422
"9",5,20,7,"highest","centbet",150,0.054795437812923,0.0119398568184872
"9",5,20,7,"highest","centclos",150,0.0536461766726094,0.0124716538055775
"9",5,20,7,"highest","centeigen",150,0.0564100928330803,0.0115979466607864
"9",5,20,7,"highest","cluscoeff",150,0.0575183701468192,0.0123692965693651
"9",5,20,7,"highest","degree",150,0.0548566821099943,0.0133723821554386
"9",5,20,7,"lowest","centbet",150,0.0626279022434713,0.0147346882204223
