"rep_id","size_net","clus_coeff","pathlength","init_mode","assortativity","init","neighbors","where_bias","level_bias","who_biased","percent_bias","bet_biased","bet_unbiased","clus_biased","clus_unbiased","eigen_biased","eigen_unbiased","clos_biased","close_unbiased","assor_biased","assor_unbiased","deg_biased","deg_unbiased","exponent","old_rep_id","klb","mean_entrop_jef","std_entrop_jef","mean_entrop_lap","std_entrop_lap","mean_sum_meas","std_sum_meas","mean_ratio_first","std_ratio_first","mean_value_lang","sd_value_lang","mean_max_cond","sd_max_cond","mean_of_std","std_of_mean"
650,150,0,5.14612975391499,0.552038807282483,-0.260220304247817,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",308.886666666667,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0955074662243571,"<RuntimePrimitiveException>",0.201639899067757,"<RuntimePrimitiveException>",0.434457450234871,"<RuntimePrimitiveException>",1.98666666666667,3.01641484164624,50,0.0343457567883543,2.22416003234109,0.0509359678263082,2.22454799385309,0.0506457915166977,5970,7405.67531327411,0.169059127591534,0.0257638907409971,5.50034547452556,0.409672621846209,6.01333333333333,2.32288488381262,0.037159443423359,0.0144430803255267
651,150,0,5.35149888143177,0.523348516175574,-0.325900820045172,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",324.186666666667,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.10573978611955,"<RuntimePrimitiveException>",0.192266436593578,"<RuntimePrimitiveException>",0.487278573064027,"<RuntimePrimitiveException>",1.98666666666667,2.79028633337311,51,0.0336551890589303,2.22591685558173,0.0389519391925401,2.2262992523452,0.0387511611177171,5970,6712.58459509515,0.174625990287265,0.0354845924875234,5.35369453117826,0.360801300315891,4.95333333333333,3.03522201938098,0.0368196196096839,0.0139285136067787
652,150,0,4.91615212527964,0.538308530453287,-0.194947631863606,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",291.753333333333,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0727355962296335,"<RuntimePrimitiveException>",0.213000688906141,"<RuntimePrimitiveException>",0.376280479642021,"<RuntimePrimitiveException>",1.98666666666667,3.23288622500104,52,0.0308385553065095,2.23605462943602,0.0365877808919174,2.23637509067679,0.036391642230302,5970,8513.61325984773,0.164926764697327,0.0237669767542871,5.62707753609054,0.470113217992362,6.01333333333333,2.85437769676583,0.0347222646266086,0.0097494550679835
653,150,0,5.60608501118568,0.595588730777613,-0.243174375390955,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",343.153333333333,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0519120637693278,"<RuntimePrimitiveException>",0.184721724457881,"<RuntimePrimitiveException>",0.407510294325001,"<RuntimePrimitiveException>",1.98666666666667,2.9464145596101,53,0.0341461744643007,2.22546848211071,0.0412546488557315,2.22583955828355,0.0410368392696154,5970,7841.44898265946,0.176093459658565,0.0251562747125803,5.53923330199144,0.362703211789204,5.75333333333333,3.03433742016578,0.0367946601458879,0.0141853267787842
654,150,0,5.4937807606264,0.578988877208362,-0.243958897516753,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",334.786666666667,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0689220611095438,"<RuntimePrimitiveException>",0.188489512122157,"<RuntimePrimitiveException>",0.531341323749068,"<RuntimePrimitiveException>",1.98666666666667,3.07861755739905,54,0.0405693994758321,2.21090036669563,0.0480907092738207,2.21135187061284,0.0478270225395292,5950.39735099338,7009.73778689757,0.177571166536338,0.026835239312813,5.48119123666526,0.352755359891461,6.09933774834437,3.03700503102957,0.0401863704573558,0.0151709286905651
655,150,0,4.86997762863535,0.519400590800658,-0.253093696150277,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",288.313333333333,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0614417849211442,"<RuntimePrimitiveException>",0.211687556119033,"<RuntimePrimitiveException>",0.434184279087735,"<RuntimePrimitiveException>",1.98666666666667,2.8935332566791,55,0.0342394395636109,2.22311183554478,0.0294964118549436,2.22350814131892,0.0293264132181644,5970,7887.53157600121,0.179849939830655,0.0206159765212206,5.65541288755827,0.397903336124619,6.63333333333333,2.15324530056025,0.0371562190986702,0.0153510621945379
656,150,0,5.682774049217,0.543308837362962,-0.20128044051145,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",348.866666666667,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0577449075310312,"<RuntimePrimitiveException>",0.18387626035341,"<RuntimePrimitiveException>",0.463058668938197,"<RuntimePrimitiveException>",1.98666666666667,3.10732616292975,56,0.0341082318714482,2.21571434621096,0.0390731273101399,2.21613219240473,0.0388699508200995,5931.05263157895,7436.73209918795,0.184040599154926,0.0298594175372824,5.77436118285502,0.247483616977609,6.81578947368421,2.17578805889716,0.0368804814374134,0.0206991372695509
657,150,0,4.43284116331096,0.583904025612119,-0.238184318342104,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",255.746666666667,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0600036805184086,"<RuntimePrimitiveException>",0.237321349302633,"<RuntimePrimitiveException>",0.218707754471776,"<RuntimePrimitiveException>",1.98666666666667,3.23571192127409,57,0.0292212181523094,2.216500141976,0.0479626484781452,2.21692280024293,0.0477138618661579,5970,11527.5450683141,0.184504437004444,0.0404438876373513,5.54614167679229,0.293190949563286,5.77333333333333,2.53074163909473,0.0339309614163801,0.0257486193561686
658,150,0,4.96080536912752,0.53995176678599,-0.194961781023587,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",295.08,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0748692305858344,"<RuntimePrimitiveException>",0.209215847065367,"<RuntimePrimitiveException>",0.484471708060057,"<RuntimePrimitiveException>",1.98666666666667,2.98306271371299,58,0.0355899177041217,2.21759362303268,0.0457306369897025,2.2180106808628,0.045493438765616,5970,7257.37763943301,0.175654360047484,0.033302597664492,5.46173841934773,0.290703119805328,5.56,2.28939779895919,0.0377137505457745,0.0170967082170549
659,150,0,5.38299776286353,0.554835701801575,-0.310679794379551,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",326.533333333333,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0879393262281762,"<RuntimePrimitiveException>",0.191381681880079,"<RuntimePrimitiveException>",0.49482961212081,"<RuntimePrimitiveException>",1.98666666666667,2.75226016012926,59,0.0387648162953547,2.21427405240441,0.0409688389179193,2.21470755102102,0.0407614374749382,5970,7020.46863576584,0.180718549583898,0.0300195391934813,5.48264524878728,0.273140391344437,5.69333333333333,3.13016642280437,0.0391060663261189,0.0155101127424381
660,150,0,4.80975391498881,0.57398141315828,-0.181097121170315,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",283.826666666667,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0703052772626034,"<RuntimePrimitiveException>",0.215780090558778,"<RuntimePrimitiveException>",0.478248538441803,"<RuntimePrimitiveException>",1.98666666666667,3.04087259270644,60,0.032539113983082,2.20571445046474,0.0424892433769083,2.20618601612138,0.0422463620817888,5970.26490066225,7605.15684230289,0.186925638921846,0.0286007066172601,5.37808900565909,0.344811417233128,5.56291390728477,2.56794641413562,0.0363602767325464,0.0268630158374579
661,150,0,4.65225950782998,0.541193943916875,-0.235927083465495,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",272.093333333333,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0762219395073488,"<RuntimePrimitiveException>",0.221830945562436,"<RuntimePrimitiveException>",0.431722008107942,"<RuntimePrimitiveException>",1.98666666666667,2.95811747655774,61,0.0377631483025243,2.21542464276151,0.0389582747513485,2.21585544721598,0.0387403802509314,5970,7732.85503419441,0.183495768406222,0.0273424128758789,5.45563304071447,0.425306828326627,5.3,3.1997273373769,0.039259335654628,0.016331863816565
662,150,0,5.35131991051454,0.551139939450187,-0.293856092904036,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",324.173333333333,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0523870005922837,"<RuntimePrimitiveException>",0.191413164428568,"<RuntimePrimitiveException>",0.373575765783084,"<RuntimePrimitiveException>",1.98666666666667,2.94854734039812,62,0.0426249149871478,2.20554075111963,0.0486798466938857,2.20602928701302,0.0484170736520846,5970,8268.87103466486,0.182359670022896,0.0395477617671846,5.54207856742065,0.509951834771319,5.1,2.77512923696883,0.0414389696146895,0.0158231835680723
663,150,0,4.83695749440716,0.560242336072893,-0.20070718009028,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",285.853333333333,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0624060480470277,"<RuntimePrimitiveException>",0.215305075997941,"<RuntimePrimitiveException>",0.403736439223355,"<RuntimePrimitiveException>",1.98666666666667,3.07438313127598,63,0.0272371056340847,2.22912749842436,0.0406476960363637,2.22948905429023,0.0404333669248653,5970,8298.03890473102,0.166658248413046,0.0272763312462543,5.51243719930158,0.252966781546627,5.84666666666667,2.89812868729861,0.0331029016050851,0.019838054899922
664,150,0,4.85422818791946,0.542669990004938,-0.199041960233854,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",287.14,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0640052602853623,"<RuntimePrimitiveException>",0.216408755374233,"<RuntimePrimitiveException>",0.380635098520282,"<RuntimePrimitiveException>",1.98666666666667,3.08831337107943,64,0.0277929491150087,2.23711653667089,0.0358905696914127,2.23743096194274,0.035705413460688,5950.39735099338,8338.85027093421,0.166734499440775,0.0295695082752409,5.25133407019311,0.372342585039652,4.32450331125828,3.082314431017,0.0338972339281942,0.0146846789731905
665,150,0,5.38997762863535,0.542505359248206,-0.179754614987775,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",327.053333333333,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0644191119977743,"<RuntimePrimitiveException>",0.193138719286777,"<RuntimePrimitiveException>",0.490380485077646,"<RuntimePrimitiveException>",1.98666666666667,2.82871480030593,65,0.0349176373351302,2.22167678624572,0.0343269518433563,2.22207712039838,0.0341178174563796,5970,6828.56220188163,0.174850007676695,0.0238581606732013,5.70998824136454,0.381844574601946,7.5,2.82308318292574,0.037293381975252,0.0156068168554012
666,150,0,6.3724384787472,0.554266007219954,-0.359668030512281,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",400.246666666667,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0862186423588567,"<RuntimePrimitiveException>",0.162451451634886,"<RuntimePrimitiveException>",0.552448660283659,"<RuntimePrimitiveException>",1.98666666666667,2.84740676535442,66,0.0427277736597142,2.20611163176084,0.0439825617248239,2.20658624146123,0.0437367521154706,5970.26490066225,5969.79150356413,0.186833683264932,0.0318061744380763,5.3350334574049,0.357948477445771,4.79470198675497,2.83623666336151,0.0418983869672701,0.0158702288690383
667,150,0,4.45682326621924,0.588505859982496,-0.190772021474895,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",257.533333333333,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0632273641770098,"<RuntimePrimitiveException>",0.234046159836863,"<RuntimePrimitiveException>",0.362851698742999,"<RuntimePrimitiveException>",1.98666666666667,3.14257380981852,67,0.025506602089638,2.23954891892753,0.0417368502391099,2.23985479714272,0.0415340787393532,5950.39735099338,8963.05884400296,0.163673459393103,0.0283987673109654,5.33878177665206,0.267641244054762,4.35099337748344,2.48515237761306,0.0315409751265194,0.0160415424548923
668,150,0,5.21145413870246,0.609533502328375,-0.26947859421258,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",313.753333333333,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0622678980410085,"<RuntimePrimitiveException>",0.198892461656721,"<RuntimePrimitiveException>",0.412287110495976,"<RuntimePrimitiveException>",1.98666666666667,2.9977854199088,68,0.0364177557741893,2.20227088443739,0.0343135663841731,2.20277370760477,0.0341211073195558,5970,7986.46506040525,0.188671717558986,0.0285007868050098,5.31900242616628,0.411389313113198,4.06666666666667,3.32908006049975,0.0382355297433158,0.0249352994179754
669,150,0,4.35749440715884,0.546363751603237,-0.20157388683029,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",250.133333333333,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0633227805223877,"<RuntimePrimitiveException>",0.237285967019198,"<RuntimePrimitiveException>",0.359991102539112,"<RuntimePrimitiveException>",1.98666666666667,3.13033094972918,69,0.0237069201119531,2.24450071850666,0.0236967437836792,2.24479231447919,0.0235555375339751,5970,8744.60907756677,0.157792477544114,0.0154078131508124,5.35309457305036,0.350502981797646,4.44666666666667,2.68112133875168,0.0304806001700844,0.0146827221605108
670,150,0,4.75391498881432,0.583180660957795,-0.223516182950919,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",279.666666666667,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0662928868970381,"<RuntimePrimitiveException>",0.219290489391778,"<RuntimePrimitiveException>",0.387685095272098,"<RuntimePrimitiveException>",1.98666666666667,3.40259100155012,70,0.0242689744126583,2.22752933629646,0.0291518599879466,2.22789324357144,0.0289891528133826,5970,8654.34677608919,0.169350143406212,0.021520867707205,5.44716979273122,0.270688126756064,6.08,2.62543061344997,0.0307019321845862,0.0241527388738377
671,150,0,5.41476510067114,0.572837490202737,-0.218651103530476,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",328.9,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0683510444825029,"<RuntimePrimitiveException>",0.191428668544136,"<RuntimePrimitiveException>",0.506679594037025,"<RuntimePrimitiveException>",1.98666666666667,3.07230464760736,71,0.0273884867029134,2.24034218435829,0.0293821066853771,2.24064678987381,0.0292296047275017,5856.15384615385,6728.03843929973,0.165362653436805,0.0264490011539314,5.39702246808694,0.251237358661218,3.8974358974359,2.97555521992654,0.0325251730053189,0.012878751693701
672,150,0,5.35561521252796,0.55877197014829,-0.269294455473412,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",324.493333333333,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0748848263591665,"<RuntimePrimitiveException>",0.192536207827565,"<RuntimePrimitiveException>",0.42940514933989,"<RuntimePrimitiveException>",1.98666666666667,2.967332706561,72,0.0254279952809352,2.2362553266132,0.0307379961268728,2.23658319285713,0.0305729430120137,5970,7567.0426342256,0.166598339706166,0.0195835586184611,5.70115731999891,0.306783659786855,6.95333333333333,2.29775690639694,0.0318547140381186,0.0181467037642219
673,150,0,5.40912751677852,0.574160338156052,-0.118286955181387,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",328.48,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0744510830954687,"<RuntimePrimitiveException>",0.192174950252228,"<RuntimePrimitiveException>",0.566620060572505,"<RuntimePrimitiveException>",1.98666666666667,3.16364462709682,73,0.030348432868361,2.23700940250703,0.0305339686174068,2.23731800935817,0.0303697823495457,5970,6361.46114658127,0.168211422321095,0.02959076718073,5.44745662626317,0.338808317986788,5.01333333333333,2.6972187182944,0.0350737875528389,0.0100179623778348
674,150,0,5.82577181208054,0.5743618741856,-0.216722259023255,0,1.98666666666667,NA,"none","none",0,"<RuntimePrimitiveException>",359.52,"<RuntimePrimitiveException>",0,"<RuntimePrimitiveException>",0.0617780655942328,"<RuntimePrimitiveException>",0.178377108358728,"<RuntimePrimitiveException>",0.518139553965534,"<RuntimePrimitiveException>",1.98666666666667,2.91965801721472,74,0.0327508430592159,2.22687097142764,0.0360914367636341,2.22722734133921,0.0359149824665176,5970.26490066225,6840.93638298344,0.184746625254105,0.0329487336763412,5.52699337860001,0.393432305017205,6.02649006622517,3.06147463350055,0.0363952252991056,0.0155375213150238
