"","rep_id","size_net","clus_coeff","pathlength","init_mode","assortativity","init","rewire","neighbors","klb","mean_entrop_jef","std_entrop_jef","mean_entrop_lap","std_entrop_lap","mean_sum_meas","std_sum_meas","mean_ratio_first","std_ratio_first","mean_value_lang","sd_value_lang","mean_max_cond","sd_max_cond","mean_of_std","std_of_mean","clus_type"
"16",16,150,0.593595719235868,1.68384787472036,0.554719787207513,-0.00515603170805159,0,0.1,48,0.000638921176909427,2.27630130994431,0.00256106539911492,2.27630469856355,0.00256071292394949,144010,6256.27202072572,0.137168798682413,0.00451986242769942,5.22883261936848,0.0370686316917328,5,0,0.00470490793503962,0.0231842902034399,"big"
"17",17,150,0.586307531876754,1.68152125279642,0.550819359779308,0.032587671112783,0,0.1,48,0.000341631855681213,2.25035825984233,0.00255153207842177,2.250365070926,0.00255119814364372,144010,6119.61309475772,0.149812563182797,0.0024648861783403,5.63392179456717,0.0306491577908382,7.09333333333333,0.998970387174666,0.00341037034399188,0.0331725969575447,"big"
"18",18,150,0.587620232792946,1.68331096196868,0.57813350982357,-0.00644089255976079,0,0.1,48,0.000491681541020801,2.28498346754379,0.00298204083570903,2.2849856985207,0.00298165609455206,144010,6294.77251962495,0.13538719791846,0.00314730224246641,5.14763241261841,0.0516812570203927,3,0,0.0040652962395598,0.0191339582263045,"big"
"19",19,150,0.593401927110913,1.6841163310962,0.550340421715403,0.00785502652794084,0,0.1,48,0.000709626751317137,2.23694419670237,0.00606977952517272,2.236952794503,0.00606893021156807,144010,6020.10055881586,0.171294265852628,0.0068913556305642,5.29616056224737,0.0611029125956577,7,0,0.00481986542198826,0.0372093862395398,"big"
"20",20,150,0.572052168516789,1.68152125279642,0.596442628597924,-0.0225505469745389,0,0.1,48,0.00031234238241076,2.27486898756993,0.00263301824384735,2.27487254233167,0.00263265262845339,144010,6925.29649499746,0.142710491018138,0.00479042942574645,5.40307713854932,0.0338168465360185,5.8,1.60536014901756,0.00327060090482826,0.0243354922887276,"big"
"21",21,150,0.579049305536329,1.68053691275168,0.55492558957838,-0.023713400750793,0,0.1,48,0.000246214199350277,2.2631094906738,0.00289691851161489,2.26311450734423,0.00289653092034216,144010,6285.16950485013,0.147265368207254,0.00288252114409058,5.19277956699455,0.0474414593196734,1,0,0.00301602379230718,0.0293519433413355,"big"
"22",22,150,0.595664965017912,1.68375838926174,0.547574457260274,-0.0135155260305226,0,0.1,48,0.000344568481566094,2.27494234130268,0.00111286115569489,2.27494585672556,0.00111270449583977,144010,6109.73477823732,0.134405955250017,0.00183773068743886,5.28015207926861,0.0300078933483461,2,0,0.00323761038400213,0.0242878699135946,"big"
"23",23,150,0.582660355472956,1.68187919463087,0.562685288062848,-0.016306847767069,0,0.1,48,0.000783683627409275,2.27539651299649,0.00314731655658031,2.27539996857916,0.00314693444745462,144010,6149.15283083066,0.132948638861067,0.00376010755993937,5.25557088813277,0.0257682497940019,2.21333333333333,0.619446241842211,0.00489067108710284,0.0237001933543463,"big"
"24",24,150,0.589024183672431,1.68348993288591,0.588841845425295,-0.0107764251397638,0,0.1,48,0.000733657693155227,2.26569356068579,0.0078288088324636,2.26569821753509,0.00782777766647951,144010,6622.11061469745,0.156326520968045,0.00582888048515152,5.81441643821433,0.0550400537985706,5,0,0.00477845507285426,0.028293058337292,"big"
"25",25,150,0.582818523273785,1.68357941834452,0.560513626402512,-0.0241511957168316,0,0.1,48,0.000978942147118064,2.22886652102907,0.00702996467309442,2.22887619981912,0.0070290918431128,144010,6530.25997200827,0.156414645000545,0.00400194542984813,5.52923132122594,0.0441923073675713,2.63333333333333,1.82236908522232,0.00577422939593306,0.039215764192904,"big"
"26",26,150,0.575803631723314,1.68134228187919,0.58176245406221,-0.0303789059242414,0,0.1,48,0.000310463533571317,2.28583511792267,0.0018644431731722,2.28583726648201,0.00186419786344755,143930.529801325,6988.1072104044,0.125939977460614,0.0063825959925903,5.35946398152162,0.010659942463774,4.25827814569536,2.18621004223882,0.0030635597018668,0.0186239004845646,"big"
"27",27,150,0.593806115624888,1.6848322147651,0.51951373743513,-0.021141487129742,0,0.1,48,0.000433179396547123,2.27144870718491,0.00214977222007299,2.27145262248055,0.00214945619154366,144010,6390.00898004852,0.140036355075974,0.00238786487615756,5.68328485776217,0.0299288654649566,7.17333333333333,1.17437212507074,0.00393678190447333,0.0260920336390834,"big"
"28",28,150,0.578725780438853,1.68017897091723,0.556531905494379,-0.000252919061374463,0,0.1,48,0.000565543517059768,2.26872454974533,0.00406936679892267,2.26872883470932,0.00406879562951758,144010,7011.97441772995,0.153152904898147,0.00822782278352098,5.60487256391538,0.045288560777284,9,0,0.00443450407384838,0.0270827156750881,"big"
"29",29,150,0.576010112418818,1.68152125279642,0.534269344521642,-0.00777990157857563,0,0.1,48,0.000383351388446959,2.28497946118505,0.000788462192845227,2.28498167991231,0.000788357510735261,144010,6294.77251962495,0.12734768077855,0.00123614680508259,5.36268873458769,0.0596370750324847,4.58666666666667,2.94054431948484,0.00356352064793502,0.019315677516862,"big"
"30",30,150,0.596056902905533,1.68662192393736,0.538965174665487,-0.00377473373811822,0,0.1,48,0.000746085818584645,2.26710074561807,0.00373895244291399,2.26710530955376,0.00373849098668457,144029.867549669,6739.40669859051,0.145552284129688,0.00982329681623333,5.59657160863406,0.0120794260802061,6.47682119205298,1.3004329386072,0.00511322434350181,0.0271833088440223,"big"
"31",31,150,0.576588758353534,1.68304250559284,0.575128619299029,-0.00464000145704507,0,0.1,48,0.000247896720002197,2.25548827925701,0.00330741445517565,2.25549434974599,0.0033070314280984,144010,6712.70457301405,0.147101344978841,0.00229570109038548,5.70710508270109,0.023417110292857,8,0,0.00284603841349777,0.0317392359407268,"big"
"32",32,150,0.570404883267418,1.68062639821029,0.579827026372018,-0.0161110157658996,0,0.1,48,0.000351301100385156,2.25696535252687,0.00132186010899048,2.2569712792988,0.00132174026374764,144010,6399.45467475379,0.147414012423309,0.00509164977928974,5.23406758314302,0.0106471966534781,3,0,0.00332166199259785,0.0311097839429793,"big"
"33",33,150,0.577193169259342,1.68232662192394,0.577219364398877,-0.0189243614609774,0,0.1,48,0.000256293393646137,2.22632765402666,0.00200967297735202,2.22633733382661,0.0020094230204198,144010,6810.96628570179,0.169676295628666,0.00552342437093191,5.0592577873412,0.0212008535759926,4,0,0.0029057083412841,0.0413997513410172,"big"
"34",34,150,0.581230500604755,1.68080536912752,0.546481195750051,-0.0106837209206152,0,0.1,48,0.000901108570205953,2.27247325740513,0.00606448179749682,2.27247707295687,0.00606371901637133,144010,6080.00353231971,0.139301606808174,0.00773844121497419,5.67927553241739,0.0437583714318796,6.39333333333333,1.12265664467568,0.00552070079394051,0.025006796128374,"big"
"35",35,150,0.572170969425031,1.68143176733781,0.540799926271474,-0.0210347954439849,0,0.1,48,0.000429471810416117,2.27476526902828,0.00337344199359689,2.27476883257498,0.00337300567497264,144010,6576.34565299384,0.134620174631651,0.00229454187100068,5.32618180664004,0.0382238561424569,6,0,0.00384469181614393,0.02414793807591,"big"
"36",36,150,0.5850223376591,1.68152125279642,0.569996448509525,0.0154034102348441,0,0.1,48,0.000353185607886825,2.27093634929084,0.00231143358530851,2.27094035690088,0.00231112998005113,144010,5679.35150849522,0.149013200995242,0.00515998655271472,5.66306109491171,0.0325373750729069,10,0,0.00353779505195229,0.0262131630185898,"big"
"37",37,150,0.577427979735977,1.68420581655481,0.561083584151978,-0.0169688045146819,0,0.1,48,0.000382605050145533,2.26343585444051,0.00128943522381218,2.26344076394728,0.00128923974697289,144010,6676.6145019803,0.155726924974585,0.00233500979580729,5.03942386709387,0.0220296262336278,1,0,0.00346446812792434,0.0295370190485827,"big"
"38",38,150,0.593054005406664,1.68510067114094,0.553582629638132,0.00457105813609181,0,0.1,48,0.000613873561488437,2.26616356534233,0.00306865639393621,2.26616826774257,0.0030682385339992,144010,5836.70404371849,0.136592080986751,0.00394512642386812,5.31984563950608,0.0249628257908745,5.86666666666667,0.994391430812524,0.00435775677468889,0.0274035253155385,"big"
"39",39,150,0.57254424424031,1.68053691275168,0.555872648243139,-0.0100087334566497,0,0.1,48,0.000557894964824517,2.26712012075691,0.00310227233144088,2.26712462495368,0.00310185747996134,144010,6530.25997200827,0.144047012916782,0.00319324146176352,5.56677230985807,0.0375268460998025,5.52,3.98439910671744,0.00431847204034187,0.0275922983601205,"big"
"40",40,150,0.575677828676848,1.68187919463087,0.609194675372096,-0.0166352149152722,0,0.1,48,0.00036127889817123,2.23018660143753,0.00582536725034021,2.23019539037083,0.00582460404652817,144010,5805.57473352787,0.201183763706298,0.00407452124057893,5.38506293040121,0.0587612530148336,4,0,0.00347552832564889,0.0424123299161956,"big"
"41",41,150,0.58407028534612,1.68259507829978,0.558023049034021,0.0202717903648291,0,0.1,48,0.000536393114173386,2.26151927983856,0.00561699382255196,2.26152433396852,0.00561630926500677,144010,6603.84268854381,0.16720590751042,0.00814337264564389,6.08298790636314,0.047008818127658,10,0,0.00423334948505513,0.0308048338329677,"big"
"42",42,150,0.580037375539773,1.68170022371365,0.529986944236414,-0.028670677431624,0,0.1,48,0.000463716431775957,2.28293202804356,0.000808870828157719,2.28293457680318,0.000808724040627392,144010,5784.72879643654,0.128214066851796,0.00441907892046551,5.54791140946987,0.0604096570913009,3.61333333333333,3.76452295910381,0.00393166596768249,0.0198795642496208,"big"
"43",43,150,0.582001890646643,1.6820581655481,0.566264018578998,-0.00765759286136376,0,0.1,48,0.000265502065975784,2.2518527762892,0.00361684549388766,2.25185940057202,0.00361636238148984,144010,6521.00375194539,0.152414606910658,0.00432278841382072,5.90530323465773,0.0400960138160931,6,0,0.00305948008827801,0.0327034934508217,"big"
"44",44,150,0.581685677688747,1.68286353467562,0.561611733794121,-0.00395810364580955,0,0.1,48,0.000541731922863693,2.28076958381678,0.00410287632627896,2.2807723915069,0.00410234119736973,144010,7232.47708826062,0.12286995565395,0.00242043088660852,5.45444727743615,0.0536052097771868,6.32666666666667,2.58154697564697,0.00422769950998023,0.0210316058309222,"big"
"45",45,150,0.587466047028016,1.68465324384787,0.564501024414185,-0.0085685911479522,0,0.1,48,0.00025776317907512,2.28997046542105,0.000881855249297888,2.28997203051202,0.000881730875975576,144010,6371.07557849109,0.129114103165707,0.00124531810185081,5.46921544888943,0.0125526954709258,8,0,0.00288448629403529,0.0166340178274963,"big"
"46",46,150,0.582161549839726,1.68384787472036,0.569653905241831,0.00626701450222668,0,0.1,48,0.000445087788861448,2.26949159047423,0.0047849820639995,2.26949597183752,0.00478430435810371,144010,5679.35150849522,0.130885808821004,0.0021892925885045,5.36324853244883,0.0235351418153105,5.25333333333333,1.74243009610745,0.00385498897749487,0.025699875127385,"big"
"47",47,150,0.575302156412958,1.68178970917226,0.57154740356709,-0.00401805835044341,0,0.1,48,0.000254628132816727,2.27298577031455,0.00248175750486478,2.27298961814232,0.00248140892136667,143950.397350993,6438.66630918699,0.128952327906765,0.00199570779611221,5.31082183051942,0.0461185191191975,7.19867549668874,3.35265042923688,0.00285450085300581,0.0247535992808442,"big"
"48",48,150,0.572010769911684,1.67910514541387,0.555866289995567,0.00130121155791706,0,0.1,48,0.000373348665562203,2.28712556769808,0.00146709541038467,2.28712749718793,0.0014668990279498,144010,6502.45178333764,0.132685239081708,0.00185582446903367,5.8119846511481,0.0299791068082938,8.28666666666667,0.453719403970284,0.003410108638733,0.0182629655721462,"big"
"49",49,150,0.572068236342013,1.68026845637584,0.531446253334332,-0.0214235528309655,0,0.1,48,0.000280151725440995,2.28649732658926,0.00221603981255007,2.28649937490076,0.00221575407490205,144010,6342.56950450392,0.122672928851226,0.00153104996677159,5.29830729064825,0.031805462579477,4.78,3.73424205942642,0.0028229328750853,0.0183734444204179,"big"
"50",50,150,0.581483704686269,1.68232662192394,0.567855400238667,0.0240478937095311,0,0.1,48,0.000468662548885447,2.26167491067258,0.00244073573099721,2.26167987392644,0.00244042969679333,144010,6474.52415913697,0.175600316378048,0.00296739865642396,5.69898223839064,0.0554967269913311,7,0,0.00364295960626438,0.0313477413675706,"big"
"51",51,150,0.576067760573061,1.68250559284116,0.558387435987937,-0.00916500846902623,0,0.1,48,0.000585102094752894,2.25574659102073,0.00503075648072004,2.25575270901953,0.00503008690185127,144010,7029.18174278873,0.153674571064782,0.00220165298066549,5.81332914981451,0.0567157500945944,7,0,0.00419419833035502,0.0312129873223613,"big"
"52",52,150,0.584066541015252,1.682774049217,0.565929749285726,-0.0223382518920067,0,0.1,48,0.000760452812215628,2.28862906083941,0.00436255922220588,2.28863078953991,0.0043620295496453,144010,6099.84046441177,0.134662263996161,0.0116491869937498,5.71450621095388,0.0389621633308677,10,0,0.00481230083372634,0.0168855837148181,"big"
"53",53,150,0.58358927480425,1.68340044742729,0.558460307440593,-0.017732840733053,0,0.1,48,0.000539678674254716,2.28070543563174,0.000961502238039173,2.28070825379282,0.000961389819778874,144010,6757.54611750459,0.134394272942299,0.00639860803597148,5.28661924153103,0.0202423778152262,6.38,1.21881227254434,0.00416695539588006,0.0211082567189806,"big"
"54",54,150,0.583306869286917,1.68348993288591,0.566748786596562,-0.0239659751774806,0,0.1,48,0.000529605517292584,2.28138619382052,0.000449605532696933,2.28138888279097,0.000449557289602055,144010,6371.07557849109,0.134999875837112,0.00734139662407919,5.22159386416826,0.00835503938382802,2.94,0.533822482622285,0.0040228165915864,0.0210089333760042,"big"
"55",55,150,0.58684181342804,1.68366890380313,0.549104687757787,0.0181345439617778,0,0.1,48,0.000718018585328605,2.27289149573292,0.00388209122848857,2.27289526834665,0.00388163535201929,144010,6712.70457301405,0.136611142938538,0.00468158171210727,5.44292417949312,0.0934936133831643,6.37333333333333,2.19989830962864,0.00491895631797031,0.0248963702896551,"big"
"56",56,150,0.580380245067135,1.68152125279642,0.555343334346077,-0.00743250399070497,0,0.1,48,0.000522310531251451,2.2465999189349,0.00172718419434693,2.24660783792591,0.00172675849287668,144010,6418.30436115982,0.144708151089235,0.00518492139610145,5.59400086440324,0.0474808206145113,6.7,1.49158714621879,0.00391589877035076,0.0324271111783456,"big"
"57",57,150,0.58715603671478,1.682774049217,0.583929661984666,-0.0133878486464689,0,0.1,48,0.000454629897510632,2.27859324416066,0.00226147289346719,2.27859618697833,0.00226122384155565,144010,6030.1257124029,0.152416482807108,0.00733653208687991,5.57152216703838,0.0324584252298639,4,0,0.0038834142247388,0.0233559001998477,"big"
"58",58,150,0.573415331090737,1.68143176733781,0.540054798116215,-0.0185859929024326,0,0.1,48,0.000374162184256464,2.27362453746613,0.00387929358947486,2.27362813561662,0.00387877009159331,144010,6050.12618427398,0.14619331482644,0.00211251603786667,5.49760426058048,0.0266056533628716,8.98,0.244948974278318,0.0034348443907161,0.0255131041948405,"big"
"59",59,150,0.584613245837312,1.68429530201342,0.607547555887761,-0.00321278791001533,0,0.1,48,0.000414188762151503,2.27772231708829,0.00238039829594048,2.27772545819114,0.0023800878001827,144010,5979.83187570896,0.132884211770921,0.00281878372757477,5.64793952799241,0.0419376978510118,4.89333333333333,4.011973131968,0.00375062200099945,0.0230254102465272,"big"
"60",60,150,0.585207890252436,1.68465324384787,0.534016619489098,0.00415434076096832,0,0.1,48,0.000543580921772217,2.25934568092119,0.00212475561115065,2.25935112522724,0.00212454214601412,144010,5898.46982773709,0.145701072473932,0.00159173022149289,5.54774814567107,0.0157927976332509,8.2,3.10876656090504,0.0043950054750692,0.0307637552995359,"big"
"61",61,150,0.587008578585175,1.68134228187919,0.551279586110679,-0.0068895740655304,0,0.1,48,0.000671703390453987,2.28742905055314,0.00377637418294457,2.28743098571493,0.00377588125837828,144010,6080.00353231971,0.126771648287562,0.0048966193317898,5.55312039347595,0.0450798368295565,3.43333333333333,2.26859701985142,0.00475795952991744,0.0173247983063077,"big"
"62",62,150,0.587155285753367,1.68465324384787,0.548608684085378,-0.00722823879114832,0,0.1,48,0.000576299194985856,2.27630861938741,0.00347462390177758,2.27631186554058,0.00347417994214972,144010,5732.2823031219,0.152300893872979,0.00191993919084559,5.23673488590246,0.0327774979781912,4,0,0.00451781109586664,0.0242321342194802,"big"
"63",63,150,0.585513458821224,1.68286353467562,0.562892480217244,-0.0153019614709431,0,0.1,48,0.000690983223998284,2.25876580907183,0.00310029348401054,2.25877132121747,0.00309984551220692,144010,5867.66820818477,0.151672239326522,0.00167561945998123,5.07810588592469,0.0312970875823828,6,0,0.00449384731323384,0.0309399202114865,"big"
"64",64,150,0.573705817970403,1.6820581655481,0.555529968780531,-0.00935658768307045,0,0.1,48,0.000238816819162661,2.26862135059222,0.00463299565049411,2.26862566542198,0.0046324233259565,144010,6622.11061469745,0.145167545899147,0.00263599232805274,5.32435354730186,0.0143957025631422,4,0,0.00267754515212197,0.0272235729671682,"big"
"65",65,150,0.583029028014957,1.68384787472036,0.566090171900827,-0.0078390990977851,0,0.1,48,0.000398965139631615,2.2453270271445,0.00280788854221093,2.24533416296562,0.00280749921558192,144010,6474.52415913697,0.175828177536383,0.00651897212709643,5.96346463226001,0.0200418495673461,9,0,0.00362322597203236,0.0363349529355706,"big"
"66",66,150,0.577777639247408,1.68268456375839,0.55250829469196,-0.0123908826382151,0,0.1,48,0.000353513650581404,2.27207762498447,0.00504750819472499,2.27208151507566,0.00504684724143834,144010,6775.39963902177,0.142479483621526,0.00376210511459637,5.56067448993166,0.0282661641278131,1,0,0.00355988284321482,0.0255606705761471,"big"
"67",67,150,0.594068433236383,1.68429530201342,0.581580849932562,-0.00995319992302484,0,0.1,48,0.000696654162331795,2.26686360745662,0.00138251395947965,2.26686832715629,0.00138232570836854,144010,5918.91519173741,0.134543493700714,0.00446807973861528,5.38527481871759,0.066440754690297,5.09333333333333,1.02549164288145,0.00479334588957492,0.026479507461735,"big"
"68",68,150,0.584024747853952,1.68322147651007,0.570541177518349,-0.00612948830638692,0,0.1,48,0.000505915778997494,2.27876292536469,0.00205369693376766,2.27876592612565,0.00205342568574984,144010,6399.45467475379,0.140460347536382,0.00329292337213471,5.66472158487362,0.0570760880237707,5.10666666666667,0.450900168517023,0.00389668657989822,0.0225953324819712,"big"
"69",69,150,0.585098014062914,1.68447427293065,0.532723686640342,-0.0366896585003156,0,0.1,48,0.000668075243180699,2.23548419868964,0.00914439104711959,2.23549301654189,0.00914322502833178,144010,6712.70457301405,0.15517107785081,0.00991918981758408,5.05233667710894,0.0710203517531333,2,0,0.00476212435860731,0.0373604025983948,"big"
"70",70,150,0.584008031667112,1.68187919463087,0.552615758991108,-0.00993920017626607,0,0.1,48,0.000331452593313152,2.28254454335762,0.00174655580989273,2.28254717429104,0.00174629176814943,144010,5805.57473352787,0.132237159293993,0.00238669186722997,5.33476909178627,0.0403397461191515,4,0,0.00320871245137286,0.0200737960481743,"big"
"71",71,150,0.56590788225108,1.67937360178971,0.563227929532792,-0.00643842622046937,0,0.1,48,0.000350423088827277,2.26292657327748,0.0016892706045545,2.26293173559174,0.00168902352981837,144010,6294.77251962495,0.1378854210525,0.00209197610839018,5.24779311049129,0.0339555280978334,5.48,3.98439910671744,0.00348385837363014,0.0287424210510513,"big"
"72",72,150,0.583960253584021,1.68143176733781,0.557810034307086,0.00913575196248482,0,0.1,48,0.000370331828616347,2.26221632576341,0.00529791559453135,2.26222138399988,0.00529727971995158,144010,6129.47549131716,0.153172646666746,0.00426248349429824,5.84785086836413,0.0207277400058643,4,0,0.00354039643241905,0.0300110983653914,"big"
"73",73,150,0.573189579562673,1.68134228187919,0.573773725556516,-0.0248665906177264,0,0.1,48,0.000649174745296967,2.25294738910813,0.00304397788696629,2.25295378602532,0.00304351671121454,144010,6730.67704044837,0.151205091504948,0.00590533633194108,6.02997378168648,0.0282515629876469,7.13333333333333,0.341073446924366,0.00459766023700098,0.0324220116898394,"big"
"74",74,150,0.583841154379571,1.6820581655481,0.558389164445441,-0.0177016917297501,0,0.1,48,0.000451886284660199,2.24667606177667,0.00434003428563465,2.24668345068592,0.00433945908049659,144010,6721.69681357998,0.148258655796609,0.0048699663867752,5.19023855424808,0.0612831992252499,2.54666666666667,1.95447058234978,0.00387928617254623,0.0337583202758022,"big"
"75",75,150,0.580024708072105,1.68196868008949,0.572306943077858,-0.00762266363617829,0,0.1,48,0.000472545594424319,2.25733530354785,0.00445712843070604,2.2573409456364,0.00445657072746726,144010,5898.46982773709,0.166951762511172,0.00139420337250021,5.20288995409195,0.0307907379895827,2,0,0.0037254073836025,0.0320399613929723,"big"
"76",76,150,0.585536735124199,1.68384787472036,0.564933906244805,-0.0224333928502538,0,0.1,48,0.000515953146532527,2.26586014367348,0.00629248414946193,2.26586476063497,0.00629168047602649,144010,6530.25997200827,0.150235426723436,0.0059726390671806,5.39721204749975,0.0596068730597618,7.96666666666667,0.408248290463863,0.00396728324965217,0.0284205135216938,"big"
"77",77,150,0.578866470440738,1.68357941834452,0.585191434721898,-0.0129616451036459,0,0.1,48,0.000535066579160324,2.2731286964896,0.00224344151261926,2.27313249616842,0.00224317042539711,144010,6070.06075619451,0.142654905159451,0.00827597860338563,5.4156305780416,0.0328339311835445,5,0,0.00429080155687118,0.0246713125328921,"big"
"78",78,150,0.585095279663313,1.68304250559284,0.505989624071607,0.0254535323255627,0,0.1,48,0.000395807901839153,2.24830081878216,0.00124055461282437,2.24830767882397,0.00124032542699761,144010,6934.01304532604,0.159375748691557,0.00544633828806665,5.77943852592762,0.0439952605649394,5,0,0.00374217705253027,0.0347248813206329,"big"
"79",79,150,0.579579192458528,1.68268456375839,0.541191595686449,0.00361136224229616,0,0.1,48,0.000503337167128309,2.28229082011326,0.000771649291994909,2.28229348295162,0.00077150818913959,144010,6371.07557849109,0.127996900419669,0.00471969607466103,5.14922906011839,0.0528959797582909,6,0,0.00417075736448499,0.019963548982545,"big"
"80",80,150,0.585638904000985,1.68304250559284,0.558412392637094,0.00483744743077047,0,0.1,48,0.000384590317210217,2.27666312907659,0.0048751242708397,2.27666645841526,0.00487447928992582,144010,6352.08574317055,0.134123047942932,0.0036190529124651,5.4506165762185,0.0197443582885371,4.6,1.50167691500102,0.00330080417025565,0.0233185970393146,"big"
"81",81,150,0.577806908101341,1.6820581655481,0.568381729137683,-0.00723047541089362,0,0.1,48,0.000452914053444321,2.25745318110941,0.00579839044792578,2.25745900355977,0.00579759667479548,144010,6265.91932332702,0.152418123116962,0.00692971244863716,5.501983357445,0.0164933336199302,10,0,0.0039333426524047,0.0310989876641906,"big"
