"rep_id","size_net","clus_coeff","pathlength","init_mode","assortativity","init","neighbors","exponent","klb","mean_entrop_jef","std_entrop_jef","mean_entrop_lap","std_entrop_lap","mean_sum_meas","std_sum_meas","mean_ratio_first","std_ratio_first","mean_value_lang","sd_value_lang","mean_max_cond","sd_max_cond","mean_of_std","std_of_mean"
83,50,0,4.04081632653061,0.571701185557274,-0.328818683861414,0,1.96,2.86923031925746,0.0399850831581203,2.18525349325556,0.0357047231938994,2.18582465845347,0.0354901269914182,5890,6209.40695186566,0.19795340689874,0.0222588008735419,5.36389455373326,0.44145030072291,4.28,3.16253579474782,0.0395136563268509,0.0293108796364818
84,50,0,4.14530612244898,0.586604042868404,-0.424433997946723,0,1.96,2.7903176226324,0.0337871214125597,2.20604011187015,0.0458771518283461,2.20653201909219,0.045616591560663,5890,6582.72321292329,0.170203814305928,0.0164658650481369,5.40032531412661,0.241324756648844,3.98,1.91119152918395,0.0357833309138284,0.0242284164436084
85,50,0,3.80489795918367,0.525966111992522,-0.351158645276292,0,1.96,2.85375737386482,0.0204545981228671,2.22095116515732,0.0406188302893018,2.2213833486624,0.0404075191832757,5890,7221.3967782259,0.171579018061913,0.0250678076473371,5.40731870043502,0.207039826058507,6.26,2.64042359001238,0.0275952913722238,0.0284507391094705
86,50,0,3.38285714285714,0.55180949070444,-0.343116827130334,0,1.96,3.04048427040187,0.0196392634318736,2.24180397173359,0.0271945600589199,2.24210283034891,0.027060593334076,5890,7970.9677286144,0.166272623161628,0.0246812283752745,5.34027528622302,0.289744041531574,5.68,2.33378032647567,0.0270611109579045,0.0220180661753526
87,50,0,4.13632653061225,0.557985177487822,-0.379130434782609,0,1.96,2.81148781668324,0.0401005787016435,2.20934166414724,0.0551509559471501,2.20979212110394,0.0548753581097735,5890,7041.10380957012,0.185891662045444,0.0357166984293412,5.61377592593707,0.214442005466627,6.8,2.60298102261266,0.038759008807009,0.0181417405953658
88,50,0,3.44163265306122,0.695228239280318,-0.355176114212749,0,1.96,2.89343042094902,0.0169593750517232,2.25019084098971,0.035001914441245,2.25044314420909,0.0348238050245359,5890,7831.49059234315,0.161303137587605,0.0307917698797889,5.59150415349358,0.196638689429152,4.48,2.42638557092139,0.0254423899439614,0.020837869977043
89,50,0,4.06857142857143,0.495556703689707,-0.296500920810313,0,1.96,2.72591073522815,0.0266514819640447,2.22671915823584,0.0373197810998768,2.22709249151324,0.0371097115579032,5890,6665.90471836237,0.178704858061932,0.0295598360064395,5.35424452074348,0.261941093945075,3.88,1.89133361867833,0.0305467056070711,0.0232101494553627
90,50,0,4.09387755102041,0.569977897472053,-0.402599412037753,0,1.96,2.87767265652301,0.0330929747129203,2.20695386583399,0.0325074165719345,2.20743721330558,0.0323083970056577,5628.18181818182,6325.99255596952,0.190640621075241,0.0382783793822171,5.26158740063346,0.202905081365996,4.41818181818182,1.83273635826939,0.034983689568825,0.026334519405573
91,50,0,4.89632653061224,0.484634197466815,-0.2746120661902,0,1.96,2.6698685969622,0.0413539634783563,2.18772486713346,0.0720434396541569,2.18824508017248,0.0716909798597494,5890,4732.17385434592,0.201383951852313,0.0609439433694585,5.47861287662196,0.423609996110051,5.12,3.62328073233446,0.0404779357415638,0.0277551432018041
92,50,0,5.04408163265306,0.608509381070603,-0.156873032528856,0,1.96,2.67497231364818,0.026716974498431,2.22496728112175,0.0292245397675418,2.22532295611826,0.0290543796890983,5890,3972.5589347165,0.173880455982046,0.0261832047529532,5.17092153354382,0.36288023518082,3.06,2.1984224399532,0.0319387225689481,0.0238745720322908
93,50,0,3.53224489795918,0.571276590907757,-0.359766997087464,0,1.96,2.78592949487482,0.0299384051656624,2.20672882130562,0.0498516537295311,2.2072201846443,0.0495566385483376,5890,7854.90877329169,0.186293058972672,0.0325156672736415,5.31901698034397,0.208035705801667,4,1.81827458019398,0.0330319083474155,0.0290776873883366
94,50,0,2.86285714285714,0.62535818004432,-0.522938991357307,0,1.96,3.10881980628781,0.0202597600448135,2.20830634498336,0.018792705697014,2.20882371271857,0.0186320585892388,5890,11720.6254621709,0.185407368507024,0.0146643131178321,5.86857817627166,0.234343678807337,7.56,1.87529589501965,0.0272675460523931,0.0347585705206474
95,50,0,3.85959183673469,0.608827519533054,-0.21800931274726,0,1.96,2.78547876063562,0.0392522233002744,2.19442828931528,0.056772101315172,2.19497942273959,0.0564458176628974,5890,5998.77538523064,0.183033067991502,0.0260315707944074,5.20682610423035,0.544005758073323,6,2.70298398977493,0.0383794719977088,0.0239265248382443
96,50,0,4.19918367346939,0.590333789842095,-0.309383759937503,0,1.96,2.81453002283532,0.0301386331728504,2.21984234122773,0.038890799674013,2.22024787298703,0.0386814498404271,5890,6720.78712591291,0.183335586948514,0.0275348740111138,5.68702784388905,0.186019292531312,6.44,2.66619043366588,0.0338718469252958,0.0221877725940036
97,50,0,3.58775510204082,0.588153709598753,-0.450583706431232,0,1.96,2.74063422953281,0.0248309826946296,2.18286354853919,0.0176857607773563,2.18352515205701,0.0175553339842162,5890,9230.91522647496,0.183310847444473,0.0171980107132413,4.8886653906384,0.233824150024884,2.8,2.05038572777247,0.0303714610070752,0.0383000908784045
98,50,0,4.32,0.544439576547735,-0.472479174119691,0,1.96,2.83132168558226,0.0240235332453946,2.22610830960174,0.0351686117499819,2.2264842557604,0.0349880455646928,5890,7372.42518179903,0.177522730629286,0.0318828858637496,5.88987771726572,0.477553224947632,6.44,2.85828548580567,0.030637348661367,0.026027795714199
99,50,0,4.40734693877551,0.606325007617376,-0.393611837150578,0,1.96,2.71267507779245,0.0193944452451942,2.24810305174094,0.0242640124206865,2.24837042424499,0.0241266401999721,5890,5937.22260361678,0.164608677739193,0.0302728517381598,5.61996457588446,0.256193789067905,4.8,3.07723703264829,0.027308134108579,0.019420003609878
100,50,0,3.35591836734694,0.61524698213205,-0.352539159152589,0,1.96,3.07215403981126,0.0146496188604147,2.23563513230499,0.0175139913441246,2.23596840885456,0.0174110004437557,5890,9466.67624795913,0.165256204501129,0.0123112129802655,5.56402763746093,0.131973323014506,6.16,1.05675668622325,0.0239018064326198,0.0283790676112616
101,50,0,4.29061224489796,0.561463563422923,-0.376639194510982,5,1.96,2.66447285041735,0.0135868608117703,1.93367252938744,0.0813516186494763,1.93527245301562,0.0809424899780871,5895,5937.22260361678,0.406721753909619,0.0411107863064724,4.98369631934038,0.246446237043342,4,0,0.02183472029255,0.108737373751217
102,50,0,3.63673469387755,0.549261559166618,-0.257554905115432,5,1.96,2.977989772365,0.0189188692097121,2.03640815926567,0.074104416129846,2.03757746986641,0.0737850853265053,5895,6882.80910853191,0.334767901470408,0.0457246305136349,5.1234585924267,0.272718118091871,4,0,0.0265254368742764,0.0845240596907769
103,50,0,4.17469387755102,0.500799003113011,-0.2811124710294,5,1.96,2.94538578914556,0.0136221319185848,1.93620917800453,0.0650164298600877,1.93772801903336,0.0648257953070382,5895,6297.52137830465,0.403707403091627,0.0390867628788429,4.7776214922203,0.177180013568415,4,0,0.0219079049433381,0.107967787955685
104,50,0,3.75428571428571,0.52142512933286,-0.280952657791214,5,1.96,3.00967656356816,0.0127233008639567,1.8609683348086,0.0940203351711533,1.86281148200581,0.0935931473350936,5895,6829.22889841443,0.442807794253846,0.0422845273640772,5.13176196740065,0.255814818234159,4,0,0.0220634334895885,0.121616909584157
105,50,0,3.56244897959184,0.599798003068285,-0.363593608405887,5,1.96,3.05054119941077,0.0236261729631748,1.96120677850472,0.131134241656884,1.96273602784701,0.13053540693698,5895,8039.79896184841,0.380493933308929,0.0717809005981545,5.15613922930209,0.263255453298886,4,0,0.0296471130702553,0.09946544268903
106,50,0,3.94448979591837,0.593985370335972,-0.218502625336496,5,1.96,2.99612540814829,0.0141349154973203,1.97425389130758,0.0586941558422305,1.97567221374336,0.0583546030459408,5895,6297.52137830465,0.36901763911588,0.033446158287257,5.05550314535249,0.211221294635699,4,0,0.0224354892123885,0.0975656345028999
107,50,0,4.77469387755102,0.494663898159857,-0.243611135505401,5,1.96,2.69704837863003,0.0234477428328443,1.94900949463819,0.0837224010374411,1.95052199583523,0.0833658442251763,5895,5553.59784100288,0.387007547129895,0.0463464865380889,5.00668400418511,0.173378519222995,4,0,0.0297629800846299,0.101509831982152
108,50,0,4.36244897959184,0.545951562419314,-0.324737217174417,5,1.96,2.81839760288896,0.0162184541673995,1.92228258254778,0.0694568936141611,1.92396040122482,0.0690240479966127,5895,6498.4770586371,0.4016852555736,0.0348452448018443,5.30461608058805,0.178399665852988,4,0,0.0245428114730396,0.107745612653776
109,50,0,4.16408163265306,0.597467105221021,-0.349809885931559,5,1.96,2.75968030368004,0.0164603595361696,1.83928392100386,0.0677142378516351,1.84123208452032,0.067360041933527,5895,5843.67790253462,0.455352534926569,0.0374840358504175,5.04997604230534,0.226899827295169,4,0,0.0242464069121064,0.125177576901954
110,50,0,3.78612244897959,0.539450624002343,-0.368814142492733,5,1.96,3.01822572631202,0.0184588831924962,2.04299061479054,0.0352650883077796,2.04417672133316,0.0350913576670691,5895,9070.33739219017,0.32851857680253,0.0284915905072954,5.16034594598825,0.251943405119022,4,0,0.0258009237231036,0.0825227732481808
111,50,0,4.68,0.583708590679893,-0.314414795990399,5,1.96,2.57473740459263,0.0168069771273067,1.91513820624824,0.0835504622292715,1.91673033258171,0.0831783069158224,5895,4996.48856289932,0.408563030278572,0.0453299064093794,4.78289438478008,0.170109011788099,4,0,0.0251014148990368,0.109973183647059
112,50,0,3.46857142857143,0.527241452664834,-0.223929343576062,5,1.96,2.89320584873738,0.0142567080436299,1.94608987818113,0.0828858285989817,1.94768101259347,0.0824599749193954,5895,7144.68548028847,0.391231274581199,0.0438364012308398,5.42843112505368,0.23456616616983,4,0,0.0227143214232776,0.104278009954948
113,50,0,3.80734693877551,0.601005632379746,-0.311174599752035,5,1.96,3.00967656356816,0.0117900244694888,1.81836907372987,0.0974034078055521,1.82044089444506,0.096983062687295,5895,7641.56197303634,0.455353822421486,0.0477239076771269,4.97709789552158,0.188956773636393,4,0,0.0207674795393253,0.126878983359389
114,50,0,4.03428571428571,0.549242888681552,-0.405436810078586,5,1.96,2.70315668560294,0.0203045979391774,1.99415044089694,0.0860172249811895,1.99554035801668,0.085608693697093,5895,6498.4770586371,0.360738971583635,0.0562441286544495,5.41660374283525,0.306000898675793,4,0,0.0271383935676511,0.0932895343050718
115,50,0,3.70448979591837,0.566608110913329,-0.2823474881449,5,1.96,2.90887899099809,0.0159245374045122,1.93614910846167,0.115028303948727,1.93775030144009,0.114540284444152,5895,6988.7372950764,0.393927331097518,0.0622407245865147,4.9867803432356,0.175988833772631,4,0,0.0251125684188999,0.105539861404497
116,50,0,4.21224489795918,0.601977199870073,-0.229145588389213,5,1.96,2.81294996039343,0.0175914172544526,1.91026101079782,0.103089512075115,1.91189968230107,0.102663842099196,5895,5748.61118986533,0.412290943559835,0.0620750247585483,5.09267489522187,0.176526977110467,4,0,0.0254579984947172,0.110920257952037
117,50,0,3.98448979591837,0.567955520690867,-0.264990846069981,5,1.96,3.11997960974717,0.0106041066711961,1.90351387004879,0.0623169189489073,1.90517896129785,0.0619686851472642,5895,6554.7614723332,0.423418995974139,0.0333654084148813,4.99757070007403,0.206005280289887,4,0,0.0197376757850932,0.114726723790682
118,50,0,4.15673469387755,0.566119618308948,-0.282629978873602,5,1.96,2.71517240627597,0.0156185953987726,1.95637730944111,0.0929810903878654,1.95785853637519,0.0925318041933473,5895,5684.35015940203,0.394054831388342,0.0460363862943912,4.98087198353704,0.324296603517172,4,0,0.0246941189096164,0.104068894750669
119,50,0,4.32081632653061,0.669051093461685,-0.356769171876994,5,1.96,2.60581149343972,0.0177360421828716,1.93808800459558,0.073598594561646,1.93966450808289,0.073277063403802,5895,5968.0783493243,0.392900018996053,0.0425445656796209,4.88801138244532,0.128081993936629,4,0,0.0250148678975034,0.104934320223974
120,50,0,4.82938775510204,0.580207745510393,-0.293397494869436,5,1.96,2.76720408416043,0.0169927940361054,1.97593989454382,0.0828484842877163,1.97726836461049,0.082533331674143,5895,5033.11483059538,0.377161151014725,0.0549079500812882,4.78947698681158,0.155103743940846,4,0,0.0257908268353529,0.0989305933006095
121,50,0,3.34857142857143,0.525173879968017,-0.344240767058231,5,1.96,2.87882645508007,0.0127529773092707,1.79839185572161,0.079102271859984,1.80063027380528,0.0787043200869322,5895,9230.91522647496,0.469504221575723,0.0397672628611511,5.16793771115378,0.151100042450727,4,0,0.0216790109928567,0.131187126151366
122,50,0,4.14448979591837,0.543914999440359,-0.297281253710079,5,1.96,2.74402983396207,0.0137517016688324,1.85668492728882,0.100434580397937,1.85856156030749,0.100044462292494,5895,5812.16177422789,0.441988638759239,0.0545205115633774,5.08008087892408,0.169310383078396,4,0,0.0225710797058862,0.121640306694749
123,50,0,3.21795918367347,0.547512535624349,-0.359890147803646,5,1.96,3.10735341086983,0.00765636094038156,1.96522863893863,0.0592221626414662,1.96669663223097,0.0589659705061279,5895,9865.71056224331,0.385697932162009,0.0294904890938504,5.10685975514218,0.137415048615515,4,0,0.0169598809627101,0.103098078159577
