"rep_id","size_net","clus_coeff","pathlength","init_mode","assortativity","init","rewire","neighbors","klb","mean_entrop_jef","std_entrop_jef","mean_entrop_lap","std_entrop_lap","mean_sum_meas","std_sum_meas","mean_ratio_first","std_ratio_first","mean_value_lang","sd_value_lang","mean_max_cond","sd_max_cond","mean_of_std","std_of_mean"
59,50,0.188857142857143,3.02285714285714,0.590292664113118,-0.170744540910286,20,0.3,4,0.00111969063204867,1.15187647549492,0.0597973093119998,1.15360384518013,0.0596599433311948,12030,3636.54916038796,0.732418807779913,0.0185869475556908,4.46944875478989,0.0520845018181864,4,0,0.00626319559272322,0.222381448487719
60,50,0.188,3.10285714285714,0.552216755433615,0.0178664716330583,20,0.3,4,0.00206515325380922,1.30757382626719,0.0375571411720096,1.3089852803906,0.0375793686752212,12030,2906.71284991083,0.682371976068267,0.0140058580332089,4.59862556894595,0.0989481773503412,4,0,0.00793264269559886,0.204778086655298
61,150,0.182730158730159,4.21145413870246,0.535311971294881,-0.0169965075669385,0,0.3,4,0.00778394928975096,2.2639555782574,0.0138800332307219,2.26402081915946,0.0138534625033595,12010,3204.44322399991,0.144933034068291,0.0146317796975942,5.18491468777916,0.168470177283143,3.94666666666667,2.07505693838486,0.0177330527427559,0.0220927671001446
62,150,0.193111111111111,4.35087248322148,0.535254880668165,-0.101265822784809,0,0.3,4,0.00859680613642451,2.26589843691267,0.0182989961780761,2.26595905395969,0.0182633475123676,12010,2692.27081617935,0.147355555568443,0.0154523286183288,5.541642210817,0.146829527148936,6.62666666666667,1.07157706438767,0.0184506946151354,0.0208034934437564
63,150,0.234,4.38120805369128,0.574096436632832,-0.0851482153660003,0,0.3,4,0.0122152606514686,2.25954065148704,0.0229500383928111,2.25961049222292,0.0229121642245831,12010,2823.67745367917,0.15188633934875,0.0226960461606902,5.37121056243421,0.206667899369948,4.60666666666667,1.56255111773207,0.0219145301410106,0.0203869534313555
64,150,0.220984126984127,4.3951677852349,0.57780512394779,-0.0192147034252297,0,0.3,4,0.00887128799568681,2.26884395639434,0.0158420328929941,2.2688987807196,0.0158156995484744,12010,3010.05027940793,0.148536872711214,0.0185693065056988,5.66161987751419,0.125376961280013,7.12666666666667,2.21130914690297,0.0187211625388028,0.0187879716128098
65,150,0.17615873015873,4.24492170022371,0.583590219149394,-0.0813214258684625,0,0.3,4,0.0117449666797173,2.27375629078361,0.0197079158833557,2.27380352358155,0.0196739275878718,12010,3223.23777356968,0.145918676666396,0.0241425265526508,5.50420855296289,0.267194199071988,5.52666666666667,2.67400277257532,0.0212566391966948,0.0114836024044919
66,150,0.149269841269841,4.14299776286353,0.576352077175123,-0.0542268529481412,5,0.3,4,0.00486355767663306,1.94067602623409,0.0460195172012714,1.94118986275719,0.045952426129448,12015,3204.44322399991,0.418303389341263,0.0237329964826587,5.09255269421567,0.0967946337932532,4,0,0.013710457626339,0.112212267827974
67,150,0.234412698412698,4.51427293064877,0.556483293961849,-0.0888065678814568,5,0.3,4,0.00761132314320143,1.95055656498679,0.0570644057750796,1.95105587029353,0.0569716488805311,12015,2780.56534254476,0.408106147791411,0.0304348906492673,5.02693247449277,0.133279312782465,4,0,0.0171290321159084,0.108803786143319
68,150,0.183555555555556,4.2110067114094,0.567510325036441,-0.157595450852964,5,0.3,4,0.00571238540832934,1.9669196518549,0.0373642516623237,1.96739475450972,0.0373043429973813,12015,2647.01934435621,0.397399961507898,0.0198008244379563,5.2517522020866,0.169423449669548,4,0,0.0143229725127805,0.105628237699156
69,150,0.224920634920635,4.4241610738255,0.552323168829919,-0.0828603859250849,5,0.3,4,0.00772816549105145,1.97016765352837,0.0578308110852649,1.97064451340058,0.057739903494096,12015,2907.98484159154,0.396404788470141,0.0350104232617205,5.27770244425438,0.174577468745528,4,0,0.0173865692347861,0.104811297174649
70,150,0.180089947089947,4.26129753914989,0.519751678551141,-0.0319124490147641,5,0.3,4,0.00632049816347815,2.0134334729935,0.0575263970706491,2.01384438558725,0.0574395100098112,12015,3260.5018759727,0.376016590070573,0.0335696637623359,5.06336844986317,0.137520394039691,4,0,0.0157649268380724,0.0974158470895144
71,150,0.20447619047619,4.3772706935123,0.575777031467837,-0.165629195654828,20,0.3,4,0.00248223424389915,1.28776361811937,0.0613100519192007,1.28921445081798,0.0611948154830668,12030,3069.66102231929,0.690797837317573,0.0202494499002955,4.55778523793699,0.0893535136052537,4,0,0.00929668181438959,0.207609902698641
