"rep_id","size_net","clus_coeff","pathlength","init_mode","assortativity","init","neighbors","exponent","density","path_type","ass_type","exp_type","size_type","klb","mean_entrop_jef","std_entrop_jef","mean_entrop_lap","std_entrop_lap","mean_sum_meas","std_sum_meas","mean_ratio_first","std_ratio_first","mean_value_lang","sd_value_lang","mean_max_cond","sd_max_cond","mean_of_std","std_of_mean"
461,50,0,4.46285714285714,0.514637062420816,-0.342290633968171,0,1.96,2.84985339498955,8.36639433053604,"unknown","unknown","unknown","small",0.0347220865156154,2.18128926174507,0.0755258804051293,2.18190067996237,0.0750823270336019,5890,5351.48272415587,0.180345201265851,0.0351461682523463,5.47005808377469,0.299797969933154,5.74,3.18036065211967,0.0358221657944387,0.0329182432778975
462,50,0,4.48163265306122,0.488304267791986,-0.272779914795053,0,1.96,2.82772374290283,12.8123726568836,"unknown","unknown","unknown","small",0.0357700597552701,2.1918640561656,0.0402936450460758,2.19239400748743,0.0400651358615826,5890,5586.57282404583,0.189982391785278,0.0335255544437184,5.51233409615083,0.543622625151335,6.06,3.20974282140981,0.0374720422138499,0.0303447408732387
463,50,0,4.44571428571429,0.405477963813959,-0.280010772234566,0,1.96,2.83137045129694,12.889029113663,"unknown","unknown","unknown","small",0.0263744880007265,2.18623359940153,0.0317098619603499,2.18678451305038,0.0315468349601588,5890,5177.0293270428,0.190439921433672,0.0250539048243963,5.65853942902729,0.343330268277638,4.28,3.18183620456067,0.0304729598096384,0.0376549674654627
464,50,0,4.50367346938776,0.514372240909581,-0.328637049225284,0,1.96,2.87652989368474,10.5959993538084,"unknown","unknown","unknown","small",0.0399696121456085,2.17427010862187,0.0453710199776618,2.1748869135291,0.0451298101008051,5890,5780.47381717281,0.204953672075442,0.0429789116895472,5.31241985387177,0.340089011226383,4.7,1.46036059287578,0.0389783141978178,0.0337383429100553
465,50,0,4.49142857142857,0.507197778445349,-0.300445705024312,0,1.96,2.81060521537056,13.1710647962792,"unknown","unknown","unknown","small",0.023621859107281,2.24041206244088,0.0396150570124385,2.24069838458305,0.0394175874120122,5890,5212.38712988941,0.170313895970073,0.0424395558836208,5.4481408205234,0.221450049837099,4.26,3.05600779996868,0.0305960308832692,0.0195491508625665
466,50,0,4.4865306122449,0.461562925978453,-0.264057177955218,0,1.96,2.84209351344235,12.6351660941899,"unknown","unknown","unknown","small",0.0236608877082318,2.24665945783947,0.0471316884725937,2.24691703341142,0.0469089097028678,5890,6029.31613545222,0.165472742196972,0.0282270640955207,5.33072907434243,0.390447671998708,3.84,3.30960260269343,0.0299106173408567,0.0148092836880767
467,50,0,4.45061224489796,0.506164335526538,-0.280078895463511,0,1.96,2.88347595533571,15.7213565905747,"unknown","unknown","unknown","small",0.0365464794104324,2.21335476729057,0.0453939467874376,2.21377230573946,0.0451642895646015,5890,5619.35430962872,0.186923327068091,0.0311742105960832,5.70013062191105,0.399031002529783,7.02,3.05387007729202,0.0373163529856086,0.0195924668794414
468,50,0,4.56734693877551,0.461448750919003,-0.317611683848798,0,1.96,2.84985339498955,11.1477822628285,"unknown","unknown","unknown","small",0.029053844926029,2.22077510332514,0.0292299978481144,2.22116753493719,0.0290453445786429,5890,5520.42589306444,0.181894787368243,0.0235524356997303,5.14892521758498,0.212033108044464,4.28,1.35586405916625,0.031814066088655,0.0240325356913403
469,50,0,4.41795918367347,0.543383204556902,-0.252941176470588,0,1.96,2.85762587416027,11.6427799362473,"unknown","unknown","unknown","small",0.0295935572575367,2.22999554304573,0.0282084104411972,2.23033469138556,0.0280554439565968,5890,5141.42837296074,0.171921541908225,0.0270179250930378,5.67061220954275,0.316320594086916,6.94,3.07332167571977,0.0331306887278559,0.017542670260525
470,50,0,4.56979591836735,0.50979051001267,-0.263643533123029,0,1.96,2.87325020543984,13.4969158990223,"unknown","unknown","unknown","small",0.0292157682576191,2.21573999631224,0.0407484418127485,2.21614550044826,0.0405362634944079,5890,5651.94566462898,0.177779885686242,0.030428364382807,5.50129903216447,0.346597418571411,5.26,3.09581679571855,0.033237337059118,0.0253500929252452
471,50,0,4.47918367346939,0.515325834282772,-0.317121639995816,0,1.96,2.88430237285546,12.5913193635873,"unknown","unknown","unknown","small",0.0413810382338309,2.19766222840908,0.0445035438147559,2.19817022418447,0.0442381313070744,5890,5282.39277878764,0.18852825895643,0.0260794087794518,5.46969692242961,0.436293912935976,6.7,3.37003603202441,0.0394699990115266,0.0219376245988381
472,50,0,4.52,0.494234149286312,-0.302983321587973,0,1.96,2.82772374290283,13.4388952243418,"unknown","unknown","unknown","small",0.0244404194009086,2.23606454981504,0.02902620055872,2.23638827165255,0.0288506152093531,5890,5487.05340798145,0.167394795395624,0.0259586435071218,5.49207667344132,0.294528361634239,5.94,2.34224730739083,0.0306131839079416,0.0195835977408072
473,50,0,4.42612244897959,0.485126952402556,-0.265644139106354,0,1.96,2.82540635576277,12.5782179485068,"unknown","unknown","unknown","small",0.0195915040785079,2.25325032693947,0.0255453206422768,2.25348865919214,0.025385809423887,5890,5212.38712988941,0.156779866124641,0.020397918031247,5.23730167358901,0.237690178034466,2.98,2.07502151451841,0.0270523531356462,0.0151954237741848
474,50,0,4.42040816326531,0.514263392486491,-0.273521432447097,0,1.96,2.82717922391497,12.8123726568836,"unknown","unknown","unknown","small",0.0280979389359334,2.23541223693686,0.0276212554693025,2.23572136374092,0.0274801041843261,5833.52941176471,5313.02506055803,0.170721859345454,0.0216052468280858,5.58293125184727,0.117608089375639,5.92156862745098,2.97215838915023,0.0326173991467302,0.0160652962886206
475,50,0,4.56734693877551,0.524180137738259,-0.269322455898713,0,1.96,2.86422524335789,13.6963092980942,"unknown","unknown","unknown","small",0.0222479709344194,2.21209624187158,0.0294956458491093,2.21251887545514,0.0293265163904094,5892.35294117647,5194.79377386063,0.17212505031296,0.0234946984444787,5.08664732143772,0.248932526525714,3.72549019607843,3.22538947336627,0.0289372167813617,0.0315421057555532
476,50,0,4.4269387755102,0.568963062369407,-0.326251896813354,0,1.96,2.84325437561078,10.0069418761968,"unknown","unknown","unknown","small",0.0352223008904067,2.19478246619552,0.0241699924276123,2.19530866328522,0.024014744797054,5890,7041.10380957012,0.192601223988846,0.020793315417561,5.87636723927923,0.288830475072881,6.5,2.45988219396037,0.0371017541991394,0.0296759182120594
477,50,0,4.46285714285714,0.534467661007822,-0.254187308327435,0,1.96,2.84093942426149,12.2428478780764,"unknown","unknown","unknown","small",0.0321872656009909,2.19421965464631,0.0251091194778841,2.19471197589911,0.0249656871015971,5890,5684.35015940203,0.21189365200787,0.0298215460669681,6.13233295094011,0.208230559180956,9.1,1.74086537242199,0.0333730263717831,0.0339567264272495
478,50,0,4.51673469387755,0.476703470857999,-0.26589259796807,0,1.96,2.82230584324607,12.5782179485068,"unknown","unknown","unknown","small",0.0391857071650109,2.21207580184624,0.0593371053389249,2.21250014710963,0.0590509319078381,5890,5419.69198612705,0.184462017699779,0.0423484619689474,5.49628195256569,0.182713733127545,6.98,2.81025817682436,0.0384808250294901,0.0173885382031705
479,50,0,4.4269387755102,0.549502481438831,-0.305431419731867,0,1.96,2.82908251117498,12.8718822140315,"unknown","unknown","unknown","small",0.0270115721194653,2.21940900465021,0.0224336708472266,2.21980859477372,0.0222869312217619,5890,5317.04997232143,0.175362631070926,0.0165119996753431,5.67684023402915,0.212290301377965,5.38,2.33771212068203,0.0303331968867272,0.0251592136240214
480,50,0,4.54857142857143,0.490369177305479,-0.252453058752271,0,1.96,2.88800847375833,14.3504196346868,"unknown","unknown","unknown","small",0.0408032629869471,2.1915775927362,0.0417698691802818,2.19210273901641,0.0415451365191707,5890,5586.57282404583,0.18893078475427,0.023001615320228,5.3373293608701,0.516010482635223,4.98,2.97945344940022,0.0385873190016147,0.0257169795891776
481,50,0,4.46040816326531,0.491351022480072,-0.27818950718084,0,1.96,2.81294996039343,11.9591039747077,"unknown","unknown","unknown","small",0.0224482626102225,2.21411209892622,0.0329807137245982,2.21452535418755,0.0328173653480843,5890,5586.57282404583,0.184743602639735,0.0279662354879701,5.66896891198686,0.185492011337364,8.04,1.7256764423476,0.02906555723138,0.03206172592472
482,50,0,4.55755102040816,0.498700055287451,-0.277191938089973,0,1.96,2.82367024035228,12.889029113663,"unknown","unknown","unknown","small",0.0306636014045808,2.22839122920073,0.0256048382619413,2.22875083509274,0.0254487085572926,5890,5748.61118986533,0.166673408219586,0.015967295715829,5.58917614526885,0.302534009134017,6.82,2.38780917433978,0.0336145651866172,0.017697380445704
