"rep_id","size_net","clus_coeff","pathlength","connec","init_mode","assortativity","init","neighbors","path_type","neigh_type","klb","mean_entrop_jef","std_entrop_jef","mean_entrop_lap","std_entrop_lap","mean_sum_meas","std_sum_meas","mean_ratio_first","std_ratio_first","mean_value_lang","sd_value_lang","mean_max_cond","sd_max_cond","mean_of_std","std_of_mean"
177,50,0.0693333333333333,4.80816326530612,0.06,0.601880311650259,-0.000830737279335393,0,2.44,"big","unknown",0.0232520873572504,2.247520913751,0.0207741106940347,2.24772190142435,0.020639237224204,7330,3437.13216955944,0.155025513009854,0.0141443516628839,5.40245996984513,0.250710818709427,4.84,2.57428412874535,0.0295302985649779,0.013400074137941
178,50,0.024,4.80897959183674,0.06,0.511389964319488,-0.054397559735638,0,2.44,"big","unknown",0.01593396025492,2.25529176378352,0.0285552226460935,2.25546585582331,0.0284020223595044,7245.29411764706,3755.46660373444,0.153073080311933,0.0143849300120255,5.60238090556852,0.197944983931585,5.17647058823529,3.61500142380576,0.0247285010385565,0.0187576912927051
179,50,0.102,4.81469387755102,0.06,0.546905441829634,-0.033213748408749,0,2.48,"big","unknown",0.0178280570693096,2.22949510518009,0.0208676660700524,2.22974368860519,0.0207682325220191,7362.94117647059,4170.48452538438,0.177345426856374,0.0181770968628615,5.41386792104419,0.254872081598266,5,2.21810730128188,0.0258477629719201,0.0300819772329617
180,50,0.0286666666666667,4.81714285714286,0.06,0.587150230756941,-0.0506329113924051,0,2.44,"big","unknown",0.0187258088597686,2.25051971257145,0.0409321550723094,2.25070077829568,0.0407570862138174,7245.29411764706,3558.58531045199,0.160891081396531,0.0439585090164388,5.35013785055362,0.297968261180977,5.2156862745098,2.07184676547467,0.0263621290815828,0.0189868599432916
181,50,0.0586666666666667,4.81877551020408,0.06,0.559582665220194,-0.07727865354984,0,2.44,"big","unknown",0.0230115551223653,2.24563435363668,0.0278162848020905,2.24584874713452,0.0276638646441185,7330,4249.56180213961,0.168014404506488,0.0191154576881529,5.84330140011074,0.171608044829747,8.22,1.71773462586569,0.0295505096526649,0.0162989736778007
182,50,0.052,4.85959183673469,0.06,0.492234798646985,-0.140719962599346,0,2.44,"big","unknown",0.0227207010177265,2.24203618721331,0.0304128110015658,2.24225913120751,0.030277192701654,7330,4335.14352562347,0.164326593043655,0.0239431536000413,5.77859391264228,0.311525777695863,6.42,2.60368655438196,0.0295203209847398,0.0187161265242617
183,50,0.0286666666666667,4.87428571428571,0.06,0.511637369508854,-0.152151101783841,0,2.44,"big","unknown",0.0210219853535769,2.21929609964114,0.0362400131737655,2.21959270509768,0.0360935513814385,7245.29411764706,3755.46660373444,0.171608337406039,0.0296366177413149,5.47813055056127,0.331012218521604,5.88235294117647,2.58183701130439,0.0276542582776533,0.029802435851218
184,50,0.052,4.87755102040816,0.06,0.602472484906001,-0.0232489699823426,0,2.44,"big","unknown",0.0217343666043442,2.23286376411376,0.0240087387739805,2.23310460419082,0.0238773532011441,7330,3840.91825755567,0.188401262820516,0.025193559550594,5.26596859899764,0.213781317214776,3.26,1.68801296058473,0.0286394421659006,0.0257492743584129
185,50,0.04,4.87918367346939,0.06,0.598029565995057,-0.110644257703081,0,2.44,"big","unknown",0.0268709758705845,2.227159433055,0.0287587990677341,2.22741605608395,0.0286049236760109,7330,3437.13216955944,0.182749388989337,0.0185814845311658,5.32392914461278,0.234935707788901,5.1,1.51522881682832,0.03152178895968,0.0228937507078286
186,50,0.0276190476190476,4.87918367346939,0.06,0.531088485872423,-0.00404749055585535,0,2.44,"big","unknown",0.0177496745578617,2.24768985842675,0.040496316035746,2.24790280212044,0.0402723157391677,7330,4335.14352562347,0.160722313898318,0.0258994457552959,5.4620064670997,0.256053367302184,4.46,2.27864979712969,0.0258937355450765,0.0203768226480134
187,50,0.0146666666666667,4.88244897959184,0.06,0.514931160098481,-0.15530303030303,0,2.44,"big","unknown",0.0246752871189295,2.23957663423003,0.033749594787845,2.23979687488499,0.0336103892108168,7330,4206.11799304639,0.161734207357509,0.02371769537236,5.60674322008127,0.35395690025263,7.14,2.30359080833487,0.0308422474417711,0.0169599207829794
188,50,0.0253333333333333,4.88489795918367,0.06,0.568270452178569,-0.12987012987013,0,2.48,"big","unknown",0.0167149416241758,2.25279850388858,0.0294657233671689,2.252977350118,0.0293209406296605,7450,3441.40455426595,0.14842211034082,0.0146332093693929,5.30272863097548,0.18489860505212,4.38,2.38951792593555,0.0248683979087499,0.0183879452818544
189,50,0.0673333333333333,4.89224489795918,0.06,0.531094633482017,-0.0831647561249718,0,2.44,"big","unknown",0.0226628664641945,2.22760671794236,0.0226051448471342,2.22786812872017,0.0224629699096023,7330,3437.13216955944,0.176350592557003,0.0227049159758364,5.57412961774943,0.318988419095331,5.06,3.37705341916861,0.0296910783346289,0.025875480114477
190,50,0.0682857142857143,4.89632653061224,0.06,0.579909438468853,-0.0892857142857143,0,2.44,"big","unknown",0.0166608232519569,2.22855985621907,0.0342424142781902,2.22882090273208,0.0340905503711428,7330,3935.39666854251,0.171121533241057,0.0265409056122579,5.5204299622815,0.292422468406783,5.88,3.33589017584604,0.0251328129803769,0.0293593069618466
191,50,0.03,4.90285714285714,0.06,0.571317634919221,-0.108649173955296,0,2.48,"big","unknown",0.0185682062787371,2.23681689868746,0.0294421607992674,2.23703274937018,0.029328716636805,7450,3387.61248777763,0.171234952007997,0.0268386743179258,5.65846666250732,0.31418782477356,5.78,2.18800067156651,0.0258925335176116,0.0253305949848359
192,50,0.012,4.90367346938775,0.06,0.541494586005775,-0.0681647940074906,0,2.48,"big","unknown",0.0175886593035473,2.25084307863664,0.0306058851006827,2.2510136062504,0.0304793330497785,7450,3163.3100720993,0.160878458675887,0.0331430538859569,5.23028104341205,0.269082185839243,3.02,2.4031441989228,0.025876371772771,0.0190112176792878
193,50,0.0586666666666667,4.98122448979592,0.06,0.528361924329648,-0.107967237527923,0,2.48,"big","unknown",0.0292407530632438,2.22501391328235,0.0558543065400195,2.2253147264005,0.0555339606853129,7450,3387.61248777763,0.171114302156662,0.0311416577837769,5.2132998296603,0.510436944400446,5.1,3.22142065250848,0.0330325977105022,0.0202486508955473
194,50,0.0553333333333333,5.04489795918367,0.06,0.536374424362859,-0.119386873920553,0,2.44,"big","unknown",0.0240496726540409,2.22779999257909,0.040258656338299,2.22806674971176,0.0400556526787072,7330,3437.13216955944,0.173328412588102,0.0234959095540658,5.84223437586277,0.151885238911021,7,1.30930734141595,0.0303963182920333,0.0245526026809731
195,50,0.0153333333333333,5.05959183673469,0.06,0.531723499248399,-0.0828481862964622,0,2.48,"big","unknown",0.02829795235811,2.23336919570446,0.0450579250394187,2.23364304399145,0.044799091821563,7450,3985.4838643072,0.162562895033057,0.0304825295454645,5.56285490682889,0.468821826527264,5.7,2.66687924322778,0.0327127947609157,0.0170036248715579
196,50,0.012,5.06122448979592,0.06,0.54332421695208,-0.180703309692671,0,2.44,"big","unknown",0.0266253500105998,2.21967726888748,0.0267910443837714,2.21997835029859,0.026635591275685,7330,3935.39666854251,0.181291877249449,0.0223820642894064,5.80130687058763,0.26225186013031,7.08,2.65606737067248,0.0311659542925833,0.0258611999371032
197,50,0.044,5.21632653061225,0.06,0.606905371445086,-0.143035602748282,0,2.44,"big","unknown",0.0216882037978865,2.23313383666063,0.0277078642140899,2.23336233179279,0.0275826529249657,7330,3328.54077239102,0.16890538584728,0.0199446295458897,6.00750258132718,0.319218298335072,8.34,2.20953407222576,0.028960150521643,0.024242817759356
198,50,0.03,5.28734693877551,0.06,0.558335902120593,-0.0637923449186098,0,2.48,"big","unknown",0.0268792571366187,2.23436278296246,0.0318914497654131,2.23459828367999,0.0316925775177358,7450,3494.3686475382,0.167458277319654,0.017808207635361,5.52614228946766,0.19375052810401,4.84,2.17930900863142,0.0323293529374097,0.0182061961846075
199,50,0.109238095238095,5.28816326530612,0.06,0.551774941693902,-0.186543367346939,0,2.44,"big","unknown",0.0324088254840571,2.2213541430643,0.058939768964227,2.22164746732105,0.0586919913378,7330,4162.22075731851,0.171315898073075,0.0346858683686926,5.30651085889512,0.435156902498226,4.86,4.0406606855204,0.0339058916328375,0.0190287985124847
200,50,0.0333333333333333,5.36408163265306,0.06,0.563136031754658,-0.127518172377986,0,2.44,"big","unknown",0.0168931242421798,2.25229200964931,0.0224201057113483,2.25247702492335,0.0223037653947898,7330,3644.62142150902,0.151011077079196,0.0141831290689176,5.66475625206827,0.283351280662183,5.7,2.03289278153682,0.0250271481709312,0.019033371499231
201,50,0.241092074592075,1.78775510204082,0.24,0.545161363320479,0.0197673852742226,0,11.84,"unknown","small",8.40513603611623e-05,2.25317948358019,0.00189531090860831,2.25320595099822,0.00189502859775018,35530,6786.06014156211,0.167182337354126,0.00222837825909365,5.65517845727221,0.0239227655178675,10,0,0.00181083861668309,0.0332697735209377
202,50,0.245505481446658,1.78775510204082,0.24,0.581240198534269,0.000387104088888148,0,11.88,"unknown","small",7.58903676199713e-05,2.22477911472605,0.00269277685988547,2.22482011167812,0.00268849657884132,35650,7963.59061668818,0.197892387602409,0.00248487849330704,6.24094527446939,0.0136393392442613,10,0,0.0017117087588943,0.0431398637905066
203,50,0.24282094376212,1.78367346938776,0.24,0.607955508300595,-0.00695093010793845,0,11.88,"unknown","small",8.10013584801782e-05,2.20637406045863,0.00250093323262165,2.20643317927659,0.00250040848175206,35650,8257.98315052082,0.159254134002936,0.0019729074512458,5.02412400007865,0.0119169964532203,3.36,0.776175868983207,0.0017847615522004,0.0434785074950866
204,50,0.245526768896738,1.78612244897959,0.25,0.554228125136148,-0.00763162126674302,0,11.88,"unknown","small",7.97069408280463e-05,2.16367355536167,0.00247540807066221,2.16375076099469,0.00247187076323341,35650,7894.09492556794,0.185575925018302,0.00180665018444019,5.20534387638066,0.0190530280891472,3.6,1.97948663722157,0.00175488298385354,0.0553206913011694
205,50,0.247306247416155,1.78775510204082,0.25,0.564279047210886,0.0143637080758665,0,11.88,"unknown","small",9.74040478855119e-05,2.25570052365033,0.00122366670699275,2.25572670159742,0.00122463435091506,35650,8434.04180832001,0.152358182174992,0.00210923598415081,5.71757479778004,0.0160247262249345,5,0,0.00190451091097982,0.0315919577983732
206,50,0.245316931606405,1.78612244897959,0.25,0.489724683678651,0.0171956558343155,0,11.88,"unknown","small",5.84514066578597e-05,2.18220797918179,0.00289314319285245,2.1822762479988,0.00289487329912405,35650,8838.13628890302,0.191902754595792,0.00208298343477548,5.3240720201146,0.0123977192176286,9,0,0.00150942288024835,0.0513070325259514
207,50,0.245946132299073,1.78775510204082,0.25,0.560675253359939,0.00676952385553988,0,11.88,"unknown","small",8.70747849361757e-05,2.20261791413459,0.00384783040296303,2.20267271321213,0.00384747059148641,35650,8146.01442549718,0.181088016942993,0.00268523261957492,5.2739893140563,0.0170234554276721,6,0,0.00184318524917514,0.0474458970948213
208,50,0.241402818371859,1.77877551020408,0.26,0.528033779917405,-0.0096654068718472,0,11.88,"unknown","small",7.14179651346545e-05,2.21501800522337,0.00258574918275714,2.21506801085415,0.00258382337594327,35650,7940.49296778409,0.166349667995914,0.00187604188360111,5.49921249060009,0.0141473371829684,1,0,0.00164825809250622,0.042411757840518
209,50,0.238470460911637,1.7869387755102,0.24,0.603213734452142,-0.000149077484984402,0,11.92,"unknown","small",7.51154690644439e-05,2.23214068952191,0.00165564513273495,2.23217943722919,0.00165596627053754,35770,7614.59393640439,0.164598770035596,0.00161308455702354,5.73968535570109,0.0141633993692971,4.56,0.907114735222145,0.00168677550073487,0.0395135943426358
210,50,0.242838164415564,1.7869387755102,0.24,0.552471473871669,-0.00756558991691903,0,11.92,"unknown","small",8.91185087998852e-05,2.19505069355971,0.00323618528307572,2.1951066015511,0.00323761184269338,35770,9347.18117500497,0.220164833948682,0.00302616363636087,6.2430730054879,0.0210471304385038,10,0,0.00185478614396743,0.0522689451748825
211,50,0.240754262077792,1.7869387755102,0.24,0.545663128956257,0.0130396369809471,0,11.92,"unknown","small",8.31264624270705e-05,2.27957009550388,0.00121195708922558,2.27958244894604,0.00121117786383293,35770,7828.67570316373,0.131143086228677,0.00202103279985104,5.53616444138568,0.016388814630674,7.04,0.197948663722157,0.00182003899706807,0.0223197245090973
212,50,0.255498286027698,1.7869387755102,0.24,0.545870032132072,0.00154186457030989,0,11.92,"unknown","small",9.25395538943844e-05,2.2547598443234,0.00231049781880067,2.25478531876517,0.00230975933854237,35770,8127.95629106036,0.163783560488459,0.00243020670286849,5.92248048536304,0.0193599164557033,10,0,0.00190941535939984,0.0329021794547172
213,50,0.241950797568445,1.78775510204082,0.24,0.461231154649131,-0.00379234885026524,0,11.92,"unknown","small",8.63707302358101e-05,2.25255919173014,0.00192330692122127,2.25258640049121,0.00192373109452651,35770,7805.17881451352,0.154968395871681,0.00203500491964031,5.35732609370135,0.0186704817591523,1,0,0.00182492629104037,0.0330744348825001
214,50,0.239751865953104,1.78775510204082,0.24,0.508795542276204,-0.0089405869799211,0,11.92,"unknown","small",8.7375818877548e-05,2.282315384885,0.00142702975243697,2.28232670338577,0.00142587856756065,35770,9288.04366387459,0.127755870417564,0.00256028882056941,5.54957394875083,0.0183742296322025,8,0,0.00185330269098937,0.0205944864887985
215,50,0.245759790948646,1.78367346938776,0.25,0.499971086070741,0.0143580837425065,0,11.92,"unknown","small",6.76578328366282e-05,2.25125972937835,0.00185627481349996,2.25128913367623,0.00185299369171616,35770,8525.01720627864,0.156179196111307,0.00221055138515654,6.04980388769942,0.0124878730885176,10,0,0.00162691756690131,0.0324903202998731
216,50,0.239971384824326,1.78448979591837,0.25,0.558024560504215,0.0109511622311178,0,11.92,"unknown","small",0.000101297026327909,2.26931421399633,0.000930889850022183,2.2693322289908,0.000930557282010905,35770,7243.74466244455,0.143758048413117,0.00265642248996721,5.45116880286364,0.0238487690427689,8,0,0.00198890772842843,0.0266872184513577
217,50,0.246089089101473,1.7869387755102,0.25,0.559985077828195,-0.00489616452514205,0,11.92,"unknown","small",8.72047627935365e-05,2.21722282415554,0.00267863909008372,2.21726742892111,0.00267410091771676,35770,8306.77127285878,0.205217011787222,0.00274688222497491,5.3558659363626,0.0191172500998502,4,0,0.00183252115948403,0.0457667136127644
218,50,0.242745037384356,1.78775510204082,0.25,0.520859000275842,0.026881366350545,0,11.92,"unknown","small",8.60873648024154e-05,2.26878125637131,0.0016372149995238,2.2687992263313,0.00163771748569944,35770,8306.77127285878,0.147480077291569,0.00215998135418108,5.57444216961437,0.0172452210184674,5,0,0.00184780673016168,0.0274139470961515
219,50,0.242591806885924,1.78775510204082,0.25,0.543678090035971,0.0832502367529263,0,11.92,"unknown","small",9.17699047049061e-05,2.24833131682682,0.00202160437395394,2.24836096657555,0.00202242202462847,35770,7638.67709456959,0.148939523721896,0.00188895139969758,5.36136963177659,0.0185077904553521,4.02,0.14142135623731,0.00186885591490162,0.0341153537016176
220,50,0.244195846637023,1.7869387755102,0.25,0.605313554840383,0.0697917473866592,0,11.92,"unknown","small",7.79508249449409e-05,2.27819483430155,0.00120501515375289,2.27820796545317,0.00120385639608788,35770,7294.28067819198,0.130806064869304,0.00185231543240371,5.19947079104734,0.0125404157680269,4.9,2.0922597879824,0.00174523585800869,0.0228794149034448
221,50,0.239822721138511,1.78612244897959,0.26,0.553439282655613,0.00491876714614885,0,11.92,"unknown","small",7.12158177226822e-05,2.2036392570171,0.0023856862098889,2.20369586570862,0.00238420062400365,35770,8653.32306111358,0.183435803158693,0.00196759167863464,5.33719669377307,0.0180953445138935,2,0,0.00166620766741997,0.0459667292857003
222,50,0.240744267256651,1.7869387755102,0.24,0.585303217998868,0.0178806492561126,0,11.96,"unknown","small",8.25885905715677e-05,2.24329141174337,0.00170635245010774,2.24332561020144,0.0017034336576963,35890,8527.60224213114,0.13946634105645,0.00151458733563934,5.10307685027363,0.0245638654306668,3.2,0.989743318610787,0.00177374761831642,0.0344234211837297
223,50,0.247349895202836,1.7869387755102,0.24,0.506536762113985,0.0245498494728687,0,11.96,"unknown","small",7.08939681783043e-05,2.25725213048086,0.00153882856299414,2.25727648421807,0.00153883989904131,35890,8803.15342386361,0.148895027282216,0.00150255282581329,5.45734690707966,0.0152987542896446,5,0,0.00164829280360365,0.0318091347959354
224,50,0.240018169824671,1.7869387755102,0.24,0.558560435270831,0.0030948831673936,0,11.96,"unknown","small",8.52228412145858e-05,2.19430285225178,0.00265267758734226,2.19436276831125,0.00265397547597799,35890,7689.48394011628,0.198454254621828,0.00258723970788455,5.98094858506707,0.0154616305688719,6,0,0.00180309806865178,0.0487175507819452
225,50,0.23831707405082,1.78612244897959,0.24,0.526178720860661,-0.00988606982923566,0,11.96,"unknown","small",7.94596998867587e-05,2.24542198077431,0.00112132416835863,2.24545305531171,0.00111889697922701,35890,8462.73946093542,0.159148952525147,0.00154899082156602,5.38655640655452,0.01594459225522,4,0,0.00175094161947917,0.0354338204915399
226,50,0.251916792357969,1.7869387755102,0.24,0.594965826397657,0.00409552496592482,0,11.96,"unknown","small",0.000106369525218742,2.22893302969154,0.00273239205808298,2.2289748519572,0.00273231592558256,35890,8865.52598667491,0.161206623676857,0.00229526085671129,4.83776287476085,0.0167412204768683,2,0,0.00201814436385717,0.0391468399358384
227,50,0.239230863907335,1.78040816326531,0.24,0.541568325238635,0.0894205202241901,0,11.96,"unknown","small",7.01183844531686e-05,2.18716223901278,0.00153225489799591,2.18722844827948,0.00153262822966141,35890,6748.06094597643,0.161994976484636,0.00195842530241857,5.7752648215201,0.0217399351752182,10,0,0.00164930283589388,0.0480285899559358
228,50,0.23817398047429,1.78530612244898,0.24,0.604990003886118,0.047375433639688,0,11.96,"unknown","small",9.55297733147318e-05,2.1973798344068,0.00214886819490488,2.19743965798917,0.00215471987713351,35890,8677.06336103572,0.192396202401214,0.00260375390788632,5.64816493500048,0.022792177078843,5,0,0.00192006619435653,0.0476514779983947
229,50,0.247705295220775,1.7869387755102,0.24,0.578874448353233,0.0206614575217229,0,11.96,"unknown","small",9.60518519121346e-05,2.27302755488031,0.00142290533909246,2.27304425426741,0.00142073674300709,35890,7878.25734382358,0.143463506781412,0.00252537884913636,5.95568927648211,0.0190959989902626,8,0,0.00194145823524094,0.024441401492767
230,50,0.253392502234607,1.7869387755102,0.24,0.49902323437123,0.0850234009360371,0,11.96,"unknown","small",6.81306829704789e-05,2.16024200198122,0.00362011265755333,2.16031868001952,0.00361913749942897,35890,7544.80494331385,0.212854466862061,0.00317969310875667,5.33263223644603,0.0144199487544138,5,0,0.0016229118910884,0.0573302100268851
231,50,0.248836767807356,1.78448979591837,0.24,0.539175921037601,-0.000693070209836118,0,11.96,"unknown","small",9.44266864539853e-05,2.20518392172681,0.00233731009165846,2.20524009524106,0.00233444540793485,35890,8331.49911786711,0.196226693838028,0.00229652609565961,6.28517277581703,0.0225376727106991,10,0,0.00188665536203121,0.0458459261536546
232,50,0.242422641685799,1.77877551020408,0.25,0.604336596655592,0.011559806186264,0,11.96,"unknown","small",8.52046096912705e-05,2.26820388612944,0.00188022969544119,2.26822268904679,0.00187819601975784,35890,7924.74811290941,0.135550758527163,0.00237419129764524,5.53094670294169,0.0116808889541081,3,0,0.00180143857096061,0.0267929797017447
233,50,0.243223410576352,1.78775510204082,0.25,0.594846126535157,0.0149396946111343,0,11.96,"unknown","small",9.45711649659814e-05,2.21714146228179,0.00221542075713522,2.21718812205411,0.00221192841015679,35890,8397.37568335173,0.193933726195839,0.00218951581194509,5.61904798327746,0.0233600010389338,6,0,0.00190353209394439,0.0441045309564259
234,50,0.239191746849642,1.78448979591837,0.25,0.588519755973449,0.0130966274121489,0,11.96,"unknown","small",0.000102249625077076,2.2764852574235,0.0020330268246733,2.27649841610789,0.00203205192342073,35890,8108.04589055003,0.165415317377346,0.00276800489848772,5.19065969615067,0.0198620674646193,3,0,0.00196204939771996,0.025412985151822
235,50,0.248959422930011,1.7869387755102,0.25,0.545731212725724,0.0113384432072762,0,11.96,"unknown","small",7.69073875655062e-05,2.25000584191038,0.00168697026283642,2.25003472044368,0.00168744440953564,35890,8353.51569638771,0.160249725145102,0.00218969358208603,5.07321296652267,0.0131047041190674,1,0,0.0017119530103625,0.0336375655962447
236,50,0.246763289342237,1.78775510204082,0.25,0.60839260545186,0.0206855610485052,0,11.96,"unknown","small",7.5045382914722e-05,2.23752997307172,0.00173007672082892,2.23756618778125,0.00172942371719627,35890,8948.01311887227,0.150488124339571,0.00200570960814532,5.19570768324231,0.0153951226548759,3.9,0.303045763365663,0.00170049290671004,0.0373931203710527
237,50,0.241746701011407,1.78367346938776,0.25,0.551241501918423,-0.00788787694441755,0,11.96,"unknown","small",7.65910730268656e-05,2.168942283572,0.00331811485935095,2.16901908600344,0.003320711777734,35890,8039.79896184841,0.193044802989711,0.00220321237700912,5.67311791663455,0.014994791825714,9,0,0.00172067981241301,0.0527305020409332
238,50,0.241226169255581,1.77959183673469,0.26,0.560441505425069,-0.00970725867885519,0,11.96,"unknown","small",6.96870770082736e-05,2.2632863085453,0.00138335867790131,2.26330729687623,0.00138169683450149,35890,7544.80494331385,0.14772784667142,0.00165906509349324,5.52834661978872,0.0157392507570503,10,0,0.001649419405621,0.0292794455562263
239,50,0.243822582646112,1.78448979591837,0.26,0.538777822226753,0.0292617110089812,0,11.96,"unknown","small",6.18427126041324e-05,2.18693269323402,0.00324911243361467,2.18699364420633,0.0032483018755981,35890,7093.08372534075,0.179753779660373,0.00170342440768292,5.29442354554392,0.0130262779867878,2,0,0.00155374010453248,0.0514713052495231
240,50,0.238083641848348,1.78367346938776,0.26,0.589296177337895,0.0280082810067241,0,11.96,"unknown","small",8.54368132807313e-05,2.23121269960928,0.00233816752710602,2.23125151916679,0.00233686307418704,35890,7713.33327453713,0.14866060724901,0.00126081405851907,5.88390565780899,0.0160363069283017,3.66,1.81389197077242,0.00180182620318595,0.0392564242043629
241,50,0.238893694540753,1.78530612244898,0.26,0.521823133160913,0.00719182156814293,0,11.96,"unknown","small",9.86652580686732e-05,2.24755842631594,0.0017266208695635,2.24758759639669,0.00172450752010824,35890,8016.92088074738,0.166645727384389,0.00194338106115001,5.00817919761494,0.0145796669404951,5,0,0.00196272153412386,0.0356809059192196
242,50,0.243403129550188,1.78122448979592,0.26,0.584647601694527,0.0212223355657072,0,11.96,"unknown","small",7.63628754321963e-05,2.23448831288628,0.00203230646228917,2.23452512412947,0.00203163562630909,35890,7854.90877329169,0.16583910530219,0.00174572763734429,5.54313703868882,0.0157874511887416,6.9,2.49284690951645,0.00172341253824558,0.0391339540497264
243,50,0.243636949565742,1.78612244897959,0.26,0.580859900754571,-0.00935899787340573,0,11.96,"unknown","small",9.89204262589363e-05,2.27519145535277,0.00180916780619884,2.27520639022172,0.00180664082303849,35890,8220.53178676069,0.139012892169406,0.00203844616052696,5.73884263155007,0.0119912185397579,10,0,0.00195824296156109,0.0244744508849358
244,50,0.240787921229098,1.78285714285714,0.24,0.545591083113772,0.0468710508230999,0,12,"unknown","small",0.000105046476124544,2.26290590956588,0.00144676918945157,2.26292733045301,0.00144595018812747,36010,6937.03459553085,0.159515006275038,0.00158051595050211,5.19653420444335,0.0175531335206623,6,0,0.00198242122412882,0.0292245517073479
245,50,0.242893570138152,1.78530612244898,0.24,0.617677613473313,0.0165735020103952,0,12,"unknown","small",8.85909843713281e-05,2.27283261324104,0.00135963312366358,2.27284889273235,0.0013590270240537,36010,8463.60756777064,0.137599504450392,0.00238112394025149,5.09896745116077,0.0140166932399594,2,0,0.00184841387479179,0.0249494303534504
246,50,0.239981822443123,1.78612244897959,0.24,0.553712118704192,-0.00425352155733634,0,12,"unknown","small",7.70363509498034e-05,2.1794893100186,0.00236703862064121,2.17955537453823,0.00236354167593327,36010,8154.12753876019,0.221717779284001,0.00224821835945243,5.79716714365049,0.0141784516907631,4,0,0.00174316996781994,0.0538506794226943
247,50,0.254768803092332,1.78285714285714,0.24,0.530516153343359,0.0133052914898335,0,12,"unknown","small",6.90171942272318e-05,2.15620702295563,0.00250543505251976,2.15629307885138,0.00250395595407088,36010,8376.35155101088,0.207384698922861,0.00253865614813748,5.80045329001299,0.0123915472552981,8,0,0.00164029799433763,0.0555254762692415
248,50,0.241201194230606,1.78775510204082,0.24,0.607481713645576,-0.00741650941326197,0,12,"unknown","small",7.98326509011797e-05,2.24813436907905,0.00259333780341086,2.24816333082465,0.00259187152651552,36010,8243.73602643058,0.154427233917584,0.00284092816172495,5.1730433275823,0.018243586214572,4,0,0.00176718110911538,0.0352064313845407
249,50,0.252459429459429,1.78775510204082,0.24,0.504387777521078,0.0367316058256101,0,12,"unknown","small",8.76300668071902e-05,2.29122730302635,0.0011184589066461,2.2912333204572,0.00111732096336225,36010,8677.91002770711,0.137562396245707,0.00224750223284269,5.2996879955354,0.0173093012919123,1,0,0.00183519488355163,0.0161159768963673
250,50,0.242242567889627,1.78775510204082,0.24,0.553828511785365,0.032629177437942,0,12,"unknown","small",7.37028608712727e-05,2.20311274198061,0.00161024964455182,2.20316899005464,0.00160990321340309,36010,10032.599923474,0.169546734937726,0.00185344926302408,5.10662607387324,0.0186279770421373,6.92,0.395897327444315,0.00170204131360366,0.0463183695007557
251,50,0.242286916385987,1.78775510204082,0.24,0.571760836239434,0.0213154369614303,0,12,"unknown","small",8.22258811675521e-05,2.24460489530128,0.00161026328420381,2.24463539631519,0.00160889705133008,36010,9369.94761817519,0.172616528565315,0.00161956331914684,5.70988305114747,0.0146575045862621,5,0,0.00178144992499161,0.0371871063491267
252,50,0.241501343685554,1.7869387755102,0.24,0.560189458067309,0.0543436178735572,0,12,"unknown","small",9.85763113472601e-05,2.19803549822838,0.00251682140044434,2.19809409234535,0.00251569120152886,36010,8845.6146173787,0.171323167844666,0.00218571720851574,5.39798878787288,0.0184933658838305,5,0,0.00192240238057758,0.0470189817616477
253,50,0.242017506401407,1.7869387755102,0.24,0.567663293088449,0.0541201858446731,0,12,"unknown","small",6.34142989074085e-05,2.22750016032877,0.00165943182147949,2.22754443599443,0.00165638168865607,36010,8086.2695417628,0.167992526768017,0.00203000593156729,5.37248735193211,0.0122467420086426,2,0,0.00158341702056417,0.0387176500404248
254,50,0.243710211700924,1.78285714285714,0.24,0.612935735686933,-0.00740871658052837,0,12,"unknown","small",7.57779279817654e-05,2.24248841642541,0.00197218079711308,2.24252025949917,0.00197160712071049,36010,8549.97314711143,0.185405595879667,0.00165276445444495,5.74890412130464,0.0182566708471639,10,0,0.00171905710566684,0.0374697045361647
255,50,0.241273765450236,1.78367346938776,0.24,0.540165320734617,-0.0035263776557483,0,12,"unknown","small",9.24431612369139e-05,2.25217558488782,0.00172361652501384,2.25220332937986,0.00172351175348277,36010,7496.93815051539,0.140176250036328,0.00227529652197473,5.12037658981116,0.0121889045208539,3.54,1.05385589380046,0.00190772130853132,0.0324350981315274
256,50,0.248095117301,1.78448979591837,0.24,0.579458430995284,0.0103163258964639,0,12,"unknown","small",7.41913311453372e-05,2.2415743130782,0.00241228165157114,2.24160652717558,0.00241440974404705,36010,7855.84404849573,0.173572539774714,0.00281319222389765,5.64854658018839,0.0137181419233172,3,0,0.00170736728465204,0.0373150043347157
257,50,0.23907467695703,1.7869387755102,0.24,0.512288987131762,0.0257714133535431,0,12,"unknown","small",9.96495981633719e-05,2.2739892612852,0.00157400420562641,2.27400447836277,0.00157315108047579,36010,8420.09258759507,0.143082671403973,0.00246936267622745,5.17395532328687,0.0183833687297847,7,0,0.00196226150476246,0.0251578904252653
258,50,0.242879111084993,1.78448979591837,0.24,0.561367194418134,0.033499859881711,0,12,"unknown","small",8.26956271164708e-05,2.26539358281029,0.00117847495430738,2.26541369318555,0.00117979884878478,36010,7398.28992927089,0.143629019897796,0.00215073013310549,5.09901235501601,0.018710056584966,3,0,0.00179224263357441,0.0281364012418963
