"rep_id","person","max_lang","max_cond","init"
1,1,0.138410772615159,"9",0
1,2,0.139712519963891,"9",0
1,3,0.137458336288207,"9",0
1,4,0.139767424635212,"9",0
1,5,0.137461053546844,"9",0
1,6,0.138317121284266,"9",0
1,7,0.138663924544359,"9",0
1,8,0.137577494833678,"9",0
1,9,0.139221795522064,"9",0
1,10,0.137677488167456,"9",0
1,11,0.135948892438025,"9",0
1,12,0.136564782639529,"9",0
1,13,0.137650823278448,"9",0
1,14,0.138851468648011,"9",0
1,15,0.137500925857344,"9",0
1,16,0.139990278452885,"9",0
1,17,0.139971243709561,"9",0
1,18,0.140489819578291,"9",0
1,19,0.139377374841677,"9",0
1,20,0.138110772285653,"9",0
1,21,0.140534657506292,"9",0
1,22,0.139038955628081,"9",0
1,23,0.139288938268176,"9",0
1,24,0.140170501890904,"9",0
1,25,0.139241537663877,"9",0
1,26,0.137284181054596,"9",0
1,27,0.140703118800095,"9",0
1,28,0.137414068467468,"9",0
1,29,0.14003733084461,"9",0
1,30,0.139395695964061,"9",0
1,31,0.138905042195589,"9",0
1,32,0.137597493500433,"9",0
1,33,0.13978401439904,"9",0
1,34,0.139465418883405,"9",0
1,35,0.136077095862619,"9",0
1,36,0.136782167905007,"9",0
1,37,0.139802791472814,"9",0
1,38,0.139657166179171,"9",0
1,39,0.138530479223761,"9",0
1,40,0.140309197929225,"9",0
1,41,0.139730390341456,"9",0
1,42,0.138084127724818,"9",0
1,43,0.137690820611959,"9",0
1,44,0.140934657315464,"9",0
1,45,0.138802860912437,"9",0
1,46,0.140358308450802,"9",0
1,47,0.138730751283248,"9",0
1,48,0.138868267555488,"9",0
1,49,0.140511557133541,"9",0
1,50,0.13953892090827,"9",0
1,51,0.136698183797021,"9",0
1,52,0.138108464689952,"9",0
1,53,0.138784081061263,"9",0
1,54,0.14099000070917,"9",0
1,55,0.138143184501076,"9",0
1,56,0.137587667523089,"9",0
1,57,0.137413832285433,"9",0
1,58,0.140195730799234,"9",0
1,59,0.138029054776429,"9",0
1,60,0.138797126138805,"9",0
1,61,0.140019695477615,"9",0
1,62,0.139309268846181,"9",0
1,63,0.140226649877787,"9",0
1,64,0.137692362243812,"9",0
1,65,0.140394298276718,"9",0
1,66,0.138830744617026,"9",0
1,67,0.136734983334515,"9",0
1,68,0.140113035287298,"9",0
1,69,0.139777320757393,"9",0
1,70,0.139383046859682,"9",0
1,71,0.138045969029928,"9",0
1,72,0.136548534113326,"9",0
1,73,0.136366215162045,"9",0
1,74,0.139545864870495,"9",0
1,75,0.139888413883052,"9",0
1,76,0.136814587281877,"9",0
1,77,0.138905042195589,"9",0
1,78,0.136278674596432,"9",0
1,79,0.137613216433592,"9",0
1,80,0.13945155670025,"9",0
1,81,0.138745278127546,"9",0
1,82,0.140041478409007,"9",0
1,83,0.137872369974307,"9",0
1,84,0.137242940695554,"9",0
1,85,0.13909257873614,"9",0
1,86,0.139663853627402,"9",0
1,87,0.136190920605293,"9",0
1,88,0.139388500737132,"9",0
1,89,0.140933267144174,"9",0
1,90,0.13629895519518,"9",0
1,91,0.13776126657871,"9",0
1,92,0.135937604159723,"9",0
1,93,0.13754600374974,"9",0
1,94,0.139389582380237,"9",0
1,95,0.137900145823207,"9",0
1,96,0.139620317368307,"9",0
1,97,0.137723024638912,"9",0
1,98,0.140053896886746,"9",0
1,99,0.139684021065262,"9",0
