"rep_id","size_net","neighbors","init","time","klb","mean_entrop_jef","std_entrop_jef","mean_entrop_lap","std_entrop_lap","mean_sum_meas","std_sum_meas","mean_ratio_first","std_ratio_first","mean_value_lang","sd_value_lang","mean_max_cond","sd_max_cond","mean_of_std","std_of_mean"
12853,150,"4",5,2421,0.0203735565119642,1.90091050006947,0.0766427620692062,1.90150470427349,0.0765237385377355,9634.44,10775.8611150823,0.419153305073667,0.0469288467687473,5.16998980073652,0.23274467503849,4,0,0.0275462645626752,0.112632421151655
12855,150,"4",5,2422,0.0203679103532595,1.90089589505732,0.0766027045977514,1.90148987451017,0.0764837946624744,9638.41333333333,10780.3121109993,0.419167218476249,0.0469183333592473,5.16996241782271,0.232534602039898,4,0,0.0275425448813504,0.112637330979884
12857,150,"4",5,2423,0.0203753163030759,1.90094960434054,0.0765830159627952,1.90154327611915,0.076464250148885,9642.38666666667,10784.7631069164,0.419128832705657,0.0469218302846918,5.17012258116893,0.232561190537099,4,0,0.0275492903823092,0.112623925493892
12860,150,"4",5,2424,0.0203795891205953,1.90094422795913,0.076574386371968,1.90153767753019,0.0764555952454992,9646.36,10789.2141028334,0.419128426157426,0.0469174082555214,5.17008578073936,0.23251379737113,4,0,0.0275504121327044,0.11262358870922
12861,150,"4",5,2425,0.0203727512541775,1.9010289425275,0.0764782060086549,1.90162199733763,0.0763597189341622,9650.33333333333,10793.6650987504,0.419092024543575,0.0468928006796157,5.17019890409535,0.232505695587507,4,0,0.027544375499589,0.112610950193173
12863,150,"4",5,2426,0.0203745658912522,1.90107992133624,0.076500902178806,1.90167265379188,0.0763824507475621,9654.30666666667,10798.1160946674,0.419067180685676,0.0468867963072827,5.17011110382347,0.23256307126502,4,0,0.0275460177512989,0.112601589973674
12865,150,"4",5,2427,0.0203736173229266,1.90111270301371,0.0765224527494244,1.90170511691353,0.0764041190814151,9658.28,10802.5670905844,0.419057685643707,0.0469043575051084,5.17005032213307,0.232557057565328,4,0,0.0275453947933788,0.112597605078812
12867,150,"4",5,2428,0.020376095107188,1.90108893360294,0.0765558361898575,1.90168114806389,0.0764374732303744,9662.25333333333,10807.0180865014,0.419065643458118,0.0469118459757743,5.17006564620011,0.232489915570962,4,0,0.0275481833232396,0.112600579152749
12869,150,"4",5,2429,0.0203668662866907,1.9011246381717,0.0765296446119819,1.90171653077659,0.0764114316522335,9666.22666666667,10811.4690824184,0.419059586396718,0.046892870284157,5.17001671228129,0.232345907870044,4,0,0.0275406538038339,0.112598312310026
12872,150,"4",5,2430,0.020361364447972,1.90111465945776,0.0764960539601708,1.90170633620925,0.0763779426155606,9670.2,10815.9200783354,0.419064694371892,0.0468640886874343,5.1700635634656,0.232306214409096,4,0,0.0275354794681185,0.112600686604808
