"","rep_id","size_net","clus_coeff","pathlength","init_mode","assortativity","init","rewire","neighbors","clus_type","mean_mean","mean_sd","sd_mean","sd_sd"
"68",68,150,0.581722193940945,1.68178970917226,0.571149988079698,-0.00853671980329256,"0.1",0.1,"48","big",0.500402867518912,6.95870461842875e-07,0.000935739011197282,3.17826288403593e-08
"69",69,150,0.588378293716834,1.68143176733781,0.5499367615071,0.0134104030646367,"0.1",0.1,"48","big",0.495618520428524,6.95845009489926e-07,0.000722780724254579,3.15330540064411e-08
"70",70,150,0.580425001011601,1.68331096196868,0.584730674026412,-0.0317862871656022,"0.1",0.1,"48","big",0.504553861447171,6.95452306422897e-07,0.0004870689968012,2.66973182802833e-08
"71",71,150,0.582917410230635,1.68375838926174,0.543168102759923,-0.0241614443506833,"0.1",0.1,"48","big",0.496707091875315,6.95743415101628e-07,0.00087348977044383,3.03522101149077e-08
"72",72,150,0.57923759999197,1.68080536912752,0.55080083936979,0.0044721840821125,"0.1",0.1,"48","big",0.499932919509392,6.95912581687186e-07,0.000954600347288985,3.21802434982579e-08
"73",73,150,0.581402293910083,1.68259507829978,0.544244901167257,-0.0238811810299264,"0.1",0.1,"48","big",0.485402949812664,6.95719128621333e-07,0.000497023198179671,3.01266881233895e-08
"74",74,150,0.572195682113251,1.68116331096197,0.578284655760225,0.00561410674120928,"0.1",0.1,"48","big",0.488326417152889,6.95698194779043e-07,0.000384059069215786,2.95880737120482e-08
"75",75,150,0.576548447641762,1.68241610738255,0.587527167541253,-0.0150765051824341,"0.1",0.1,"48","big",0.510443889048975,6.95964272829076e-07,0.00175238726791067,3.26652310900316e-08
"76",76,150,0.589250409420668,1.68259507829978,0.551101691625993,0.0106196684448766,"0.1",0.1,"48","big",0.495127556332118,6.95553889162974e-07,0.000759863414094655,2.79176572871633e-08
"77",77,150,0.584222037877291,1.68348993288591,0.574337381408461,-0.0162406933595711,"0.1",0.1,"48","big",0.48927079753689,6.96033015400571e-07,0.000657136327438383,3.3526861757322e-08
"78",78,150,0.57320214952684,1.68062639821029,0.53884445328711,0.00867924791154067,"0.1",0.1,"48","big",0.482878947637686,6.96016377070017e-07,0.000589642488300812,3.32854172607984e-08
"79",79,150,0.589669959006704,1.68519015659955,0.548029921496094,0.000251146990196975,"0.1",0.1,"48","big",0.50221074534267,6.9583377502408e-07,0.0014807991589314,3.14178149576308e-08
"80",80,150,0.581074646775563,1.682774049217,0.563310250312086,-0.00132785584427334,"0.1",0.1,"48","big",0.512972687468325,6.95616478765955e-07,0.00105819453873142,2.88686037751205e-08
"81",81,150,0.587878609009939,1.68259507829978,0.560052219171798,0.0235335251875955,"0.1",0.1,"48","big",0.506499422187838,6.95793904371563e-07,0.000137738448867143,3.06879036984281e-08
"82",82,150,0.582970288135756,1.68697986577181,0.537555596808722,-0.0206758044385011,"0.1",0.1,"48","big",0.494602330512546,6.95834798772477e-07,0.000295274335391268,3.13302871465609e-08
"83",83,150,0.575297471378191,1.68134228187919,0.546859832806596,-0.0253033669302835,"0.1",0.1,"48","big",0.502851249048497,6.95963666053446e-07,0.000196672702539825,3.24277033628764e-08
"84",84,150,0.581456102876855,1.68393736017897,0.557563893629763,-0.0112248799945588,"0.1",0.1,"48","big",0.493729631564503,6.95812878881678e-07,0.00111495760179431,3.11703969143324e-08
"85",85,150,0.5931116544293,1.68501118568233,0.581524920343762,-0.00796964046779191,"0.1",0.1,"48","big",0.504070001239173,6.95728598599134e-07,0.000551859835926617,3.02082615693913e-08
"86",86,150,0.58417040013072,1.68465324384787,0.543035310538185,-0.000811954389344894,"0.1",0.1,"48","big",0.499471364068008,6.95455553118224e-07,0.00121997974258499,2.65843716155963e-08
"87",87,150,0.5886348985793,1.68214765100671,0.639216628515217,-0.0136804195727888,"0.1",0.1,"48","big",0.488514609618477,6.95937490409705e-07,0.00022277387880921,3.26367312974489e-08
"88",88,150,0.581973613482426,1.68492170022371,0.575812836795965,0.0082216215765125,"0.1",0.1,"48","big",0.508225465432752,6.95837082078791e-07,0.000797692737940869,3.17791005093794e-08
"89",89,150,0.575602725412571,1.68331096196868,0.556890348869609,0.0281570730429617,"0.1",0.1,"48","big",0.503188344456625,6.95828200930152e-07,0.00138906779206717,3.1468688878549e-08
"90",90,150,0.584541419481381,1.68375838926174,0.532661563624726,-0.0188377554502096,"0.1",0.1,"48","big",0.494058689235569,6.95759853380615e-07,0.000886808223491396,3.04156910255571e-08
"91",91,150,0.582025873393841,1.68268456375839,0.548947285789063,0.0185260753335517,"0.1",0.1,"48","big",0.507177783886136,6.95809052647549e-07,0.000834838010472533,3.08606833814847e-08
"92",92,150,0.579944967935532,1.68286353467562,0.549904755828729,-0.00166787428055827,"0.1",0.1,"48","big",0.515047314230148,6.95816433801244e-07,0.00103645222621681,3.11994789584148e-08
"93",93,150,0.577264899432763,1.68178970917226,0.548902105158472,-0.023356496574785,"0.1",0.1,"48","big",0.499668619961259,6.95843813992003e-07,0.000684335170773847,3.13834442101989e-08
"94",94,150,0.591678551853877,1.68447427293065,0.594280211054317,-0.00881356665701807,"0.1",0.1,"48","big",0.496622069765013,6.96059687130506e-07,0.00158886974488552,3.36126921428473e-08
"95",95,150,0.590316708720649,1.68313199105145,0.599616918037891,0.0148304152993551,"0.1",0.1,"48","big",0.498032733716397,6.95648548021564e-07,0.000685782800785398,2.9202601650845e-08
"96",96,150,0.57921833848566,1.68331096196868,0.579666539675798,0.0243660568821419,"0.1",0.1,"48","big",0.508008723327178,6.9583219146601e-07,0.00154316243199066,3.14106699917706e-08
"97",97,150,0.587985470456001,1.68322147651007,0.573515935302306,-0.0147381884799353,"0.1",0.1,"48","big",0.501392050840831,6.95834971249405e-07,0.000539052539754581,3.13746449484351e-08
"98",98,150,0.586430623335541,1.68187919463087,0.599564278961906,0.00885087333949842,"0.1",0.1,"48","big",0.503946299841209,6.95794242402621e-07,0.00120238244823018,3.09603173726236e-08
"99",99,150,0.575772331053496,1.68259507829978,0.565211957923341,0.0322579103404746,"0.1",0.1,"48","big",0.491085232156993,6.95808558699072e-07,0.00090311548512805,3.13573061203804e-08
"100",100,150,0.586147335875939,1.682774049217,0.591145220120639,-0.0156661943018146,"0.1",0.1,"48","big",0.496326449903383,6.95690101725555e-07,0.000788186443303583,2.97214240054474e-08
"101",101,150,0.569555026941104,1.68035794183445,0.546514109399771,-0.0155085265637167,"0.5",0.1,"48","big",0.493113050368214,6.95776258933637e-07,0.00193296189692158,3.08504451013744e-08
"102",102,150,0.570026399323866,1.68286353467562,0.559020922307998,-0.00129568193658185,"0.5",0.1,"48","big",0.499840633968132,6.95552733310816e-07,0.000769660512238515,2.77915893158276e-08
"103",103,150,0.582428293253205,1.68107382550336,0.572569339743503,-0.0012772166530866,"0.5",0.1,"48","big",0.505163432584541,6.95840950389177e-07,0.00211143345228085,3.14395500387467e-08
"104",104,150,0.575042535818907,1.68062639821029,0.556767862697661,0.0177622918781396,"0.5",0.1,"48","big",0.464291258145731,6.95958850506435e-07,0.00257313283423757,3.26500259682113e-08
"105",105,150,0.574751289585061,1.68116331096197,0.578826436758733,0.00709757999378927,"0.5",0.1,"48","big",0.487590134856532,6.95918591008556e-07,0.00155998839769497,3.21592567879762e-08
"106",106,150,0.588650507548075,1.68474272930649,0.556764215621389,-0.0150015770528835,"0.5",0.1,"48","big",0.494675569346735,6.95579838700282e-07,0.00284423954364447,2.82651483486613e-08
"107",107,150,0.573684949269604,1.67982102908277,0.564876281070253,0.0126586774963429,"0.5",0.1,"48","big",0.503911320596161,6.95894275620425e-07,0.00102099968593331,3.21073609637503e-08
"108",108,150,0.581196281660433,1.682774049217,0.573113199754451,0.0147967462176376,"0.5",0.1,"48","big",0.47517925834049,6.959747587961e-07,0.00234677407444254,3.2766956945115e-08
"109",109,150,0.58029001414529,1.68402684563758,0.580033656788794,-0.0294932060307838,"0.5",0.1,"48","big",0.532926988610456,6.95860712254714e-07,0.000805348769652123,3.17358700243093e-08
"110",110,150,0.572091794085416,1.68250559284116,0.592751078107108,0.00560212252635742,"0.5",0.1,"48","big",0.53564578789088,6.95585313662535e-07,0.00398777172577851,2.83089337423378e-08
"111",111,150,0.579394170517471,1.68187919463087,0.552070177007482,-0.00975824819238013,"0.5",0.1,"48","big",0.513418977445107,6.95712041511482e-07,0.00252735746567381,2.9821938662259e-08
"112",112,150,0.574945007800156,1.68089485458613,0.578419706475508,-0.00899257254604985,"0.5",0.1,"48","big",0.470241941985793,6.95899107524302e-07,0.00369245752096621,3.21869571936457e-08
"113",113,150,0.569792504294074,1.68170022371365,0.595004849490807,0.00309998913555194,"0.5",0.1,"48","big",0.531829359104609,6.95737225300952e-07,0.00300488777403682,3.02362774670532e-08
"114",114,150,0.577504615604228,1.68510067114094,0.545570683140695,-0.011863703986486,"0.5",0.1,"48","big",0.490376567028911,6.95817233829624e-07,0.00307984325895699,3.09919685168236e-08
"115",115,150,0.581482115349743,1.67973154362416,0.585727686693635,-0.00934978866145695,"0.5",0.1,"48","big",0.492575113354858,6.95619627133417e-07,0.00200378987719227,2.86591307510111e-08
"116",116,150,0.584554698796934,1.68375838926174,0.560169958690551,0.00568080884437247,"0.5",0.1,"48","big",0.46613947411504,6.95837304773946e-07,0.00509794036628102,3.1359322259672e-08
"117",117,150,0.578584814156327,1.68259507829978,0.523198440960913,-0.00367093245755672,"0.5",0.1,"48","big",0.487664154267017,6.95810749429572e-07,0.000900322021375343,3.09896651354603e-08
"118",118,150,0.589587453207841,1.68581655480984,0.572139757347018,-0.00429374723400904,"0.5",0.1,"48","big",0.474626778374838,6.95515600911667e-07,0.000467432080506936,2.75343957774416e-08
"119",119,150,0.585884948337789,1.68161073825503,0.558114313115251,-0.0270361287321919,"0.5",0.1,"48","big",0.439123249154052,6.96050771025299e-07,0.00116416920236961,3.36145392207454e-08
"120",120,150,0.588442394104705,1.68366890380313,0.552993940933632,-0.00953262969645683,"0.5",0.1,"48","big",0.465359335923175,6.95791687946321e-07,0.00287906362126332,3.10318162156092e-08
"121",121,150,0.586179314869059,1.68295302013423,0.546698957951387,-0.0311858894107414,"0.5",0.1,"48","big",0.535218896416763,6.95748039345387e-07,0.00172700528801789,3.03746541543706e-08
"122",122,150,0.582841667301675,1.68357941834452,0.585924054896504,-0.0257984781904282,"0.5",0.1,"48","big",0.521249798809958,6.95975036751925e-07,0.00178090132095776,3.2820105563541e-08
"123",123,150,0.583201740865609,1.685548098434,0.538970251556184,-0.00706955859127979,"0.5",0.1,"48","big",0.499021060527662,6.95851863623322e-07,0.00128023756329504,3.15398559936149e-08
"124",124,150,0.583114689937517,1.68250559284116,0.526037816427849,-0.0243226321195661,"0.5",0.1,"48","big",0.524906862451093,6.95891919191751e-07,0.00257266502627824,3.176092393541e-08
"125",125,150,0.587814310568148,1.6841163310962,0.539945390571565,-0.00617196761819791,"0.5",0.1,"48","big",0.496265586338069,6.95958558697468e-07,0.00258105224249117,3.29209830010078e-08
"126",126,150,0.5828692530594,1.68322147651007,0.58451206260316,0.00686100402377967,"0.5",0.1,"48","big",0.497930398991467,6.95707646098308e-07,0.00190246086799144,2.98119821470823e-08
"127",127,150,0.581959896912715,1.68107382550336,0.555378448775864,-0.0104989464743959,"0.5",0.1,"48","big",0.523237354152742,6.95821302111163e-07,0.00115644562248356,3.13618800054587e-08
"128",128,150,0.579379803184817,1.68214765100671,0.575493817024526,-0.00921822601512732,"0.5",0.1,"48","big",0.506103765158969,6.95761031427416e-07,0.00320698882766076,3.05688140688829e-08
"129",129,150,0.581463571559927,1.68259507829978,0.564874152291855,0.0157549842446006,"0.5",0.1,"48","big",0.494216934302955,6.95818002524984e-07,0.00441507649046713,3.12244007273127e-08
"130",130,150,0.579653830510872,1.68187919463087,0.546429437407643,-0.0184752150477918,"0.5",0.1,"48","big",0.478417646177603,6.9614441821147e-07,0.0017311745574844,3.4836047385531e-08
"131",131,150,0.569600498612803,1.67973154362416,0.564417730177957,-0.0195035460992915,"0.5",0.1,"48","big",0.490951246152107,6.9559819193447e-07,0.0036578955683098,2.84214845088184e-08
"132",132,150,0.579366552648044,1.68268456375839,0.547999553214789,0.00791385802563228,"0.5",0.1,"48","big",0.499451365616147,6.95982540927755e-07,0.00221581853314022,3.31239908607767e-08
"133",133,150,0.581352565405055,1.68161073825503,0.563935577673007,-0.00995330283530711,"0.5",0.1,"48","big",0.551428833963774,6.95586607534314e-07,0.0024134853932134,2.84476710263544e-08
"134",134,150,0.587128989461332,1.68366890380313,0.594390282432428,0.00802847852943715,"0.5",0.1,"48","big",0.501332457834358,6.95667905398393e-07,0.00122787396715588,2.92621302053988e-08
"135",135,150,0.583850189489296,1.6848322147651,0.573747386187507,-0.0194583833315165,"0.5",0.1,"48","big",0.515097211137691,6.95817358806982e-07,0.0013658885324964,3.1141524330563e-08
"136",136,150,0.577741662472689,1.68340044742729,0.536601893410337,-0.0165450209148994,"0.5",0.1,"48","big",0.509314356189081,6.9599539640362e-07,0.00503317882062911,3.29251533006186e-08
"137",137,150,0.575539019378153,1.68357941834452,0.544585656553797,-0.0236929627780828,"0.5",0.1,"48","big",0.512131332129137,6.95551887464279e-07,0.00304725344796762,2.78740571032308e-08
"138",138,150,0.579792309154444,1.68053691275168,0.552338240847535,-0.0192347576201528,"0.5",0.1,"48","big",0.536520180525053,6.95858750541739e-07,0.00206291476350514,3.15947052243951e-08
"139",139,150,0.589365634393581,1.68304250559284,0.538905729940173,0.0043451502744576,"0.5",0.1,"48","big",0.502132323316239,6.95626885883006e-07,0.00483228403392314,2.87811389422772e-08
"140",140,150,0.575121947208908,1.682774049217,0.587911923170088,-0.00493115767248077,"0.5",0.1,"48","big",0.509701322120772,6.95967260501589e-07,0.00244316036082184,3.25977945370848e-08
"141",141,150,0.582407587417629,1.68223713646532,0.610134326457304,-0.0074682491539509,"0.5",0.1,"48","big",0.499664597277646,6.95800569262673e-07,0.00102818339847256,3.08445493495563e-08
"142",142,150,0.574502595776682,1.6820581655481,0.555094837866831,0.00757109305067638,"0.5",0.1,"48","big",0.502046144438478,6.95892460938179e-07,0.00225225833244731,3.2335449201134e-08
"143",143,150,0.589565431261505,1.68501118568233,0.558244256909654,-0.0108126553639004,"0.5",0.1,"48","big",0.499215596983484,6.95799507587532e-07,0.00481544885361131,3.09502170638394e-08
"144",144,150,0.588290648262692,1.68304250559284,0.566900287465495,0.00301534425104455,"0.5",0.1,"48","big",0.483406386772844,6.95634909627505e-07,0.000971375318804097,2.9179424798713e-08
"145",145,150,0.574393480864408,1.68017897091723,0.499643022423874,-0.00936379831750551,"0.5",0.1,"48","big",0.480587076790657,6.95758664431169e-07,0.000950743052239873,3.00875161514736e-08
