"rep_id","size_net","clus_coeff","pathlength","init_mode","assortativity","init","rewire","neighbors","mean_mean","mean_sd","sd_mean","sd_sd"
1763,50,0.0579047619047619,2.84326530612245,0.443810121914571,-0.153113667788474,0.5,0.9,4,0.462446842387394,9.44689073056602e-06,0.0197991681114183,3.25171858841378e-06
1764,50,0.0267301587301587,2.81632653061224,0.49929980332002,-0.27906665596318,0.5,0.9,4,0.495796756444607,9.74449248101903e-06,0.00781779497591714,3.68380925471089e-06
1765,50,0.0814285714285714,2.89387755102041,0.477639452280536,-0.245000281674271,0.5,0.9,4,0.534592362526249,9.38313314989089e-06,0.0132668590939553,3.50598889985083e-06
1766,50,0.0874761904761905,2.91836734693878,0.478503845173594,0.0329299742114659,0.5,0.9,4,0.435382972477126,9.26726988078881e-06,0.0215540214485424,3.08615910688863e-06
1767,50,0.0497142857142857,2.91591836734694,0.489098802904448,-0.167277167277167,0.5,0.9,4,0.495133621192002,9.31171101676021e-06,0.00807844636519865,3.2202122364725e-06
1768,50,0.0943809523809524,2.89469387755102,0.551312151297476,-0.178571428571428,0.5,0.9,4,0.49782925946987,9.26330026040875e-06,0.00858078214824306,3.20882036402009e-06
1769,50,0.04,2.91428571428571,0.575548920151869,0.018018018018018,0.5,0.9,4,0.574583742806988,9.11092667084736e-06,0.00831964091801926,3.06545212286943e-06
1770,50,0.075936507936508,2.87428571428571,0.420466413645671,-0.266232714789987,0.5,0.9,4,0.45869139550524,9.5810079902261e-06,0.00685690525763421,3.59594899883e-06
1771,50,0.0501428571428571,2.9265306122449,0.45137185875284,-0.0776680592480059,0.5,0.9,4,0.496074785730992,9.27758577602354e-06,0.011391274717851,3.18239257462275e-06
1772,50,0.0705714285714286,2.86938775510204,0.465718527943866,-0.0924273621596889,0.5,0.9,4,0.571970293136339,9.49503099580386e-06,0.00430929131179205,3.69659806634634e-06
1773,50,0.0771428571428571,2.88571428571429,0.485236491621514,-0.180500658761528,0.5,0.9,4,0.532802360124958,9.37440482858583e-06,0.00660536604778813,3.39435192435986e-06
1774,50,0.0672698412698413,2.83918367346939,0.484878423441711,-0.239442799166392,0.5,0.9,4,0.513631281428612,9.59052958926706e-06,0.0132650228093344,3.7245538263277e-06
1775,50,0.0652380952380952,2.91102040816327,0.517844840858345,-0.0671688637790333,0.5,0.9,4,0.450133206148527,9.21726932847556e-06,0.0145569989403452,3.27859575538929e-06
