"rep_id","size_net","clus_coeff","pathlength","init_mode","assortativity","init","family","rewire","neighbors","mean_mean","mean_sd","sd_mean","sd_sd"
3822,150,0.449301533922902,"1.549082774049217",0.510673079925862,-0.0241918062054482,0.5,7,0.1,67.1866666666667,0.502508933437302,4.99643809233038e-07,1.98855872864429e-05,4.25247048307488e-08
3823,150,0.454033119149118,"1.548993288590604",0.522690276643188,-0.0126304479522672,0.5,7,0.1,67.2,0.513685289019468,5.01214267930038e-07,1.33843617156757e-05,5.12965421712233e-08
3824,150,0.444747863064645,"1.5547203579418345",0.490740423699019,-0.0115223901412047,0.5,7,0.1,66.3466666666667,0.479618682198699,5.06334657366096e-07,2.17253320173385e-05,4.53814204378875e-08
3825,150,0.448391612318833,"1.5506040268456376",0.487504839561415,-0.0039684258763364,0.5,7,0.1,66.96,0.477400689009197,5.01969801490732e-07,1.38447054503564e-05,4.68868920949794e-08
3826,150,0.444152586168029,"1.5553467561521253",0.520502398945381,-0.0192281870965931,0.5,7,0.1,66.2533333333333,0.479595197994493,5.07115471911519e-07,2.0571091623594e-05,4.6395449836162e-08
3827,150,0.449676365388636,"1.5491722595078299",0.518238981792568,-0.023077311212437,0.5,7,0.1,67.1733333333333,0.528604322175036,5.0058655217117e-07,1.64978170677394e-05,4.94093184241288e-08
3828,150,0.450872153662608,"1.5484563758389263",0.536808032634818,-0.0117862622669926,0.5,7,0.1,67.28,0.492373952096826,4.98718022138772e-07,1.45858745615773e-05,4.08626471784486e-08
3829,150,0.454601722537957,"1.54496644295302",0.462394223126321,-0.00383716642877339,0.5,7,0.1,67.8,0.495986617861775,4.95305650071114e-07,1.68908504669388e-05,4.24225860292838e-08
3830,150,0.453311550743663,"1.5466666666666666",0.472042155348932,-0.0178184055561079,0.5,7,0.1,67.5466666666667,0.548486462159172,4.97145783489116e-07,1.38930759366706e-05,4.31543570135268e-08
3831,150,0.448240500418601,"1.5506935123042505",0.501694069949795,-0.00904769857142681,0.5,7,0.1,66.9466666666667,0.497024814299825,5.01563725029576e-07,1.85635449806461e-05,4.34960699539086e-08
3832,150,0.445452792095685,"1.5553467561521253",0.501720062431637,-0.00520313901227124,0.5,7,0.1,66.2533333333333,0.485918864256068,5.07434566485474e-07,1.54456732162053e-05,4.78739008318397e-08
3833,150,0.452063713026626,"1.5469351230425057",0.508184931954175,-0.0136613735281783,0.5,7,0.1,67.5066666666667,0.501960149674931,4.97359297427967e-07,1.40631457756287e-05,4.26472739782849e-08
3834,150,0.453512943759268,"1.545324384787472",0.55381472528757,3.82824257675561e-05,0.5,7,0.1,67.7466666666667,0.514471913931639,4.95769309161739e-07,1.55865532384627e-05,4.37612444145932e-08
3835,150,0.453772809348594,"1.54496644295302",0.499241093742138,-0.00742425481361454,0.5,7,0.1,67.8,0.485394834444548,4.94907855509857e-07,1.78216950147251e-05,4.12703073879002e-08
3836,150,0.448586955483657,"1.552841163310962",0.454119155511929,-0.0193802107361594,0.5,7,0.1,66.6266666666667,0.51969866892648,5.04759178306434e-07,1.88987797087425e-05,4.8015150875801e-08
3837,150,0.444362381584172,"1.5548993288590605",0.49154030377846,-0.0214249027645099,0.5,7,0.1,66.32,0.51014722865824,5.06554449425673e-07,1.67785876278292e-05,4.54317281531169e-08
3838,150,0.441027506272193,"1.560536912751678",0.505411557841615,-0.04115613241814,0.5,7,0.1,65.48,0.536064892896861,5.13638315097353e-07,1.74410986082133e-05,4.92090951481234e-08
3839,150,0.447574385873645,"1.5509619686800895",0.506954358805428,-0.0233904155565634,0.5,7,0.1,66.9066666666667,0.45808600324086,5.01606165108211e-07,1.58551394457907e-05,4.15556293979097e-08
3840,150,0.441872555491749,"1.5566890380313199",0.458671153676886,-0.0301233248034699,0.5,7,0.1,66.0533333333333,0.543938676121093,5.08681086595519e-07,1.8512441928421e-05,4.59912724572503e-08
3841,150,0.444372769838069,"1.5532885906040268",0.477453522432161,-0.0194017663853048,0.5,7,0.1,66.56,0.463017404224633,5.03789671181359e-07,1.713323640062e-05,3.92966269745846e-08
