"rep_id","size_net","clus_coeff","pathlength","init_mode","assortativity","init","rewire","neighbors","density","path_type","neigh_type","mean_mean","mean_sd","sd_mean","sd_sd"
5691,50,0.038,4.37387755102041,0.537710306073126,-0.065374677002584,0.1,0.1,2.48,0.0259948448354591,"big","unknown",0.509327530026354,1.83067557904046e-05,0.0149631585519877,1.01152819421901e-05
5721,50,0.0106666666666667,4.59673469387755,0.594026293455477,-0.0315219175833197,0.1,0.1,2.44,0.0124077683236654,"small","unknown",0.488674513014716,1.77737405991714e-05,0.018459820042129,9.46005235099677e-06
5721,50,0.0106666666666667,4.59673469387755,0.594026293455477,-0.0315219175833197,0.1,0.1,2.44,0.0124077683236654,"big","unknown",0.488674513014716,1.77737405991714e-05,0.018459820042129,9.46005235099677e-06
5966,50,0.0166666666666667,4.55673469387755,0.62346055853122,-0.03991683991684,0.1,0.1,2.44,0.0157288692531117,"small","unknown",0.49609778568342,1.85399017502139e-05,0.00727540380104002,1.06142807165059e-05
5966,50,0.0166666666666667,4.55673469387755,0.62346055853122,-0.03991683991684,0.1,0.1,2.44,0.0157288692531117,"big","unknown",0.49609778568342,1.85399017502139e-05,0.00727540380104002,1.06142807165059e-05
6114,50,0.0166666666666667,4.78612244897959,0.579823677987037,-0.14583009784128,0.1,0.1,2.48,0.00468679021602775,"small","unknown",0.493538909963919,1.70629804649745e-05,0.0139428060037174,8.8858414526316e-06
6114,50,0.0166666666666667,4.78612244897959,0.579823677987037,-0.14583009784128,0.1,0.1,2.48,0.00468679021602775,"big","unknown",0.493538909963919,1.70629804649745e-05,0.0139428060037174,8.8858414526316e-06
6602,50,0.0133333333333333,4.79102040816327,0.631769330880989,-0.175597691673536,0.1,0.1,2.48,0.00468679021602775,"small","unknown",0.516226818248204,1.83907398679719e-05,0.0156231034916487,1.06652528885425e-05
6602,50,0.0133333333333333,4.79102040816327,0.631769330880989,-0.175597691673536,0.1,0.1,2.48,0.00468679021602775,"big","unknown",0.516226818248204,1.83907398679719e-05,0.0156231034916487,1.06652528885425e-05
6744,50,0.0327619047619048,4.54775510204082,0.54298202781163,-0.0418968692449355,0.1,0.1,2.48,0.0157288692531117,"small","unknown",0.486863011564895,1.81568823213298e-05,0.00742976954464898,9.74628372290213e-06
6744,50,0.0327619047619048,4.54775510204082,0.54298202781163,-0.0418968692449355,0.1,0.1,2.48,0.0157288692531117,"big","unknown",0.486863011564895,1.81568823213298e-05,0.00742976954464898,9.74628372290213e-06
6787,50,0.0353333333333333,4.86122448979592,0.574309213070332,-0.0162251655629139,0.1,0.1,2.48,0.00422518124564362,"small","unknown",0.503845137669989,1.77958780550285e-05,0.00737105224602469,9.86578872299653e-06
6787,50,0.0353333333333333,4.86122448979592,0.574309213070332,-0.0162251655629139,0.1,0.1,2.48,0.00422518124564362,"big","unknown",0.503845137669989,1.77958780550285e-05,0.00737105224602469,9.86578872299653e-06
6890,50,0.0113333333333333,5.42448979591837,0.523301086761041,-0.090351726363343,0.1,0.1,2.48,0.000321965084039836,"small","unknown",0.493081069033492,1.80735000318145e-05,0.00614627815555355,1.01520463714723e-05
6890,50,0.0113333333333333,5.42448979591837,0.523301086761041,-0.090351726363343,0.1,0.1,2.48,0.000321965084039836,"big","unknown",0.493081069033492,1.80735000318145e-05,0.00614627815555355,1.01520463714723e-05
7325,50,0.0567142857142857,4.48408163265306,0.596544097174329,-0.152722443559097,0.1,0.1,2.48,0.021305873329997,"small","unknown",0.501862580285756,1.84122878773417e-05,0.0101499446861315,1.00378881432725e-05
7325,50,0.0567142857142857,4.48408163265306,0.596544097174329,-0.152722443559097,0.1,0.1,2.48,0.021305873329997,"big","unknown",0.501862580285756,1.84122878773417e-05,0.0101499446861315,1.00378881432725e-05
7502,50,0.068,4.86448979591837,0.59300696780387,-0.1342123056119,0.1,0.1,2.44,0.00422518124564362,"small","unknown",0.499413912269856,1.72073890523007e-05,0.00993224573699534,8.80717953470321e-06
7502,50,0.068,4.86448979591837,0.59300696780387,-0.1342123056119,0.1,0.1,2.44,0.00422518124564362,"big","unknown",0.499413912269856,1.72073890523007e-05,0.00993224573699534,8.80717953470321e-06
7590,50,0.01,4.39918367346939,0.527417571742211,-0.188671023965142,0.1,0.1,2.48,0.0259948448354591,"small","unknown",0.525608104254122,1.82067874501004e-05,0.00905249448467041,1.013971157909e-05
7590,50,0.01,4.39918367346939,0.527417571742211,-0.188671023965142,0.1,0.1,2.48,0.0259948448354591,"big","unknown",0.525608104254122,1.82067874501004e-05,0.00905249448467041,1.013971157909e-05
7628,50,0.0296190476190476,4.94530612244898,0.539407641446192,-0.197932816537468,0.1,0.1,2.44,0.00268689456706499,"small","unknown",0.49540882979242,1.92792893537095e-05,0.00976552879088485,1.06871560200882e-05
7628,50,0.0296190476190476,4.94530612244898,0.539407641446192,-0.197932816537468,0.1,0.1,2.44,0.00268689456706499,"big","unknown",0.49540882979242,1.92792893537095e-05,0.00976552879088485,1.06871560200882e-05
7992,50,0.00733333333333333,4.33714285714286,0.638777629302832,-0.176557863501484,0.1,0.1,2.44,0.030308994606961,"small","unknown",0.504581875278736,1.88842963638451e-05,0.00973921285663365,1.02272985835506e-05
7992,50,0.00733333333333333,4.33714285714286,0.638777629302832,-0.176557863501484,0.1,0.1,2.44,0.030308994606961,"big","unknown",0.504581875278736,1.88842963638451e-05,0.00973921285663365,1.02272985835506e-05
8561,50,0.0592380952380952,4.3934693877551,0.601500616578758,-0.0657163819306152,0.1,0.1,2.48,0.0259948448354591,"small","unknown",0.510950934427929,1.90349050216339e-05,0.0135093908713275,1.0846059110147e-05
8561,50,0.0592380952380952,4.3934693877551,0.601500616578758,-0.0657163819306152,0.1,0.1,2.48,0.0259948448354591,"big","unknown",0.510950934427929,1.90349050216339e-05,0.0135093908713275,1.0846059110147e-05
