"rep_id","network_type","size","clustering","pathlength","value_lang_start","assortativity","exponent","init_lang_exp","node_degree","path_type","exp_type","size_type","neigh_type","clus_type","ass_type","inter_var","mean_intra_var","std_intra_var"
1,"Scalefree",50,0,3.00571428571429,0.487891761870693,-0.3455499276411,2.84233194748834,"Without",1.96,"Low","None","None",NA,NA,"None",0.0207347467007154,2.1149028323655,0.0365079515370716
2,"Scalefree",50,0,3.05387755102041,0.455544637203912,-0.33929719192877,2.8375302503102,"Without",1.96,"Low","None","None",NA,NA,"None",0.0132527010160538,2.23354398871273,0.0170823965133434
3,"Scalefree",50,0,3.18775510204082,0.542657227498915,-0.289966010150393,2.76164205347204,"Without",1.96,"Low","None","None",NA,NA,"None",0.0198901722238214,2.22889627723943,0.0186314148955092
4,"Scalefree",50,0,3.19591836734694,0.451931668570038,-0.345299877685562,2.83865840362062,"Without",1.96,"Low","None","None",NA,NA,"None",0.0162566996866143,2.22714225358077,0.0175465215263111
5,"Scalefree",50,0,3.24489795918367,0.467668523496492,-0.32126227835183,2.83080229021678,"Without",1.96,"Low","None","None",NA,NA,"None",0.0142656373884096,2.23325037120406,0.0263069057384668
6,"Scalefree",50,0,3.2465306122449,0.444834403531377,-0.285456187895212,2.81914592960553,"Without",1.96,"Low","None","None",NA,NA,"None",0.0124271066977268,2.25818881982588,0.0207702528268338
7,"Scalefree",50,0,3.25224489795918,0.521480671470384,-0.312088405858152,2.77075054106199,"Without",1.96,"Low","None","None",NA,NA,"None",0.0224498859060695,2.23381944168651,0.0248719003096553
8,"Scalefree",50,0,3.25469387755102,0.517549506649032,-0.298647522000926,2.80689165888196,"Without",1.96,"Low","None","None",NA,NA,"None",0.0148835143095163,2.20472604110179,0.025367681477011
9,"Scalefree",50,0,3.25632653061224,0.545102305484112,-0.296505481052807,2.74374088104706,"Without",1.96,"Low","None","None",NA,NA,"None",0.0142964173895972,2.22456005710882,0.0351022721725576
10,"Scalefree",50,0,3.25877551020408,0.566786123870245,-0.32771821135745,2.8451404756903,"Without",1.96,"Low","None","None",NA,NA,"None",0.0188804983825665,2.235559756274,0.0347226104901391
11,"Scalefree",50,0,3.26204081632653,0.477413116116381,-0.349585584839513,2.80719152959095,"Without",1.96,"Low","None","None",NA,NA,"None",0.0302088672619736,2.15106285615356,0.0353556621869087
12,"Scalefree",50,0,3.27102040816327,0.508965416850928,-0.291675673338809,2.78811714341092,"Without",1.96,"Low","None","None",NA,NA,"None",0.0197959071878642,2.19688813931594,0.0416777894693279
13,"Scalefree",50,0,3.27673469387755,0.502336021208859,-0.261925665788704,2.81924662211709,"Without",1.96,"Low","None","None",NA,NA,"None",0.0173371777568572,2.24156631407476,0.0321271822454699
14,"Scalefree",50,0,3.28816326530612,0.459537897926429,-0.279828661159789,2.75940611578058,"Without",1.96,"Low","None","None",NA,NA,"None",0.0233199832248825,2.20753537376839,0.051931674065259
15,"Scalefree",50,0,3.29224489795918,0.516530292549138,-0.318767272635076,2.80189841709154,"Without",1.96,"Low","None","None",NA,NA,"None",0.0331762915435051,2.19753893751591,0.0403106390558832
16,"Scalefree",50,0,3.29224489795918,0.498965165575187,-0.29942623595064,2.7918998192511,"Without",1.96,"Low","None","None",NA,NA,"None",0.0303723107329702,2.21943093058424,0.0328461047521381
17,"Scalefree",50,0,3.30285714285714,0.542341190497165,-0.266665945899193,2.83075203622955,"Without",1.96,"Low","None","None",NA,NA,"None",0.0230529769206383,2.23025920826824,0.0368098970965135
18,"Scalefree",50,0,3.30938775510204,0.502441935937098,-0.266866479463415,2.79807110699411,"Without",1.96,"Low","None","None",NA,NA,"None",0.0176974686926992,2.22545572193334,0.027333711594591
19,"Scalefree",50,0,3.31673469387755,0.550735276262841,-0.329457364341085,2.82107827637703,"Without",1.96,"Low","None","None",NA,NA,"None",0.0246444895434533,2.22796157310735,0.0323257888503907
20,"Scalefree",50,0,3.31836734693878,0.464161906127905,-0.324154310289492,2.78592949487482,"Without",1.96,"Low","None","None",NA,NA,"None",0.0278620312193123,2.20657991302673,0.0458344385677625
21,"Scalefree",50,0,3.32081632653061,0.498764116951548,-0.296296296296296,2.81914592960553,"Without",1.96,"Low","None","None",NA,NA,"None",0.0189466811261725,2.23731469407732,0.0197587996905887
22,"Scalefree",50,0,3.32326530612245,0.473389069094963,-0.339063827336472,2.77232809678189,"Without",1.96,"Low","None","None",NA,NA,"None",0.0214983732670918,2.19730849970743,0.0242275742696061
23,"Scalefree",50,0,3.3330612244898,0.518366843881407,-0.346074131645663,2.84681047103413,"Without",1.96,"Low","None","None",NA,NA,"None",0.0122133268760481,2.26628160065828,0.017515275292543
24,"Scalefree",50,0,3.33714285714286,0.440629864910206,-0.326732764668956,2.78592949487482,"Without",1.96,"Low","None","None",NA,NA,"None",0.0172202446918526,2.22690665779222,0.018388379659161
25,"Scalefree",50,0,3.33795918367347,0.548028923366593,-0.336538226000049,2.7620134842309,"Without",1.96,"Low","None","None",NA,NA,"None",0.0185589140015558,2.20410097002408,0.0277719644121637
26,"Scalefree",50,0,3.33959183673469,0.425713018717506,-0.33608581763752,2.7620134842309,"Without",1.96,"Low","None","None",NA,NA,"None",0.0224453371765556,2.2248682022345,0.0358104450403478
27,"Scalefree",50,0,3.33959183673469,0.457064177405054,-0.344978409916274,2.83195044021359,"Without",1.96,"Low","None","None",NA,NA,"None",0.0248359211752242,2.17159429125458,0.0420266650320668
28,"Scalefree",50,0,3.34122448979592,0.562362457667909,-0.26794865289969,2.77613631122833,"Without",1.96,"Low","None","None",NA,NA,"None",0.0275019326738509,2.16812609850492,0.0750122535656944
29,"Scalefree",50,0,3.34122448979592,0.487024266476022,-0.335214780991037,2.8487641320744,"Without",1.96,"Low","None","None",NA,NA,"None",0.0183822770480272,2.21123909834368,0.0463705560831103
30,"Scalefree",50,0,3.34204081632653,0.485655239245854,-0.308321964529331,2.79313145853544,"Without",1.96,"Low","None","None",NA,NA,"None",0.0222418216974939,2.23011798086071,0.0338799619642429
31,"Scalefree",50,0,3.34530612244898,0.447013988387564,-0.328994497987519,2.78592949487482,"Without",1.96,"Low","None","None",NA,NA,"None",0.0319372386416374,2.22125896063059,0.0336338899736714
32,"Scalefree",50,0,3.34775510204082,0.479892781523599,-0.32514610134015,2.83195044021359,"Without",1.96,"Low","None","None",NA,NA,"None",0.0214777833957982,2.238498493995,0.0212463915925996
33,"Scalefree",50,0,3.35102040816327,0.491855056249817,-0.323367995378394,2.77075054106199,"Without",1.96,"Low","None","None",NA,NA,"None",0.0209017122999467,2.24760371605656,0.0181887877218902
34,"Scalefree",50,0,3.35918367346939,0.530485770325714,-0.335545955166596,2.77657789732196,"Without",1.96,"Low","None","None",NA,NA,"None",0.025279389698084,2.20705279704403,0.0428737318395933
35,"Scalefree",50,0,3.36,0.429024388368272,-0.254031427099433,2.76322028697264,"Without",1.96,"Low","None","None",NA,NA,"None",0.0162013152924351,2.21814882426343,0.0293195761298572
36,"Scalefree",50,0,3.36081632653061,0.523272271370052,-0.295604037772713,2.78128993414106,"Without",1.96,"Low","None","None",NA,NA,"None",0.0181565803088336,2.24417163694311,0.0255232876968855
37,"Scalefree",50,0,3.36244897959184,0.501053473703498,-0.336424010013474,2.78865293498965,"Without",1.96,"Low","None","None",NA,NA,"None",0.0173053780450746,2.23273792002067,0.0169508061926485
38,"Scalefree",50,0,3.36408163265306,0.413862253917414,-0.33282035117646,2.77657789732196,"Without",1.96,"Low","None","None",NA,NA,"None",0.0232047337913301,2.21608646893406,0.0238181238025675
39,"Scalefree",50,0,3.3665306122449,0.524964246994884,-0.32607907598845,2.78592949487482,"Without",1.96,"Low","None","None",NA,NA,"None",0.0223502281277868,2.23404237474537,0.0309455508437104
40,"Scalefree",50,0,3.36897959183673,0.453319897928443,-0.305190744215134,2.8134441011602,"Without",1.96,"Low","None","None",NA,NA,"None",0.0305631901928107,2.22147983600041,0.0428695924002269
41,"Scalefree",50,0,3.37061224489796,0.516954162582449,-0.277112228058904,2.81914592960553,"Without",1.96,"Low","None","None",NA,NA,"None",0.0172643678234657,2.21114323916115,0.0203956000849628
42,"Scalefree",50,0,3.3730612244898,0.519726590905066,-0.32781363083029,2.78592949487482,"Without",1.96,"Low","None","None",NA,NA,"None",0.0315902488470005,2.20124394500935,0.0481128648002695
43,"Scalefree",50,0,3.37877551020408,0.476819827531452,-0.345850572171515,2.7620134842309,"Without",1.96,"Low","None","None",NA,NA,"None",0.0177778571443387,2.22383811447318,0.0317703532524504
44,"Scalefree",50,0,3.37959183673469,0.499943843647095,-0.338443439579427,2.83525015161107,"Without",1.96,"Low","None","None",NA,NA,"None",0.0248381172696444,2.18330520950136,0.0348410116533156
45,"Scalefree",50,0,3.38530612244898,0.441219861131252,-0.268506900878293,2.81070945085528,"Without",1.96,"Low","None","None",NA,NA,"None",0.0227725171448384,2.19793116155063,0.0369577459234075
46,"Scalefree",50,0,3.3869387755102,0.491354191228368,-0.292687899033516,2.79454329538701,"Without",1.96,"Low","None","None",NA,NA,"None",0.0260389464573076,2.20861062944526,0.0363363066954912
47,"Scalefree",50,0,3.39020408163265,0.487971419734652,-0.300412344916532,2.79313145853544,"Without",1.96,"Low","None","None",NA,NA,"None",0.027362322266005,2.19366834095525,0.0408246335327821
48,"Scalefree",50,0,3.39020408163265,0.504072471830045,-0.309914024717893,2.77657789732196,"Without",1.96,"Low","None","None",NA,NA,"None",0.0228165867755898,2.2260948450561,0.0234350923222508
49,"Scalefree",50,0,3.39020408163265,0.496317907274564,-0.346036614225402,2.83525015161107,"Without",1.96,"Low","None","None",NA,NA,"None",0.0170300763352757,2.18524336455957,0.0225281297913476
50,"Scalefree",50,0,3.3934693877551,0.52693818577711,-0.284577916064748,2.81083656792734,"Without",1.96,"Low","None","None",NA,NA,"None",0.0221139123412067,2.22091450347746,0.0231087640089058
51,"Scalefree",50,0,3.39510204081633,0.500537590266095,-0.315781110969874,2.83575380136957,"Without",1.96,"Low","None","None",NA,NA,"None",0.0177671463244187,2.22567052190931,0.0387182952492851
52,"Scalefree",50,0,3.39755102040816,0.451543371731201,-0.340840896121348,2.79446893899546,"Without",1.96,"Low","None","None",NA,NA,"None",0.0303334543992063,2.21683037237246,0.0368633137615892
53,"Scalefree",50,0,3.4065306122449,0.504082375664911,-0.338915821947995,2.77075054106199,"Without",1.96,"Low","None","None",NA,NA,"None",0.0242360324398647,2.23197203232312,0.0344871896316529
54,"Scalefree",50,0,3.40734693877551,0.495571218323329,-0.258609602743641,2.74781614687937,"Without",1.96,"Low","None","None",NA,NA,"None",0.0316801252018033,2.17730353603214,0.0516548342684248
55,"Scalefree",50,0,3.40734693877551,0.499080578648337,-0.255108602457845,2.74781614687937,"Without",1.96,"Low","None","None",NA,NA,"None",0.0183986173687359,2.21914147302184,0.041152610313466
56,"Scalefree",50,0,3.40897959183673,0.419228598770981,-0.306089743589744,2.77819561468552,"Without",1.96,"Low","None","None",NA,NA,"None",0.0234981598040471,2.21759169906516,0.0325227138291506
57,"Scalefree",50,0,3.40897959183673,0.488207358034655,-0.337510662553113,2.83625784572428,"Without",1.96,"Low","None","None",NA,NA,"None",0.0183152359643419,2.21971748811059,0.0268541030722339
58,"Scalefree",50,0,3.41142857142857,0.523950011460271,-0.283456474640298,2.81171724862446,"Without",1.96,"Low","None","None",NA,NA,"None",0.0230952232394114,2.19635281628494,0.0327300099230849
59,"Scalefree",50,0,3.41632653061225,0.518695808630124,-0.34543325526932,2.83525015161107,"Without",1.96,"Low","None","None",NA,NA,"None",0.0272678599047745,2.19304703095162,0.0593257685634624
60,"Scalefree",50,0,3.41714285714286,0.463447539661562,-0.347866380218206,2.77075054106199,"Without",1.96,"Low","None","None",NA,NA,"None",0.0138593640057347,2.23680439104269,0.0297205220133248
61,"Scalefree",50,0,3.41714285714286,0.579344870233431,-0.348794906775807,2.76100866386385,"Without",1.96,"Low","None","None",NA,NA,"None",0.0145590667117084,2.19934593238663,0.0270291331140732
62,"Scalefree",50,0,3.41795918367347,0.489221009578536,-0.335645413620255,2.8134441011602,"Without",1.96,"Low","None","None",NA,NA,"None",0.0269831036327264,2.1995812271735,0.0388191052620679
63,"Scalefree",50,0,3.41959183673469,0.562091162347743,-0.313388958540487,2.78811714341092,"Without",1.96,"Low","None","None",NA,NA,"None",0.0237917175092942,2.14330798877429,0.0399011791638099
64,"Scalefree",50,0,3.42204081632653,0.48661266365574,-0.286944696282865,2.83554336882166,"Without",1.96,"Low","None","None",NA,NA,"None",0.0263444573856546,2.19906295546588,0.0367332032191968
65,"Scalefree",50,0,3.42530612244898,0.46516337694393,-0.258930023307497,2.82342998778066,"Without",1.96,"Low","None","None",NA,NA,"None",0.0245320245659342,2.19757158305699,0.0333533892434199
66,"Scalefree",50,0,3.42775510204082,0.483635583576116,-0.311868802162281,2.79754604942307,"Without",1.96,"Low","None","None",NA,NA,"None",0.0263148793636514,2.20318493232516,0.0515234224123479
67,"Scalefree",50,0,3.42938775510204,0.462840345913279,-0.339172267195154,2.80216603225262,"Without",1.96,"Low","None","None",NA,NA,"None",0.0285455976697213,2.1763293274531,0.0522519399053058
68,"Scalefree",50,0,3.43102040816327,0.525294627669636,-0.345368916797488,2.77232809678189,"Without",1.96,"Low","None","None",NA,NA,"None",0.0296386468118502,2.17329866199829,0.0279454627378631
69,"Scalefree",50,0,3.43510204081633,0.482933106792639,-0.282364733825804,2.83195132341395,"Without",1.96,"Low","None","None",NA,NA,"None",0.0194873836313016,2.23833481009959,0.0376654815110467
70,"Scalefree",50,0,3.43673469387755,0.491342817883455,-0.300165837479271,2.81924662211709,"Without",1.96,"Low","None","None",NA,NA,"None",0.02323980020459,2.2070927755017,0.0229546945387225
71,"Scalefree",50,0,3.43918367346939,0.525184777601955,-0.267122938492518,2.80479812685179,"Without",1.96,"Low","None","None",NA,NA,"None",0.019719833915194,2.23131895770204,0.0394706216200635
72,"Scalefree",50,0,3.44244897959184,0.541617383641052,-0.329830993472234,2.79921008164176,"Without",1.96,"Low","None","None",NA,NA,"None",0.0234530428158641,2.1975919698921,0.0397764022283212
73,"Scalefree",50,0,3.44734693877551,0.491455886085285,-0.349453857133991,2.78592949487482,"Without",1.96,"Low","None","None",NA,NA,"None",0.0263159166392728,2.21530929294933,0.0433330985943507
74,"Scalefree",50,0,3.45061224489796,0.517701510458349,-0.348688719743155,2.83525015161107,"Without",1.96,"Low","None","None",NA,NA,"None",0.0244980125495047,2.22465526364044,0.0539975616026786
75,"Scalefree",50,0,3.4530612244898,0.509848608096466,-0.298062706723368,2.8487641320744,"Without",1.96,"Low","None","None",NA,NA,"None",0.0153787360489474,2.24144560013622,0.0142034124941982
76,"Scalefree",50,0,3.4530612244898,0.443678239684719,-0.301471620569503,2.77882093274168,"Without",1.96,"Low","None","None",NA,NA,"None",0.0253611355473417,2.19656142005865,0.0238486605348254
77,"Scalefree",50,0,3.45387755102041,0.536793645359718,-0.31869918699187,2.75976420546116,"Without",1.96,"Low","None","None",NA,NA,"None",0.0248718315117724,2.19792219882698,0.0267215133907491
78,"Scalefree",50,0,3.45469387755102,0.525253838147675,-0.316139913655301,2.78811714341092,"Without",1.96,"Low","None","None",NA,NA,"None",0.0368410026902823,2.18465420850714,0.0652037181348816
79,"Scalefree",50,0,3.45551020408163,0.518383272637366,-0.294703485740154,2.84248490958433,"Without",1.96,"Low","None","None",NA,NA,"None",0.0194835977395547,2.23443774983206,0.0271204437019819
80,"Scalefree",50,0,3.45632653061225,0.547575094782123,-0.302153812683564,2.74821940459285,"Without",1.96,"Low","None","None",NA,NA,"None",0.0209496372698882,2.23597554822096,0.0261168911487483
81,"Scalefree",50,0,3.45877551020408,0.509364370458614,-0.338279797674117,2.78811714341092,"Without",1.96,"Low","None","None",NA,NA,"None",0.023516043195515,2.22344095570296,0.0227108953411488
82,"Scalefree",50,0,3.45959183673469,0.490694617680567,-0.310473152578416,2.75315905305152,"Without",1.96,"Low","None","None",NA,NA,"None",0.0189505773242095,2.15222551382987,0.0786976316464491
83,"Scalefree",50,0,3.46040816326531,0.477196920439869,-0.296692111959287,2.79754604942307,"Without",1.96,"Low","None","None",NA,NA,"None",0.0209455638390892,2.21511283028477,0.0352220490662879
84,"Scalefree",50,0,3.46040816326531,0.419637508219571,-0.294226555466852,2.80835653899551,"Without",1.96,"Low","None","None",NA,NA,"None",0.0223302411874953,2.19291815411846,0.0327189942009725
85,"Scalefree",50,0,3.46122448979592,0.480250826670588,-0.271572862699279,2.74257813783985,"Without",1.96,"Low","None","None",NA,NA,"None",0.0153186766109258,2.21057850713626,0.0338488434596339
86,"Scalefree",50,0,3.46367346938775,0.516893028116517,-0.257507507507508,2.80253929121348,"Without",1.96,"Low","None","None",NA,NA,"None",0.020284454516505,2.20937604316108,0.0362742213544373
87,"Scalefree",50,0,3.46530612244898,0.532305293841029,-0.276015488768079,2.84597155746767,"Without",1.96,"Low","None","None",NA,NA,"None",0.0268254619974203,2.16185764269169,0.0425332221860015
88,"Scalefree",50,0,3.46612244897959,0.517205333751627,-0.305346975219192,2.75976420546116,"Without",1.96,"Low","None","None",NA,NA,"None",0.0249001380940794,2.20367830895128,0.0300804544933435
89,"Scalefree",50,0,3.46775510204082,0.545462051542855,-0.310969116080938,2.79033898086883,"Without",1.96,"Low","None","None",NA,NA,"None",0.0201533128794135,2.22182422057265,0.0405801234895444
90,"Scalefree",50,0,3.46857142857143,0.495877385914211,-0.344398762894235,2.8134441011602,"Without",1.96,"Low","None","None",NA,NA,"None",0.0141707539986002,2.2405188810389,0.0367874442038642
91,"Scalefree",50,0,3.46938775510204,0.444918435814831,-0.298872017353579,2.83575380136957,"Without",1.96,"Low","None","None",NA,NA,"None",0.0275256306567925,2.2128799720093,0.0532223717911593
92,"Scalefree",50,0,3.47020408163265,0.438247077949983,-0.338586329672534,2.77075054106199,"Without",1.96,"Low","None","None",NA,NA,"None",0.0228236657734306,2.22514998744239,0.0190186219556557
93,"Scalefree",50,0,3.47102040816327,0.451560792268866,-0.349393686938813,2.8487641320744,"Without",1.96,"Low","None","None",NA,NA,"None",0.0219817840898932,2.22773360917591,0.0187693624016427
94,"Scalefree",50,0,3.47102040816327,0.539064092591053,-0.346272873332686,2.79033809766848,"Without",1.96,"Low","None","None",NA,NA,"None",0.0216304207877151,2.2082328210266,0.0371636159900587
