"rep_id","network_type","size","clustering","pathlength","value_lang_start","assortativity","exponent","init_lang_exp","node_degree","connection_prob","rewire","inter_var","mean_intra_var","std_intra_var"
821,"Scalefree",300,0,"6.0453734671126",0.560295142422944,-0.192159392032257,3.16931039371569,"With (strong)",1.99333333333333,NA,NA,0.00803805352792186,1.28966475198518,0.0961861670200422
822,"Scalefree",300,0,"5.46352285395764",0.530862177103116,-0.166985072917222,3.13104896450577,"With (strong)",1.99333333333333,NA,NA,0.00798040905479323,1.18466113419195,0.125854623880384
823,"Scalefree",300,0,"5.99946488294314",0.569083625707483,-0.158334320069572,3.13142004895291,"With (strong)",1.99333333333333,NA,NA,0.0102245157759543,1.29568875572254,0.122549103169682
824,"Scalefree",300,0,"5.941872909699",0.584458973736429,-0.187648874220172,3.23551802895463,"With (strong)",1.99333333333333,NA,NA,0.00861172258558628,1.2630139107467,0.118628428061438
825,"Scalefree",300,0,"6.09908584169454",0.529640347347328,-0.199966083011828,3.2151038135927,"With (strong)",1.99333333333333,NA,NA,0.00797554421231239,1.20515678106416,0.134344944336525
826,"Scalefree",300,0,"5.85685618729097",0.559216146848359,-0.200705658325919,3.16590740597708,"With (strong)",1.99333333333333,NA,NA,0.00885089124627287,1.28018213837249,0.105057976341619
827,"Scalefree",300,0,"6.4457525083612",0.553930839025819,-0.212998861656211,3.06528539043297,"With (strong)",1.99333333333333,NA,NA,0.00772152808804713,1.22619304625661,0.104901779553015
828,"Scalefree",300,0,"6.18468227424749",0.540558846139199,-0.101742396256619,3.36525804272171,"With (strong)",1.99333333333333,NA,NA,0.00833017911667228,1.24521160495482,0.117172787612762
829,"Scalefree",300,0,"5.79591973244147",0.566343479701345,-0.154167816203876,3.27295678961742,"With (strong)",1.99333333333333,NA,NA,0.00683132365535476,1.18730195703381,0.0835151480250201
830,"Scalefree",300,0,"5.95328874024526",0.548356170473747,-0.151971827497033,3.1410046156006,"With (strong)",1.99333333333333,NA,NA,0.00906934502037761,1.27788761100946,0.11962931816102
831,"Scalefree",300,0,"5.73928651059086",0.577972356106098,-0.187029743602307,3.11651440910227,"With (strong)",1.99333333333333,NA,NA,0.00964839146469885,1.23931670971767,0.101860535461549
832,"Scalefree",300,0,"6.3669342251951",0.57120623030251,-0.267584402889468,3.19140775026781,"With (strong)",1.99333333333333,NA,NA,0.0133702105457004,1.28137870795166,0.0994883562623805
833,"Scalefree",300,0,"5.31863991081382",0.576855299394731,-0.159714343903202,3.15595561575925,"With (strong)",1.99333333333333,NA,NA,0.00853865288491159,1.27077517782659,0.111126129350953
834,"Scalefree",300,0,"5.95197324414716",0.547502027136732,-0.173936994597002,3.15942493908928,"With (strong)",1.99333333333333,NA,NA,0.0077727691808038,1.26098211381415,0.100022595195503
