"utterance","init_lang_exp","percent_bias","utt_biased","level_bias","metric_biased","size_net","mean_cond","std_cond","network_type","rewire"
10,"Without",20,7,"Highest","Clustering",150,0.0830510977435023,0.0317106137320888,"Small-world",0.1
10,"Without",20,7,"Highest","Clustering",150,0.0829215184760411,0.0181031877279552,"Small-world",0.9
10,"Without",20,7,"Highest","Degree",150,0.079419961727562,0.0298569488382727,"Small-world",0.1
10,"Without",20,7,"Highest","Degree",150,0.0758418341000601,0.0149027037045862,"Small-world",0.9
10,"Without",20,7,"Lowest","Betweenness c.",150,0.0821758555773908,0.0300679950029833,"Small-world",0.1
10,"Without",20,7,"Lowest","Betweenness c.",150,0.0851475559933595,0.0176750138732245,"Small-world",0.9
10,"Without",20,7,"Lowest","Closeness c.",150,0.0851870542638483,0.0345525079717031,"Small-world",0.1
10,"Without",20,7,"Lowest","Closeness c.",150,0.0864418301390355,0.017844360943979,"Small-world",0.9
10,"Without",20,7,"Lowest","Eigenvector c.",150,0.0867172470086927,0.0348908294035156,"Small-world",0.1
10,"Without",20,7,"Lowest","Eigenvector c.",150,0.0870127047480404,0.0183713625327945,"Small-world",0.9
10,"Without",20,7,"Lowest","Clustering",150,0.0826514933057939,0.033217445184402,"Small-world",0.1
10,"Without",20,7,"Lowest","Clustering",150,0.0810919032054151,0.0167233566443442,"Small-world",0.9
10,"Without",20,7,"Lowest","Degree",150,0.0831448838523769,0.0312552598050394,"Small-world",0.1
10,"Without",20,7,"Lowest","Degree",150,0.0856902286577025,0.0173776380073734,"Small-world",0.9
10,"Without",20,7,"Random","No biased agents",150,0.0825666774193845,0.030995997740823,"Small-world",0.1
10,"Without",20,7,"Random","No biased agents",150,0.0805681496774846,0.0167112735594088,"Small-world",0.9
10,"With (weak)",0,NA,"None","No biased agents",150,0.0692729398109234,0.026848686312588,"Small-world",0.1
10,"With (weak)",0,NA,"None","No biased agents",150,0.0663689723814355,0.0143988479137192,"Small-world",0.9
10,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0554529346201605,0.0226187740258943,"Small-world",0.1
10,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0532487847938282,0.0128889986199268,"Small-world",0.9
10,"With (weak)",20,7,"Highest","Closeness c.",150,0.0569051634470788,0.0242795057631516,"Small-world",0.1
10,"With (weak)",20,7,"Highest","Closeness c.",150,0.05443276946466,0.0117074827916485,"Small-world",0.9
10,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0569654372588788,0.0249628193025567,"Small-world",0.1
10,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0544089837441844,0.0124592767866292,"Small-world",0.9
10,"With (weak)",20,7,"Highest","Clustering",150,0.0567578786767912,0.0223760767030027,"Small-world",0.1
10,"With (weak)",20,7,"Highest","Clustering",150,0.0571537901039864,0.0124432370829881,"Small-world",0.9
10,"With (weak)",20,7,"Highest","Degree",150,0.0537278884794359,0.0215601762905264,"Small-world",0.1
10,"With (weak)",20,7,"Highest","Degree",150,0.0547978136288361,0.0118920832011973,"Small-world",0.9
10,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0584841121199484,0.0231269327666442,"Small-world",0.1
10,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0588168313606658,0.0131179654773642,"Small-world",0.9
10,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0592470585970904,0.0234700559916286,"Small-world",0.1
10,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0578850490814112,0.01232340097511,"Small-world",0.9
10,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0588012643737976,0.0244615598632311,"Small-world",0.1
10,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0594162705684915,0.0126773643671196,"Small-world",0.9
10,"With (weak)",20,7,"Lowest","Clustering",150,0.0581077733447492,0.0243172849865913,"Small-world",0.1
10,"With (weak)",20,7,"Lowest","Clustering",150,0.0565066868957362,0.012903441025335,"Small-world",0.9
10,"With (weak)",20,7,"Lowest","Degree",150,0.0561471153391424,0.0228257146206211,"Small-world",0.1
10,"With (weak)",20,7,"Lowest","Degree",150,0.0596668818235939,0.0135819984792226,"Small-world",0.9
10,"With (weak)",20,7,"Random","No biased agents",150,0.05701776654609,0.0225452592469279,"Small-world",0.1
10,"With (weak)",20,7,"Random","No biased agents",150,0.0567930510831321,0.0129221770423018,"Small-world",0.9
10,"With (strong)",0,NA,"None","No biased agents",150,0.0338032347078875,0.0137962990511895,"Small-world",0.1
10,"With (strong)",0,NA,"None","No biased agents",150,0.033888745593146,0.00807832856625682,"Small-world",0.9
10,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0301056103516879,0.0130918907814119,"Small-world",0.1
10,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0294712348935371,0.00712051342953083,"Small-world",0.9
10,"With (strong)",20,7,"Highest","Closeness c.",150,0.0302380918343423,0.0137264980276449,"Small-world",0.1
10,"With (strong)",20,7,"Highest","Closeness c.",150,0.0288702336005391,0.00728555958967678,"Small-world",0.9
10,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0296806421153463,0.0130607776890769,"Small-world",0.1
10,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0300107173055329,0.00731599884215759,"Small-world",0.9
10,"With (strong)",20,7,"Highest","Clustering",150,0.0303395151262574,0.013032601388385,"Small-world",0.1
10,"With (strong)",20,7,"Highest","Clustering",150,0.0296791407626793,0.00769143240657237,"Small-world",0.9
10,"With (strong)",20,7,"Highest","Degree",150,0.0298057547865678,0.01301407105765,"Small-world",0.1
10,"With (strong)",20,7,"Highest","Degree",150,0.030112516755385,0.0076236643473598,"Small-world",0.9
10,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0304419303289213,0.0126771853403813,"Small-world",0.1
10,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0298557303766506,0.0071309425023392,"Small-world",0.9
10,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0301932706759378,0.0133333893206048,"Small-world",0.1
10,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0307316700471512,0.00749827188092506,"Small-world",0.9
10,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0308188121762865,0.0134405901721295,"Small-world",0.1
10,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0307044276944981,0.0077200355885367,"Small-world",0.9
10,"With (strong)",20,7,"Lowest","Clustering",150,0.0308788855488324,0.0136673147300337,"Small-world",0.1
10,"With (strong)",20,7,"Lowest","Clustering",150,0.0299933103747353,0.00802498929760448,"Small-world",0.9
10,"With (strong)",20,7,"Lowest","Degree",150,0.0304493609890076,0.0131759638879772,"Small-world",0.1
10,"With (strong)",20,7,"Lowest","Degree",150,0.0303875421320711,0.00758035827155067,"Small-world",0.9
10,"With (strong)",20,7,"Random","No biased agents",150,0.0306214231577356,0.0129284979370878,"Small-world",0.1
10,"With (strong)",20,7,"Random","No biased agents",150,0.0301669804598306,0.00776474509746785,"Small-world",0.9
2,"Without",0,NA,"None","No biased agents",150,0.100356888305424,0.036051745619646,"Small-world",0.1
2,"Without",0,NA,"None","No biased agents",150,0.0991132365013924,0.0195013997049756,"Small-world",0.9
2,"Without",20,7,"Highest","Betweenness c.",150,0.0817399806569025,0.0316172454780518,"Small-world",0.1
2,"Without",20,7,"Highest","Betweenness c.",150,0.0782213363727577,0.0169955243500036,"Small-world",0.9
2,"Without",20,7,"Highest","Closeness c.",150,0.0840827133248752,0.0358339257293916,"Small-world",0.1
2,"Without",20,7,"Highest","Closeness c.",150,0.077358021982475,0.0164384372335025,"Small-world",0.9
2,"Without",20,7,"Highest","Eigenvector c.",150,0.0831834990996979,0.0346524231318223,"Small-world",0.1
2,"Without",20,7,"Highest","Eigenvector c.",150,0.0763192197332146,0.0168125495623277,"Small-world",0.9
2,"Without",20,7,"Highest","Clustering",150,0.0822319781891634,0.0300536847365216,"Small-world",0.1
2,"Without",20,7,"Highest","Clustering",150,0.0811801013182083,0.0173807824216718,"Small-world",0.9
2,"Without",20,7,"Highest","Degree",150,0.0807172130238195,0.0305485026580254,"Small-world",0.1
2,"Without",20,7,"Highest","Degree",150,0.0757216815084438,0.0162222940946253,"Small-world",0.9
2,"Without",20,7,"Lowest","Betweenness c.",150,0.083841533530587,0.0317001452006012,"Small-world",0.1
2,"Without",20,7,"Lowest","Betweenness c.",150,0.0853465413099631,0.0173627225405378,"Small-world",0.9
2,"Without",20,7,"Lowest","Closeness c.",150,0.0888615898788061,0.0337315912998997,"Small-world",0.1
2,"Without",20,7,"Lowest","Closeness c.",150,0.0850180799439868,0.016849891950592,"Small-world",0.9
2,"Without",20,7,"Lowest","Eigenvector c.",150,0.0853873548644724,0.0334274648455208,"Small-world",0.1
2,"Without",20,7,"Lowest","Eigenvector c.",150,0.0862951501354432,0.0175806004040352,"Small-world",0.9
2,"Without",20,7,"Lowest","Clustering",150,0.0813542486862102,0.0306517497994498,"Small-world",0.1
2,"Without",20,7,"Lowest","Clustering",150,0.0819580413673884,0.0171191331360451,"Small-world",0.9
2,"Without",20,7,"Lowest","Degree",150,0.0832337135829227,0.0326089740496871,"Small-world",0.1
2,"Without",20,7,"Lowest","Degree",150,0.0864837753293886,0.017845728160142,"Small-world",0.9
2,"Without",20,7,"Random","No biased agents",150,0.0790683097739443,0.0300787623711529,"Small-world",0.1
2,"Without",20,7,"Random","No biased agents",150,0.0811128055886389,0.0172110971164715,"Small-world",0.9
2,"With (weak)",0,NA,"None","No biased agents",150,0.0660914933577516,0.0252459356072238,"Small-world",0.1
2,"With (weak)",0,NA,"None","No biased agents",150,0.0682715391359501,0.0145517095668425,"Small-world",0.9
2,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0563731820201883,0.0238534474657934,"Small-world",0.1
2,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0558232293928037,0.0130660860909981,"Small-world",0.9
2,"With (weak)",20,7,"Highest","Closeness c.",150,0.0569494268914195,0.0246411189395912,"Small-world",0.1
2,"With (weak)",20,7,"Highest","Closeness c.",150,0.0542202148917622,0.0124062785026591,"Small-world",0.9
2,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0591116658246955,0.0249932531027132,"Small-world",0.1
2,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.055736550082634,0.0127525973723529,"Small-world",0.9
2,"With (weak)",20,7,"Highest","Clustering",150,0.0573294175891882,0.0224861677257659,"Small-world",0.1
2,"With (weak)",20,7,"Highest","Clustering",150,0.0563245552113513,0.0116259598027353,"Small-world",0.9
2,"With (weak)",20,7,"Highest","Degree",150,0.0548547412134559,0.0223153825579035,"Small-world",0.1
2,"With (weak)",20,7,"Highest","Degree",150,0.0550421596067963,0.0133675048290193,"Small-world",0.9
2,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0577504577062152,0.0228908516349522,"Small-world",0.1
2,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0589986106531117,0.0128714131712074,"Small-world",0.9
2,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0587058586106019,0.0240706994114508,"Small-world",0.1
2,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0604926978924612,0.0129167224684541,"Small-world",0.9
2,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0600898860266246,0.0244111833659445,"Small-world",0.1
2,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0602489796940975,0.0132974262333607,"Small-world",0.9
2,"With (weak)",20,7,"Lowest","Clustering",150,0.0566088338164312,0.0236036086531495,"Small-world",0.1
2,"With (weak)",20,7,"Lowest","Clustering",150,0.0572236199975655,0.0125192346086734,"Small-world",0.9
2,"With (weak)",20,7,"Lowest","Degree",150,0.0573872170223917,0.0222977472582289,"Small-world",0.1
2,"With (weak)",20,7,"Lowest","Degree",150,0.0588016053029196,0.0130469063636266,"Small-world",0.9
2,"With (weak)",20,7,"Random","No biased agents",150,0.0572060445362653,0.0219255771699155,"Small-world",0.1
2,"With (weak)",20,7,"Random","No biased agents",150,0.0560888895324315,0.0123825334136179,"Small-world",0.9
2,"With (strong)",0,NA,"None","No biased agents",150,0.033240557452786,0.0139960925258313,"Small-world",0.1
2,"With (strong)",0,NA,"None","No biased agents",150,0.0325892628420462,0.00796524410311746,"Small-world",0.9
2,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0300882212122517,0.0131749916360404,"Small-world",0.1
2,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0298150639382942,0.00740757873147673,"Small-world",0.9
2,"With (strong)",20,7,"Highest","Closeness c.",150,0.0295859794627652,0.0132037380255957,"Small-world",0.1
2,"With (strong)",20,7,"Highest","Closeness c.",150,0.0297021482105717,0.0073309977341956,"Small-world",0.9
2,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0303796364253202,0.0131245507758611,"Small-world",0.1
2,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0292420227809742,0.00705137384871033,"Small-world",0.9
2,"With (strong)",20,7,"Highest","Clustering",150,0.0302559972926043,0.0134068380752494,"Small-world",0.1
2,"With (strong)",20,7,"Highest","Clustering",150,0.0304915361529258,0.00787549300208368,"Small-world",0.9
2,"With (strong)",20,7,"Highest","Degree",150,0.0293155113977346,0.0131312472761155,"Small-world",0.1
2,"With (strong)",20,7,"Highest","Degree",150,0.0292336901525424,0.00728035945439423,"Small-world",0.9
2,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0310360505828875,0.0131725850339999,"Small-world",0.1
2,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0311790971039268,0.00755224216014657,"Small-world",0.9
2,"With (strong)",20,7,"Lowest","Closeness c.",150,0.029860471950299,0.0131448582365687,"Small-world",0.1
2,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0307557819178325,0.00779999808458061,"Small-world",0.9
2,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0301358115012741,0.0130770680912032,"Small-world",0.1
2,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0317771389615512,0.00779318490076568,"Small-world",0.9
2,"With (strong)",20,7,"Lowest","Clustering",150,0.0308924336543941,0.0137232878604345,"Small-world",0.1
2,"With (strong)",20,7,"Lowest","Clustering",150,0.0307726479406634,0.00771115688159539,"Small-world",0.9
2,"With (strong)",20,7,"Lowest","Degree",150,0.031076643795723,0.0133128582026906,"Small-world",0.1
2,"With (strong)",20,7,"Lowest","Degree",150,0.0303576322117837,0.00734750716372557,"Small-world",0.9
2,"With (strong)",20,7,"Random","No biased agents",150,0.0302156713728499,0.0129633488869325,"Small-world",0.1
2,"With (strong)",20,7,"Random","No biased agents",150,0.030752794047504,0.00747305154235888,"Small-world",0.9
3,"Without",0,NA,"None","No biased agents",150,0.100447880020832,0.0359849893641468,"Small-world",0.1
3,"Without",0,NA,"None","No biased agents",150,0.10030582433104,0.020164250487728,"Small-world",0.9
3,"Without",20,7,"Highest","Betweenness c.",150,0.0822155854278539,0.0317918275455617,"Small-world",0.1
3,"Without",20,7,"Highest","Betweenness c.",150,0.077879443122054,0.0167971735725426,"Small-world",0.9
3,"Without",20,7,"Highest","Closeness c.",150,0.0818459997832867,0.0336814867459937,"Small-world",0.1
3,"Without",20,7,"Highest","Closeness c.",150,0.0784708694813304,0.0181244905596841,"Small-world",0.9
3,"Without",20,7,"Highest","Eigenvector c.",150,0.0835223220061342,0.0342309670059683,"Small-world",0.1
3,"Without",20,7,"Highest","Eigenvector c.",150,0.0791917132422609,0.017452255419535,"Small-world",0.9
3,"Without",20,7,"Highest","Clustering",150,0.0794668932324515,0.0297969296447824,"Small-world",0.1
3,"Without",20,7,"Highest","Clustering",150,0.0793874038512897,0.0171238633380898,"Small-world",0.9
3,"Without",20,7,"Highest","Degree",150,0.080062585301311,0.0308146264445409,"Small-world",0.1
3,"Without",20,7,"Highest","Degree",150,0.0790113184906903,0.0153497895603263,"Small-world",0.9
3,"Without",20,7,"Lowest","Betweenness c.",150,0.0833435130491555,0.0311137781380558,"Small-world",0.1
3,"Without",20,7,"Lowest","Betweenness c.",150,0.0861952636287283,0.0174664539745203,"Small-world",0.9
3,"Without",20,7,"Lowest","Closeness c.",150,0.0841560798258003,0.0337641613341355,"Small-world",0.1
3,"Without",20,7,"Lowest","Closeness c.",150,0.0836641982670941,0.0176956492899904,"Small-world",0.9
3,"Without",20,7,"Lowest","Eigenvector c.",150,0.0855006917811226,0.0333805052205683,"Small-world",0.1
3,"Without",20,7,"Lowest","Eigenvector c.",150,0.0856154104720565,0.0173405671704413,"Small-world",0.9
3,"Without",20,7,"Lowest","Clustering",150,0.0829718311609027,0.0339296053442054,"Small-world",0.1
3,"Without",20,7,"Lowest","Clustering",150,0.0811502684835458,0.0162494879009025,"Small-world",0.9
3,"Without",20,7,"Lowest","Degree",150,0.0844623379747892,0.0321678786233589,"Small-world",0.1
3,"Without",20,7,"Lowest","Degree",150,0.0867064510511068,0.0185200172519389,"Small-world",0.9
3,"Without",20,7,"Random","No biased agents",150,0.0821110886786354,0.0310538888328998,"Small-world",0.1
3,"Without",20,7,"Random","No biased agents",150,0.0818461894805745,0.0162855971266683,"Small-world",0.9
3,"With (weak)",0,NA,"None","No biased agents",150,0.0658253466889875,0.0258705351236901,"Small-world",0.1
3,"With (weak)",0,NA,"None","No biased agents",150,0.0671112069912763,0.0147129096185303,"Small-world",0.9
3,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0560044403825147,0.0235834144738303,"Small-world",0.1
3,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0546728183048635,0.0130642749519046,"Small-world",0.9
3,"With (weak)",20,7,"Highest","Closeness c.",150,0.0567417909521872,0.0231915811419421,"Small-world",0.1
3,"With (weak)",20,7,"Highest","Closeness c.",150,0.0542018619436101,0.0122897399241398,"Small-world",0.9
3,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0579486447007714,0.0244224854467336,"Small-world",0.1
3,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0558413724880528,0.0127196520375904,"Small-world",0.9
3,"With (weak)",20,7,"Highest","Clustering",150,0.0574156073199105,0.0223248744198178,"Small-world",0.1
3,"With (weak)",20,7,"Highest","Clustering",150,0.0570871321889756,0.0131286437590651,"Small-world",0.9
3,"With (weak)",20,7,"Highest","Degree",150,0.0553390047149532,0.0222300095411382,"Small-world",0.1
3,"With (weak)",20,7,"Highest","Degree",150,0.0531330861253826,0.0114894583665289,"Small-world",0.9
3,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0579062267483435,0.0233420246754261,"Small-world",0.1
3,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0607258803009285,0.0134386010442546,"Small-world",0.9
3,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0583853272203881,0.023762179454412,"Small-world",0.1
3,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0589955692249013,0.0132722280258224,"Small-world",0.9
3,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.059081271365539,0.0246533357871268,"Small-world",0.1
3,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0595614655980841,0.012431457267562,"Small-world",0.9
3,"With (weak)",20,7,"Lowest","Clustering",150,0.0575603152510902,0.0244107840203898,"Small-world",0.1
3,"With (weak)",20,7,"Lowest","Clustering",150,0.0568698590037344,0.0119672808141137,"Small-world",0.9
3,"With (weak)",20,7,"Lowest","Degree",150,0.0580433379838972,0.023167662113453,"Small-world",0.1
3,"With (weak)",20,7,"Lowest","Degree",150,0.0589524208731162,0.0136723546978444,"Small-world",0.9
3,"With (weak)",20,7,"Random","No biased agents",150,0.0589789214578184,0.0231561136909669,"Small-world",0.1
3,"With (weak)",20,7,"Random","No biased agents",150,0.0574929017627574,0.0119555842390193,"Small-world",0.9
3,"With (strong)",0,NA,"None","No biased agents",150,0.0336191402318928,0.0141118150561678,"Small-world",0.1
3,"With (strong)",0,NA,"None","No biased agents",150,0.0329230469514501,0.00762550496990835,"Small-world",0.9
3,"With (strong)",20,7,"Highest","Betweenness c.",150,0.030233139693432,0.0130373681436491,"Small-world",0.1
3,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0293778396014796,0.00751290471170401,"Small-world",0.9
3,"With (strong)",20,7,"Highest","Closeness c.",150,0.0297058020996913,0.0129852535547768,"Small-world",0.1
3,"With (strong)",20,7,"Highest","Closeness c.",150,0.0291303427367922,0.00728696618402491,"Small-world",0.9
3,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0300540568390589,0.013076908604077,"Small-world",0.1
3,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0295151129014635,0.00737798623473693,"Small-world",0.9
3,"With (strong)",20,7,"Highest","Clustering",150,0.0303225112640934,0.0133769973944397,"Small-world",0.1
3,"With (strong)",20,7,"Highest","Clustering",150,0.0298422390750339,0.00748949430086516,"Small-world",0.9
3,"With (strong)",20,7,"Highest","Degree",150,0.0302801070496512,0.012995673445584,"Small-world",0.1
3,"With (strong)",20,7,"Highest","Degree",150,0.029996273336037,0.0074394747809001,"Small-world",0.9
3,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0310117094013232,0.0129225381263722,"Small-world",0.1
3,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0307037879671605,0.00743185505833466,"Small-world",0.9
3,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0306487433456843,0.0127928048310459,"Small-world",0.1
3,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0309500069076409,0.00778024398049084,"Small-world",0.9
3,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.030552799281811,0.0133833230543683,"Small-world",0.1
3,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0309855772082123,0.00775145668747344,"Small-world",0.9
3,"With (strong)",20,7,"Lowest","Clustering",150,0.029987751247342,0.0129948899753579,"Small-world",0.1
3,"With (strong)",20,7,"Lowest","Clustering",150,0.0298497445016994,0.00764170940547182,"Small-world",0.9
3,"With (strong)",20,7,"Lowest","Degree",150,0.0306330798615934,0.0128769587543765,"Small-world",0.1
3,"With (strong)",20,7,"Lowest","Degree",150,0.0311569862031005,0.00825856845781124,"Small-world",0.9
3,"With (strong)",20,7,"Random","No biased agents",150,0.0303295302541312,0.0124618572741094,"Small-world",0.1
3,"With (strong)",20,7,"Random","No biased agents",150,0.0309353811357539,0.00749954492347954,"Small-world",0.9
4,"Without",0,NA,"None","No biased agents",150,0.0987922408996923,0.0352839378259142,"Small-world",0.1
4,"Without",0,NA,"None","No biased agents",150,0.100813065188873,0.0194609962056011,"Small-world",0.9
4,"Without",20,7,"Highest","Betweenness c.",150,0.0818356679387507,0.0337098243935001,"Small-world",0.1
4,"Without",20,7,"Highest","Betweenness c.",150,0.0783312071481118,0.0147977880129577,"Small-world",0.9
4,"Without",20,7,"Highest","Closeness c.",150,0.0832812171158039,0.0350059942317375,"Small-world",0.1
4,"Without",20,7,"Highest","Closeness c.",150,0.0783883312843058,0.0150060440877923,"Small-world",0.9
4,"Without",20,7,"Highest","Eigenvector c.",150,0.0836211092337563,0.0344193573722203,"Small-world",0.1
4,"Without",20,7,"Highest","Eigenvector c.",150,0.0787844721121189,0.0168149149830514,"Small-world",0.9
4,"Without",20,7,"Highest","Clustering",150,0.0823477635559096,0.0307401377957003,"Small-world",0.1
4,"Without",20,7,"Highest","Clustering",150,0.079232861809665,0.0168319457858738,"Small-world",0.9
4,"Without",20,7,"Highest","Degree",150,0.0804600285857662,0.0300929829676693,"Small-world",0.1
4,"Without",20,7,"Highest","Degree",150,0.0777153097885378,0.0169956952243972,"Small-world",0.9
4,"Without",20,7,"Lowest","Betweenness c.",150,0.0852619249910575,0.0318426637044487,"Small-world",0.1
4,"Without",20,7,"Lowest","Betweenness c.",150,0.0866395681964095,0.017986726927225,"Small-world",0.9
4,"Without",20,7,"Lowest","Closeness c.",150,0.0831466330694183,0.0324692848210605,"Small-world",0.1
4,"Without",20,7,"Lowest","Closeness c.",150,0.0864548375746863,0.0173969893165468,"Small-world",0.9
4,"Without",20,7,"Lowest","Eigenvector c.",150,0.0837953215159012,0.033663261758032,"Small-world",0.1
4,"Without",20,7,"Lowest","Eigenvector c.",150,0.0858418370395754,0.0189644557523209,"Small-world",0.9
4,"Without",20,7,"Lowest","Clustering",150,0.0808935288994925,0.0328835825298044,"Small-world",0.1
4,"Without",20,7,"Lowest","Clustering",150,0.0829803112753018,0.0169706999057762,"Small-world",0.9
4,"Without",20,7,"Lowest","Degree",150,0.0855614683487974,0.0331224407229043,"Small-world",0.1
4,"Without",20,7,"Lowest","Degree",150,0.0833318876680098,0.0166541196016428,"Small-world",0.9
4,"Without",20,7,"Random","No biased agents",150,0.0817121097732135,0.0297657862301576,"Small-world",0.1
4,"Without",20,7,"Random","No biased agents",150,0.0833208982148251,0.0184501617330006,"Small-world",0.9
4,"With (weak)",0,NA,"None","No biased agents",150,0.398914722453783,0.0507095602318947,"Small-world",0.1
4,"With (weak)",0,NA,"None","No biased agents",150,0.396073546885929,0.0275256096438755,"Small-world",0.9
4,"With (weak)",20,7,"Highest","Betweenness c.",150,0.338274237424485,0.0513919789634184,"Small-world",0.1
4,"With (weak)",20,7,"Highest","Betweenness c.",150,0.325063301546746,0.0260978039497457,"Small-world",0.9
4,"With (weak)",20,7,"Highest","Closeness c.",150,0.343830335374711,0.0609123898956882,"Small-world",0.1
4,"With (weak)",20,7,"Highest","Closeness c.",150,0.329933581463862,0.0275146375901766,"Small-world",0.9
4,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.346005698582037,0.0662290575674264,"Small-world",0.1
4,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.329408612977558,0.0294192317350441,"Small-world",0.9
4,"With (weak)",20,7,"Highest","Clustering",150,0.342383364132121,0.0506231843561945,"Small-world",0.1
4,"With (weak)",20,7,"Highest","Clustering",150,0.33468708961424,0.0284815916828529,"Small-world",0.9
4,"With (weak)",20,7,"Highest","Degree",150,0.334802192532986,0.0524307735154716,"Small-world",0.1
4,"With (weak)",20,7,"Highest","Degree",150,0.326891290611293,0.0257516470791738,"Small-world",0.9
4,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.345272544191817,0.052897627789657,"Small-world",0.1
4,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.354668489670542,0.025689516827002,"Small-world",0.9
4,"With (weak)",20,7,"Lowest","Closeness c.",150,0.345146932756633,0.0670243178460982,"Small-world",0.1
4,"With (weak)",20,7,"Lowest","Closeness c.",150,0.356413734861603,0.028326321471131,"Small-world",0.9
4,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.347552725823298,0.0673708465624429,"Small-world",0.1
4,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.355470082898723,0.0302704231337181,"Small-world",0.9
4,"With (weak)",20,7,"Lowest","Clustering",150,0.339997481726706,0.0524676216573243,"Small-world",0.1
4,"With (weak)",20,7,"Lowest","Clustering",150,0.341982420454695,0.0263086442138157,"Small-world",0.9
4,"With (weak)",20,7,"Lowest","Degree",150,0.347014904844355,0.0511724053960552,"Small-world",0.1
4,"With (weak)",20,7,"Lowest","Degree",150,0.356841542514538,0.0265648602488613,"Small-world",0.9
4,"With (weak)",20,7,"Random","No biased agents",150,0.336349698625454,0.0507374506878948,"Small-world",0.1
4,"With (weak)",20,7,"Random","No biased agents",150,0.336837562835828,0.0253975410462835,"Small-world",0.9
4,"With (strong)",0,NA,"None","No biased agents",150,0.699830815429869,0.0350350916275832,"Small-world",0.1
4,"With (strong)",0,NA,"None","No biased agents",150,0.70086283152216,0.0208280762111592,"Small-world",0.9
4,"With (strong)",20,7,"Highest","Betweenness c.",150,0.629835958656132,0.0465551215107419,"Small-world",0.1
4,"With (strong)",20,7,"Highest","Betweenness c.",150,0.617144834135929,0.0234668783977322,"Small-world",0.9
