"utterance","init_lang_exp","percent_bias","utt_biased","level_bias","metric_biased","size_net","mean_cond","std_cond","network_type","rewire"
7,"Without",20,7,"Lowest","Betweenness c.",150,0.228356410856368,0.0760240331447348,"Scalefree",NA
7,"Without",20,7,"Lowest","Closeness c.",150,0.216118339722559,0.144613705009983,"Scalefree",NA
7,"Without",20,7,"Lowest","Eigenvector c.",150,0.221865850008672,0.151321211642077,"Scalefree",NA
7,"Without",20,7,"Lowest","Clustering",150,0.264595860585236,0.0927704128244912,"Scalefree",NA
7,"Without",20,7,"Lowest","Degree",150,0.232222567108987,0.0774140450722835,"Scalefree",NA
7,"Without",20,7,"Random","No biased agents",150,0.265743344136212,0.0954411469070321,"Scalefree",NA
7,"With (weak)",0,NA,"None","No biased agents",150,0.0672927508643324,0.0286881005764665,"Scalefree",NA
7,"With (weak)",20,7,"Highest","Betweenness c.",150,0.286652515615779,0.0676216779744387,"Scalefree",NA
7,"With (weak)",20,7,"Highest","Closeness c.",150,0.240574203127446,0.120707578539238,"Scalefree",NA
7,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.235678365290584,0.130023051245338,"Scalefree",NA
7,"With (weak)",20,7,"Highest","Clustering",150,0.203161551143649,0.0791633149650327,"Scalefree",NA
7,"With (weak)",20,7,"Highest","Degree",150,0.285850932504404,0.0662606720755956,"Scalefree",NA
7,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.176182949942835,0.0645638067649121,"Scalefree",NA
7,"With (weak)",20,7,"Lowest","Closeness c.",150,0.171277798704855,0.126752126218833,"Scalefree",NA
7,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.170121482067708,0.13075162201107,"Scalefree",NA
7,"With (weak)",20,7,"Lowest","Clustering",150,0.200935680891305,0.0768847615104428,"Scalefree",NA
7,"With (weak)",20,7,"Lowest","Degree",150,0.174997290058631,0.0650522289160448,"Scalefree",NA
7,"With (weak)",20,7,"Random","No biased agents",150,0.204849632676237,0.08031875556057,"Scalefree",NA
7,"With (strong)",0,NA,"None","No biased agents",150,0.0333110953357486,0.0153254147117333,"Scalefree",NA
7,"With (strong)",20,7,"Highest","Betweenness c.",150,0.177461683345778,0.0465525801256417,"Scalefree",NA
7,"With (strong)",20,7,"Highest","Closeness c.",150,0.150126535330247,0.0856537220639307,"Scalefree",NA
7,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.145741495804704,0.0884058194934192,"Scalefree",NA
7,"With (strong)",20,7,"Highest","Clustering",150,0.12402044163807,0.0533206855255346,"Scalefree",NA
7,"With (strong)",20,7,"Highest","Degree",150,0.17639826038654,0.0466028416930837,"Scalefree",NA
7,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.107341167685539,0.0455620195155087,"Scalefree",NA
7,"With (strong)",20,7,"Lowest","Closeness c.",150,0.104745770237849,0.0897219021644845,"Scalefree",NA
7,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.104303762349733,0.0974237120766734,"Scalefree",NA
7,"With (strong)",20,7,"Lowest","Clustering",150,0.124378749459432,0.0542191505848377,"Scalefree",NA
7,"With (strong)",20,7,"Lowest","Degree",150,0.106896733654486,0.0441700408954633,"Scalefree",NA
7,"With (strong)",20,7,"Random","No biased agents",150,0.120979278461332,0.0533943388953339,"Scalefree",NA
8,"Without",0,NA,"None","No biased agents",150,0.101722775232208,0.043065774459666,"Scalefree",NA
8,"Without",20,7,"Highest","Betweenness c.",150,0.0703080040300052,0.0296089033380371,"Scalefree",NA
8,"Without",20,7,"Highest","Closeness c.",150,0.0768337962602932,0.0362195740752037,"Scalefree",NA
8,"Without",20,7,"Highest","Eigenvector c.",150,0.0761541971241585,0.0371401078330139,"Scalefree",NA
8,"Without",20,7,"Highest","Clustering",150,0.0821559950178814,0.0366500408400342,"Scalefree",NA
8,"Without",20,7,"Highest","Degree",150,0.0706806282889391,0.0308660040065733,"Scalefree",NA
8,"Without",20,7,"Lowest","Betweenness c.",150,0.0862245905821997,0.0382445125889444,"Scalefree",NA
8,"Without",20,7,"Lowest","Closeness c.",150,0.0902860355004248,0.0423417953851485,"Scalefree",NA
8,"Without",20,7,"Lowest","Eigenvector c.",150,0.0890055340498654,0.0415124741206255,"Scalefree",NA
8,"Without",20,7,"Lowest","Clustering",150,0.0834305969470736,0.0355743140284878,"Scalefree",NA
8,"Without",20,7,"Lowest","Degree",150,0.0850536656759778,0.0378682862662411,"Scalefree",NA
8,"Without",20,7,"Random","No biased agents",150,0.0814236167429371,0.0356520829063684,"Scalefree",NA
8,"With (weak)",0,NA,"None","No biased agents",150,0.0680485125754526,0.0299077160561433,"Scalefree",NA
8,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0506469759328623,0.022645275369325,"Scalefree",NA
8,"With (weak)",20,7,"Highest","Closeness c.",150,0.0540625097449138,0.0266553013577858,"Scalefree",NA
8,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0544525384132649,0.0284225654541318,"Scalefree",NA
8,"With (weak)",20,7,"Highest","Clustering",150,0.0558332563077226,0.0259268599985267,"Scalefree",NA
8,"With (weak)",20,7,"Highest","Degree",150,0.0494011231727142,0.0224452914237541,"Scalefree",NA
8,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0593845712788195,0.0264720176373922,"Scalefree",NA
8,"With (weak)",20,7,"Lowest","Closeness c.",150,0.058624839674967,0.0283973497410673,"Scalefree",NA
8,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0631317642624027,0.0304639428990898,"Scalefree",NA
8,"With (weak)",20,7,"Lowest","Clustering",150,0.056683949344864,0.0263099305720804,"Scalefree",NA
8,"With (weak)",20,7,"Lowest","Degree",150,0.0581879232859381,0.0267330691479288,"Scalefree",NA
8,"With (weak)",20,7,"Random","No biased agents",150,0.0588923475513768,0.0282728722721735,"Scalefree",NA
8,"With (strong)",0,NA,"None","No biased agents",150,0.033164402778792,0.0159790725766557,"Scalefree",NA
8,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0287641031108507,0.0136586784895514,"Scalefree",NA
8,"With (strong)",20,7,"Highest","Closeness c.",150,0.0290481303087602,0.0147273142872164,"Scalefree",NA
8,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0284768177213926,0.0143063933380168,"Scalefree",NA
8,"With (strong)",20,7,"Highest","Clustering",150,0.03115152066183,0.014966832586185,"Scalefree",NA
8,"With (strong)",20,7,"Highest","Degree",150,0.0284712840040666,0.0138652683892414,"Scalefree",NA
8,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0311486402959901,0.0157864127292504,"Scalefree",NA
8,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0308881376852133,0.0150237401179666,"Scalefree",NA
8,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0315941088687841,0.0157935804663285,"Scalefree",NA
8,"With (strong)",20,7,"Lowest","Clustering",150,0.0304575089171551,0.014923954403631,"Scalefree",NA
8,"With (strong)",20,7,"Lowest","Degree",150,0.0308105930521729,0.0153194155398731,"Scalefree",NA
8,"With (strong)",20,7,"Random","No biased agents",150,0.0299112887705259,0.014872810973206,"Scalefree",NA
9,"Without",0,NA,"None","No biased agents",150,0.101647493462773,0.0408415985832125,"Scalefree",NA
9,"Without",20,7,"Highest","Betweenness c.",150,0.0700629253801619,0.029643678015412,"Scalefree",NA
9,"Without",20,7,"Highest","Closeness c.",150,0.0765622914635621,0.0375067700291366,"Scalefree",NA
9,"Without",20,7,"Highest","Eigenvector c.",150,0.07907775551733,0.0367710782369942,"Scalefree",NA
9,"Without",20,7,"Highest","Clustering",150,0.0835974695343149,0.0371197075304276,"Scalefree",NA
9,"Without",20,7,"Highest","Degree",150,0.0695139144246762,0.0307844125245122,"Scalefree",NA
9,"Without",20,7,"Lowest","Betweenness c.",150,0.0855919727586256,0.036928899316575,"Scalefree",NA
9,"Without",20,7,"Lowest","Closeness c.",150,0.0875857835313174,0.0419642055970704,"Scalefree",NA
9,"Without",20,7,"Lowest","Eigenvector c.",150,0.0855031631472402,0.0399639068905948,"Scalefree",NA
9,"Without",20,7,"Lowest","Clustering",150,0.0811390400857894,0.0361239329620725,"Scalefree",NA
9,"Without",20,7,"Lowest","Degree",150,0.0843018473345415,0.0366004656118513,"Scalefree",NA
9,"Without",20,7,"Random","No biased agents",150,0.0812578280977065,0.0383735301597272,"Scalefree",NA
9,"With (weak)",0,NA,"None","No biased agents",150,0.0679764555090826,0.0290555654183026,"Scalefree",NA
9,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0522139928676821,0.0236986041360019,"Scalefree",NA
9,"With (weak)",20,7,"Highest","Closeness c.",150,0.0558337248351089,0.0264344404260112,"Scalefree",NA
9,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0538887634494214,0.0262592517823808,"Scalefree",NA
9,"With (weak)",20,7,"Highest","Clustering",150,0.0579183617494276,0.0276357398811824,"Scalefree",NA
9,"With (weak)",20,7,"Highest","Degree",150,0.0515939923897057,0.0234046068042129,"Scalefree",NA
9,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0574061314572299,0.0260862250811112,"Scalefree",NA
9,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0589483306021425,0.0277350594134429,"Scalefree",NA
9,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.05986236816976,0.0288469321806048,"Scalefree",NA
9,"With (weak)",20,7,"Lowest","Clustering",150,0.0549625511173,0.025711481515595,"Scalefree",NA
9,"With (weak)",20,7,"Lowest","Degree",150,0.0581428993581603,0.0267203317950761,"Scalefree",NA
9,"With (weak)",20,7,"Random","No biased agents",150,0.056422220317336,0.0264896778409799,"Scalefree",NA
9,"With (strong)",0,NA,"None","No biased agents",150,0.0332274826418357,0.0156261996171379,"Scalefree",NA
9,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0283680867638915,0.013607683605116,"Scalefree",NA
9,"With (strong)",20,7,"Highest","Closeness c.",150,0.0290408255819645,0.0145370710782403,"Scalefree",NA
9,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0296509297412156,0.014736694151211,"Scalefree",NA
9,"With (strong)",20,7,"Highest","Clustering",150,0.0296848323212543,0.014416448610946,"Scalefree",NA
9,"With (strong)",20,7,"Highest","Degree",150,0.0285557887426236,0.0132772134119683,"Scalefree",NA
9,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0306342420067231,0.0151291403795936,"Scalefree",NA
9,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0324470771669745,0.0151720607422259,"Scalefree",NA
9,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0318405344173371,0.0148463916997685,"Scalefree",NA
9,"With (strong)",20,7,"Lowest","Clustering",150,0.0304114732681047,0.014656542825896,"Scalefree",NA
9,"With (strong)",20,7,"Lowest","Degree",150,0.031491616510098,0.0150231503425977,"Scalefree",NA
9,"With (strong)",20,7,"Random","No biased agents",150,0.0306035352839151,0.014864295603787,"Scalefree",NA
1,"Without",0,NA,"None","No biased agents",150,0.100621965008821,0.0207866436561744,"Random",NA
1,"Without",20,7,"Highest","Betweenness c.",150,0.0775122546858034,0.016373953112974,"Random",NA
1,"Without",20,7,"Highest","Closeness c.",150,0.0776172928630004,0.016883551270726,"Random",NA
1,"Without",20,7,"Highest","Eigenvector c.",150,0.0790584853876649,0.0182807291143576,"Random",NA
1,"Without",20,7,"Highest","Clustering",150,0.0831963616142406,0.0179823363478337,"Random",NA
1,"Without",20,7,"Highest","Degree",150,0.0772298070051714,0.0161493969045083,"Random",NA
1,"Without",20,7,"Lowest","Betweenness c.",150,0.0848910440993919,0.0184723394261225,"Random",NA
1,"Without",20,7,"Lowest","Closeness c.",150,0.0865756241378904,0.0197531247268981,"Random",NA
1,"Without",20,7,"Lowest","Eigenvector c.",150,0.0874384961820378,0.0204357039298399,"Random",NA
1,"Without",20,7,"Lowest","Clustering",150,0.0840076179605811,0.0199783192610729,"Random",NA
1,"Without",20,7,"Lowest","Degree",150,0.0891794039114105,0.0186495005602596,"Random",NA
1,"Without",20,7,"Random","No biased agents",150,0.0829617812038511,0.0217104844040057,"Random",NA
1,"With (weak)",0,NA,"None","No biased agents",150,0.0648955079249628,0.014653637073717,"Random",NA
1,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0549819544471592,0.0138874326864867,"Random",NA
1,"With (weak)",20,7,"Highest","Closeness c.",150,0.0537840886660554,0.0129244349300072,"Random",NA
1,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.055040260248862,0.0147823720944521,"Random",NA
1,"With (weak)",20,7,"Highest","Clustering",150,0.0567571108649679,0.0124694408096554,"Random",NA
1,"With (weak)",20,7,"Highest","Degree",150,0.0533783859881892,0.0129165359304428,"Random",NA
1,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.061731616426543,0.0157736690793715,"Random",NA
1,"With (weak)",20,7,"Lowest","Closeness c.",150,0.058671483734463,0.0139589537017608,"Random",NA
1,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0597387909287289,0.0126713688808469,"Random",NA
1,"With (weak)",20,7,"Lowest","Clustering",150,0.0571895641696402,0.0155630738574332,"Random",NA
1,"With (weak)",20,7,"Lowest","Degree",150,0.0593877199887988,0.0145228358944216,"Random",NA
1,"With (weak)",20,7,"Random","No biased agents",150,0.0598512196556159,0.0144455626929015,"Random",NA
1,"With (strong)",0,NA,"None","No biased agents",150,0.0325905568548865,0.00766605996780632,"Random",NA
1,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0292453296304354,0.00752291138396729,"Random",NA
1,"With (strong)",20,7,"Highest","Closeness c.",150,0.0294598203373205,0.00687396925729246,"Random",NA
1,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0294939400904198,0.00731808728726669,"Random",NA
1,"With (strong)",20,7,"Highest","Clustering",150,0.0293926316683558,0.00797694716570565,"Random",NA
1,"With (strong)",20,7,"Highest","Degree",150,0.0313165964838973,0.00812246943971159,"Random",NA
1,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0303626837052538,0.00757673239184668,"Random",NA
1,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0308681743570475,0.0085252487863732,"Random",NA
1,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0313832069028256,0.00768053287610934,"Random",NA
1,"With (strong)",20,7,"Lowest","Clustering",150,0.0305355158911188,0.00810338696778399,"Random",NA
1,"With (strong)",20,7,"Lowest","Degree",150,0.0299749350897453,0.00806783331215315,"Random",NA
1,"With (strong)",20,7,"Random","No biased agents",150,0.0295601116218508,0.00764359961841855,"Random",NA
10,"Without",0,NA,"None","No biased agents",150,0.0985449988802886,0.0206633068983479,"Random",NA
10,"Without",20,7,"Highest","Betweenness c.",150,0.0732957816475949,0.0161518384069887,"Random",NA
10,"Without",20,7,"Highest","Closeness c.",150,0.0779081121437808,0.018777361622666,"Random",NA
10,"Without",20,7,"Highest","Eigenvector c.",150,0.076705008945883,0.0145579510967519,"Random",NA
10,"Without",20,7,"Highest","Clustering",150,0.0811114242490212,0.0188265108285719,"Random",NA
10,"Without",20,7,"Highest","Degree",150,0.0767086239695156,0.0174918040139639,"Random",NA
10,"Without",20,7,"Lowest","Betweenness c.",150,0.0880579100740277,0.0196364061226045,"Random",NA
10,"Without",20,7,"Lowest","Closeness c.",150,0.0865605998986177,0.0195119663364812,"Random",NA
10,"Without",20,7,"Lowest","Eigenvector c.",150,0.0859016105011766,0.0197498464437804,"Random",NA
10,"Without",20,7,"Lowest","Clustering",150,0.0831850730697223,0.0188085859791518,"Random",NA
10,"Without",20,7,"Lowest","Degree",150,0.0849865995032311,0.0197257428733313,"Random",NA
10,"Without",20,7,"Random","No biased agents",150,0.0776063721436208,0.0171511966080896,"Random",NA
10,"With (weak)",0,NA,"None","No biased agents",150,0.0657520952096041,0.0155614753093876,"Random",NA
10,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0528514222033718,0.0123546483896921,"Random",NA
10,"With (weak)",20,7,"Highest","Closeness c.",150,0.0535938765480483,0.0142626572457579,"Random",NA
10,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0526711394770436,0.0127554783786451,"Random",NA
10,"With (weak)",20,7,"Highest","Clustering",150,0.056706415109044,0.0126205522610886,"Random",NA
10,"With (weak)",20,7,"Highest","Degree",150,0.0548985409496384,0.014491984088743,"Random",NA
10,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0585586211289461,0.0137689926089881,"Random",NA
10,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0582397052089036,0.0142076463689902,"Random",NA
10,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0589990872723732,0.0135244125036457,"Random",NA
10,"With (weak)",20,7,"Lowest","Clustering",150,0.0585540473896263,0.0132319601557786,"Random",NA
10,"With (weak)",20,7,"Lowest","Degree",150,0.0597957265553606,0.0138010540855581,"Random",NA
10,"With (weak)",20,7,"Random","No biased agents",150,0.0571568681540813,0.0142062186950446,"Random",NA
10,"With (strong)",0,NA,"None","No biased agents",150,0.0342666659817513,0.00937828901375078,"Random",NA
10,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0301969161968723,0.00900052102868625,"Random",NA
10,"With (strong)",20,7,"Highest","Closeness c.",150,0.03031823695864,0.00835332189966168,"Random",NA
10,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.030096468639019,0.00730032729075117,"Random",NA
10,"With (strong)",20,7,"Highest","Clustering",150,0.0315629680945757,0.00877676760768443,"Random",NA
10,"With (strong)",20,7,"Highest","Degree",150,0.0310937515616147,0.00782045002362291,"Random",NA
10,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0291572788681076,0.00698159177732166,"Random",NA
10,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0313351412895736,0.0088611469365305,"Random",NA
10,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0308003759896518,0.00823346837905062,"Random",NA
10,"With (strong)",20,7,"Lowest","Clustering",150,0.0304370406948251,0.00812209195314417,"Random",NA
10,"With (strong)",20,7,"Lowest","Degree",150,0.0304713448303669,0.00796521057662473,"Random",NA
10,"With (strong)",20,7,"Random","No biased agents",150,0.0303198736936796,0.00744878463013049,"Random",NA
2,"Without",0,NA,"None","No biased agents",150,0.0948574213070355,0.020009635546501,"Random",NA
2,"Without",20,7,"Highest","Betweenness c.",150,0.0757433980240757,0.0149327317284507,"Random",NA
2,"Without",20,7,"Highest","Closeness c.",150,0.0769536114428248,0.0164263863672962,"Random",NA
2,"Without",20,7,"Highest","Eigenvector c.",150,0.0791017117398102,0.0175959477101046,"Random",NA
2,"Without",20,7,"Highest","Clustering",150,0.0813049562823141,0.0170333288779106,"Random",NA
2,"Without",20,7,"Highest","Degree",150,0.0756200736332099,0.0153278450400313,"Random",NA
2,"Without",20,7,"Lowest","Betweenness c.",150,0.0860522077788161,0.0205980223679055,"Random",NA
2,"Without",20,7,"Lowest","Closeness c.",150,0.0869540751001812,0.0200362343376893,"Random",NA
2,"Without",20,7,"Lowest","Eigenvector c.",150,0.0833147939803796,0.017781840393542,"Random",NA
2,"Without",20,7,"Lowest","Clustering",150,0.0844498356732776,0.0187391959769549,"Random",NA
2,"Without",20,7,"Lowest","Degree",150,0.0842522424220385,0.0179161337989083,"Random",NA
2,"Without",20,7,"Random","No biased agents",150,0.080836359945261,0.0166575414491573,"Random",NA
2,"With (weak)",0,NA,"None","No biased agents",150,0.0663790653476665,0.0156851030375745,"Random",NA
2,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0542069263887856,0.0129034555443132,"Random",NA
2,"With (weak)",20,7,"Highest","Closeness c.",150,0.0540180949360996,0.0140848095105681,"Random",NA
2,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0540127393388371,0.0123192754588399,"Random",NA
2,"With (weak)",20,7,"Highest","Clustering",150,0.0559115985915691,0.0144868392751423,"Random",NA
2,"With (weak)",20,7,"Highest","Degree",150,0.0542715062722269,0.0134394945234338,"Random",NA
2,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0569746135086845,0.0153552308749787,"Random",NA
2,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0592857366338763,0.0163413606209553,"Random",NA
2,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0598583692587844,0.0167832329170644,"Random",NA
2,"With (weak)",20,7,"Lowest","Clustering",150,0.059393524301761,0.0155837236941073,"Random",NA
2,"With (weak)",20,7,"Lowest","Degree",150,0.0571722449892266,0.0146886502386009,"Random",NA
2,"With (weak)",20,7,"Random","No biased agents",150,0.0542898464844232,0.0137379313872337,"Random",NA
2,"With (strong)",0,NA,"None","No biased agents",150,0.0335367314121339,0.00819166515070717,"Random",NA
2,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0294567278787053,0.00760707633926706,"Random",NA
2,"With (strong)",20,7,"Highest","Closeness c.",150,0.0294915250768597,0.00857295162168868,"Random",NA
2,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0301822529127247,0.00832444794502913,"Random",NA
2,"With (strong)",20,7,"Highest","Clustering",150,0.0307059348967797,0.00733109088027754,"Random",NA
2,"With (strong)",20,7,"Highest","Degree",150,0.030248908777002,0.0077383700035365,"Random",NA
2,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0301572169199668,0.0084528668637986,"Random",NA
2,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0299241922190991,0.00820139353241505,"Random",NA
2,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0304778397005875,0.0086474002458319,"Random",NA
2,"With (strong)",20,7,"Lowest","Clustering",150,0.0307053017469309,0.00826667456208817,"Random",NA
2,"With (strong)",20,7,"Lowest","Degree",150,0.0304103672516895,0.00889888737943669,"Random",NA
2,"With (strong)",20,7,"Random","No biased agents",150,0.0284093884436075,0.00698879976186936,"Random",NA
3,"Without",0,NA,"None","No biased agents",150,0.101411988318138,0.0209177398520476,"Random",NA
3,"Without",20,7,"Highest","Betweenness c.",150,0.0792541203521937,0.0158501586680152,"Random",NA
3,"Without",20,7,"Highest","Closeness c.",150,0.0790799120178536,0.0186772838296356,"Random",NA
3,"Without",20,7,"Highest","Eigenvector c.",150,0.0800158155993954,0.0173432960222215,"Random",NA
3,"Without",20,7,"Highest","Clustering",150,0.0822372893405932,0.0174020520879678,"Random",NA
3,"Without",20,7,"Highest","Degree",150,0.0818206712998172,0.0185029259077643,"Random",NA
3,"Without",20,7,"Lowest","Betweenness c.",150,0.0839402245224137,0.0192642175644924,"Random",NA
3,"Without",20,7,"Lowest","Closeness c.",150,0.0847946899555024,0.0196331595441013,"Random",NA
3,"Without",20,7,"Lowest","Eigenvector c.",150,0.0881103250068807,0.0198462340274133,"Random",NA
3,"Without",20,7,"Lowest","Clustering",150,0.0831881161167893,0.0201620501527321,"Random",NA
3,"Without",20,7,"Lowest","Degree",150,0.0872942625859812,0.0182405336270026,"Random",NA
3,"Without",20,7,"Random","No biased agents",150,0.081680531237997,0.0202833231720054,"Random",NA
3,"With (weak)",0,NA,"None","No biased agents",150,0.0681265070604888,0.0158894066562,"Random",NA
3,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0574252590058416,0.0145538752482563,"Random",NA
3,"With (weak)",20,7,"Highest","Closeness c.",150,0.0554384409555077,0.0110773176793602,"Random",NA
3,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0554597517006661,0.0131740045449125,"Random",NA
3,"With (weak)",20,7,"Highest","Clustering",150,0.0568934363402174,0.0138069727566229,"Random",NA
3,"With (weak)",20,7,"Highest","Degree",150,0.0545489341840372,0.0127647222813746,"Random",NA
3,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0571745414311105,0.0144600114517494,"Random",NA
3,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0595471523376377,0.0133833758301088,"Random",NA
3,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0586151206243614,0.0124240191501432,"Random",NA
3,"With (weak)",20,7,"Lowest","Clustering",150,0.0562796384214967,0.0137398620555642,"Random",NA
3,"With (weak)",20,7,"Lowest","Degree",150,0.0583944350940843,0.0148621384915381,"Random",NA
3,"With (weak)",20,7,"Random","No biased agents",150,0.056259658855468,0.0137887478320074,"Random",NA
3,"With (strong)",0,NA,"None","No biased agents",150,0.0324436401350995,0.00787511172174782,"Random",NA
3,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0295195009402447,0.00801307509425443,"Random",NA
3,"With (strong)",20,7,"Highest","Closeness c.",150,0.0298816388465136,0.00742840895774534,"Random",NA
3,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0306639762436488,0.00821472610585602,"Random",NA
3,"With (strong)",20,7,"Highest","Clustering",150,0.0300062793040564,0.00903299453784619,"Random",NA
3,"With (strong)",20,7,"Highest","Degree",150,0.0291239131141468,0.00736820729319019,"Random",NA
3,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0313746224075741,0.00810319365474019,"Random",NA
3,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0303982172629629,0.00891294914461354,"Random",NA
3,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0311150157118592,0.00809267700086528,"Random",NA
3,"With (strong)",20,7,"Lowest","Clustering",150,0.03067114213073,0.00889805887661532,"Random",NA
3,"With (strong)",20,7,"Lowest","Degree",150,0.0330900069071617,0.00909616930618325,"Random",NA
3,"With (strong)",20,7,"Random","No biased agents",150,0.030683187756513,0.00712246137032092,"Random",NA
4,"Without",0,NA,"None","No biased agents",150,0.10044486071294,0.021743876244732,"Random",NA
4,"Without",20,7,"Highest","Betweenness c.",150,0.0775703992102117,0.0182064554736424,"Random",NA
4,"Without",20,7,"Highest","Closeness c.",150,0.0772831550603395,0.0170122616729045,"Random",NA
4,"Without",20,7,"Highest","Eigenvector c.",150,0.0756127314023981,0.0163594327600085,"Random",NA
4,"Without",20,7,"Highest","Clustering",150,0.0842821918288633,0.0190692385768185,"Random",NA
4,"Without",20,7,"Highest","Degree",150,0.0764770063059313,0.0164296689867968,"Random",NA
4,"Without",20,7,"Lowest","Betweenness c.",150,0.0866025379152877,0.019814924130456,"Random",NA
4,"Without",20,7,"Lowest","Closeness c.",150,0.088129226560137,0.0154561573863206,"Random",NA
4,"Without",20,7,"Lowest","Eigenvector c.",150,0.0881122425437663,0.0223771054393488,"Random",NA
4,"Without",20,7,"Lowest","Clustering",150,0.0800199628806957,0.0182475131857723,"Random",NA
4,"Without",20,7,"Lowest","Degree",150,0.0883896139721488,0.0210017077651902,"Random",NA
4,"Without",20,7,"Random","No biased agents",150,0.0807896088803899,0.0192266062761538,"Random",NA
4,"With (weak)",0,NA,"None","No biased agents",150,0.396151292676127,0.0317669766167311,"Random",NA
4,"With (weak)",20,7,"Highest","Betweenness c.",150,0.328401761462326,0.0285372615629759,"Random",NA
4,"With (weak)",20,7,"Highest","Closeness c.",150,0.3290726942509,0.026249387621464,"Random",NA
4,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.329895898004925,0.0241017132888808,"Random",NA
4,"With (weak)",20,7,"Highest","Clustering",150,0.342253180828278,0.0267166836614301,"Random",NA
4,"With (weak)",20,7,"Highest","Degree",150,0.331196757133712,0.0286515386718957,"Random",NA
4,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.355595027332961,0.0286597250383192,"Random",NA
4,"With (weak)",20,7,"Lowest","Closeness c.",150,0.353464880070254,0.0306817762100212,"Random",NA
4,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.357959935087592,0.0277937933554453,"Random",NA
4,"With (weak)",20,7,"Lowest","Clustering",150,0.34580477685959,0.029172973651289,"Random",NA
4,"With (weak)",20,7,"Lowest","Degree",150,0.354536483375787,0.0306965882659614,"Random",NA
4,"With (weak)",20,7,"Random","No biased agents",150,0.336169029693252,0.0305161829215716,"Random",NA
