"rep_id","network_type","size","clustering","pathlength","value_lang_start","assortativity","exponent","init_lang_exp","node_degree","path_type","exp_type","size_type","neigh_type","clus_type","ass_type","mean_lang","inter_var","mean_intra_var","std_intra_var"
40813,"Scalefree",100,0,4.49333333333333,0.564917207704816,-0.339911917613166,2.84856158736338,"With (strong)",2,"None","None","High",NA,NA,"None",0.506484384425072,2.72057711384524e-05,0.0160351129102227,1.02699164596787e-05
40881,"Scalefree",100,0,4.40141414141414,0.522861080576166,-0.266025948509746,2.86821186886101,"With (strong)",2,"None","None","High",NA,NA,"None",0.498939574124774,2.68583954910782e-05,0.0180282373687084,1.03219652831402e-05
40951,"Scalefree",100,0,4.40141414141414,0.562889701479568,-0.281807541153885,2.87102163023112,"With (strong)",2,"None","None","High",NA,NA,"None",0.48897009376859,2.70926574585903e-05,0.00837360136705158,1.02374188040082e-05
41054,"Scalefree",100,0,4.46363636363636,0.62488614090581,-0.326513483288563,2.8830311998861,"With (strong)",2,"None","None","High",NA,NA,"None",0.493309178789282,2.68343970445838e-05,0.0117571823119511,1.03385774498648e-05
41133,"Scalefree",100,0,4.44161616161616,0.542581704026979,-0.268131243401283,2.83373893985962,"With (strong)",2,"None","None","High",NA,NA,"None",0.511834843025769,2.63735634164018e-05,0.0125640062798493,1.04047889623745e-05
41302,"Scalefree",100,0,4.44121212121212,0.546160570963919,-0.308948261238338,2.88793896089862,"With (strong)",2,"None","None","High",NA,NA,"None",0.504388375326084,2.69661125395637e-05,0.00893493687110304,1.01695298971726e-05
41426,"Scalefree",100,0,4.37575757575758,0.513291379102413,-0.268857447132207,2.85156633381236,"With (strong)",2,"None","None","High",NA,NA,"None",0.486453868567392,2.66990306439276e-05,0.0140051703963428,1.0370592563621e-05
41505,"Scalefree",100,0,4.46848484848485,0.583156411677545,-0.317072462083794,2.89298829230503,"With (strong)",2,"None","None","High",NA,NA,"None",0.511079233724902,2.67106972358636e-05,0.0138838556457069,1.03288211186651e-05
41506,"Scalefree",100,0,4.48141414141414,0.6148035182604,-0.285542860124172,2.89571821261366,"With (strong)",2,"None","None","High",NA,NA,"None",0.5023360287333,2.69602568512766e-05,0.0189653677984761,1.05520376799159e-05
41547,"Scalefree",100,0,4.4640404040404,0.547620799904239,-0.267141383935981,2.83344019478551,"With (strong)",2,"None","None","High",NA,NA,"None",0.491325453472088,2.68028148143325e-05,0.0107794008089156,1.0587304155035e-05
41604,"Scalefree",100,0,4.38909090909091,0.539682895168316,-0.250734500898981,2.88876455713527,"With (strong)",2,"None","None","High",NA,NA,"None",0.490637572561109,2.64924354015117e-05,0.0245861785901211,1.04088582896894e-05
41691,"Scalefree",100,0,4.46282828282828,0.5595162701326,-0.311558673405245,2.80285505095401,"With (strong)",2,"None","None","High",NA,NA,"None",0.497659163080346,2.69165917523684e-05,0.015051436594857,1.02773483057991e-05
41786,"Scalefree",100,0,4.40646464646465,0.552663679186641,-0.298464784431304,2.89672697713606,"With (strong)",2,"None","None","High",NA,NA,"None",0.506004637812896,2.65125995746273e-05,0.0135547579326893,1.0394750904737e-05
41908,"Scalefree",100,0,4.42828282828283,0.563240812410602,-0.305438448566611,2.8217922233211,"With (strong)",2,"None","None","High",NA,NA,"None",0.501994816649609,2.67078966186417e-05,0.0226896851512193,1.03302178608657e-05
41982,"Scalefree",100,0,4.3769696969697,0.556037319217036,-0.253380762824313,2.8748215029407,"With (strong)",2,"None","None","High",NA,NA,"None",0.513825158339657,2.66387770178234e-05,0.0187317408475719,1.04039847392757e-05
42047,"Scalefree",100,0,4.4410101010101,0.574116082151377,-0.261604511127035,2.88122142357849,"With (strong)",2,"None","None","High",NA,NA,"None",0.494320998051369,2.63795034612085e-05,0.0124000948481266,1.03700066672063e-05
42050,"Scalefree",100,0,4.44,0.543096009030666,-0.306864093996375,2.88357967462962,"With (strong)",2,"None","None","High",NA,NA,"None",0.488418536450682,2.70977008242207e-05,0.0165163065447984,1.0393155002205e-05
42095,"Scalefree",100,0,4.40888888888889,0.552618308216533,-0.252914798206278,2.83841624729259,"With (strong)",2,"None","None","High",NA,NA,"None",0.493780333176817,2.65906518463106e-05,0.0152130866874952,1.05238720077345e-05
42181,"Scalefree",100,0,4.3830303030303,0.550846029114728,-0.330161300995409,2.86119949902654,"With (strong)",2,"None","None","High",NA,NA,"None",0.484845899023339,2.70666262905587e-05,0.0134746133636005,1.02739418906117e-05
42285,"Scalefree",100,0,4.37515151515152,0.565231098885029,-0.332298662452735,2.83917674643784,"With (strong)",2,"None","None","High",NA,NA,"None",0.497349646679403,2.70845804498601e-05,0.016510970643213,1.0456834690839e-05
42342,"Scalefree",100,0,4.49393939393939,0.56231265021184,-0.29347372476004,2.87196780235099,"With (strong)",2,"None","None","High",NA,NA,"None",0.522419778268744,2.6603997841199e-05,0.014453225160907,1.04982560576266e-05
42394,"Scalefree",100,0,4.37272727272727,0.531431967777015,-0.269289614368198,2.82804690833865,"With (strong)",2,"None","None","High",NA,NA,"None",0.498624095673234,2.65364803358519e-05,0.0178784998081243,1.03668021232262e-05
42409,"Scalefree",100,0,4.48161616161616,0.552147930068627,-0.266357727280692,2.87219010994637,"With (strong)",2,"None","None","High",NA,NA,"None",0.50797879929747,2.6664808041612e-05,0.0148578017976322,1.03895039545044e-05
42465,"Scalefree",100,0,4.49212121212121,0.580936645656004,-0.26154362909236,2.82824852312711,"With (strong)",2,"None","None","High",NA,NA,"None",0.496451319127942,2.66838947380717e-05,0.0130319520455673,1.05979276348454e-05
42566,"Scalefree",100,0,4.40383838383838,0.5921505168084,-0.349345623937101,2.89116670399717,"With (strong)",2,"None","None","High",NA,NA,"None",0.504266615433611,2.68974494242266e-05,0.0206023010046884,1.01157763598188e-05
42575,"Scalefree",100,0,4.49373737373737,0.596247001001185,-0.324666244964543,2.89523773514644,"With (strong)",2,"None","None","High",NA,NA,"None",0.49430729959171,2.67581105996285e-05,0.0130164251219265,1.00939353567615e-05
42629,"Scalefree",100,0,4.44909090909091,0.541630321917795,-0.316956717709801,2.85879471240387,"With (strong)",2,"None","None","High",NA,NA,"None",0.489834242803795,2.6705749732891e-05,0.0172739251512903,1.03461499246784e-05
42718,"Scalefree",100,0,4.43050505050505,0.543702343577072,-0.257009487435967,2.8520781757075,"With (strong)",2,"None","None","High",NA,NA,"None",0.491721552814034,2.65634910552786e-05,0.0158743927942382,1.05146182163584e-05
42790,"Scalefree",100,0,4.49535353535354,0.586899808592518,-0.341642577951704,2.81498808975937,"With (strong)",2,"None","None","High",NA,NA,"None",0.476046703254671,2.68678154441591e-05,0.00849305420221365,1.05382021227611e-05
42832,"Scalefree",100,0,4.44262626262626,0.602452019398121,-0.330143231271623,2.88461621513845,"With (strong)",2,"None","None","High",NA,NA,"None",0.503338829801972,2.66173733008785e-05,0.02512278671479,1.02887395868202e-05
42847,"Scalefree",100,0,4.4620202020202,0.560302789475487,-0.252925100539916,2.84725551467951,"With (strong)",2,"None","None","High",NA,NA,"None",0.483912473322371,2.65137467152333e-05,0.0198876950356001,1.04321477453371e-05
42878,"Scalefree",100,0,4.45232323232323,0.530699265151379,-0.272943527779047,2.89601703142398,"With (strong)",2,"None","None","High",NA,NA,"None",0.510803609517469,2.66990086767755e-05,0.0148266007574544,1.03357285275355e-05
43304,"Scalefree",100,0,4.39252525252525,0.573877750671063,-0.2974648547561,2.87450631405259,"With (strong)",2,"None","None","High",NA,NA,"None",0.485376774426752,2.68839093378568e-05,0.019439624326398,1.00981754380277e-05
43362,"Scalefree",100,0,4.40141414141414,0.543407492375418,-0.304195669730415,2.83154711122857,"With (strong)",2,"None","None","High",NA,NA,"None",0.488400427109354,2.62440653775089e-05,0.0139810066418314,1.01936898008884e-05
43474,"Scalefree",100,0,4.40666666666667,0.548970033042763,-0.312561479997376,2.8931289895807,"With (strong)",2,"None","None","High",NA,NA,"None",0.499381878314117,2.71553656445547e-05,0.011880213793008,1.02932339348989e-05
43484,"Scalefree",100,0,4.42606060606061,0.581857506132681,-0.316519546027743,2.83611765979123,"With (strong)",2,"None","None","High",NA,NA,"None",0.497374355349504,2.63573366993526e-05,0.0234676962764018,1.02357416640425e-05
43586,"Scalefree",100,0,4.41535353535354,0.557042983782171,-0.341258231326393,2.88984620605203,"With (strong)",2,"None","None","High",NA,NA,"None",0.504072627578789,2.69901925363551e-05,0.009075527693058,1.03720371631887e-05
43645,"Scalefree",100,0,4.40727272727273,0.52816728723797,-0.288224856385867,2.89286071084219,"With (strong)",2,"None","None","High",NA,NA,"None",0.50109741162208,2.71087797627782e-05,0.0158542671341421,1.04213686542875e-05
44252,"Scalefree",100,0,4.48080808080808,0.563009444334953,-0.266681898531729,2.85761883172951,"With (strong)",2,"None","None","High",NA,NA,"None",0.506338739670719,2.65746696310163e-05,0.0261186246591911,1.05116233666509e-05
44326,"Scalefree",100,0,4.37535353535354,0.499128584915207,-0.253921464873948,2.896223155845,"With (strong)",2,"None","None","High",NA,NA,"None",0.483088488726113,2.6307089788072e-05,0.0152471841099739,1.02792038782889e-05
44401,"Scalefree",100,0,4.4830303030303,0.548421391830696,-0.276794426905315,2.89632683766963,"With (strong)",2,"None","None","High",NA,NA,"None",0.49169369464134,2.63838817046461e-05,0.0164527524650947,1.03743036547802e-05
44740,"Scalefree",100,0,4.49353535353535,0.531997446626948,-0.269127425702266,2.87605656129061,"With (strong)",2,"None","None","High",NA,NA,"None",0.518251767367822,2.65987132237999e-05,0.0129204727750416,1.04810467640173e-05
44788,"Scalefree",100,0,4.43777777777778,0.586081797020447,-0.301315766558108,2.83483499779774,"With (strong)",2,"None","None","High",NA,NA,"None",0.49843606311956,2.69544987415729e-05,0.014057782276469,1.04244467678972e-05
44889,"Scalefree",100,0,4.39151515151515,0.564402595498775,-0.28829749270396,2.8756849398008,"With (strong)",2,"None","None","High",NA,NA,"None",0.503413318642656,2.65536346632963e-05,0.017402864297741,1.03665832007797e-05
44901,"Scalefree",100,0,4.46646464646465,0.521750175482451,-0.266431693773875,2.82137949447988,"With (strong)",2,"None","None","High",NA,NA,"None",0.505038426514366,2.70661366252551e-05,0.0195429873883563,1.04473434062833e-05
44920,"Scalefree",100,0,4.44606060606061,0.565443476664504,-0.251348676070279,2.88817235082776,"With (strong)",2,"None","None","High",NA,NA,"None",0.516137690835915,2.65602461606854e-05,0.0178828314124667,1.05170111652516e-05
45055,"Scalefree",100,0,4.3979797979798,0.592282603966821,-0.348924643467245,2.87180659977752,"With (strong)",2,"None","None","High",NA,NA,"None",0.49769438342913,2.73176762332566e-05,0.0204981603171066,1.02933059407872e-05
45095,"Scalefree",100,0,4.47292929292929,0.531109856278254,-0.297205787830171,2.85079421343059,"With (strong)",2,"None","None","High",NA,NA,"None",0.501078450309837,2.69424745261456e-05,0.023968530934256,1.02352775403697e-05
45307,"Scalefree",100,0,4.48888888888889,0.542960356271654,-0.2789851258065,2.84740207527858,"With (strong)",2,"None","None","High",NA,NA,"None",0.490234390090965,2.68948484542082e-05,0.0117434980773661,1.0493512776471e-05
45319,"Scalefree",100,0,4.43737373737374,0.574410683366895,-0.29335346190975,2.85080712236802,"With (strong)",2,"None","None","High",NA,NA,"None",0.499700987205453,2.68647676578415e-05,0.00981711245683687,1.01241316213372e-05
45432,"Scalefree",100,0,4.48909090909091,0.574757568989337,-0.293690480964707,2.81166393137293,"With (strong)",2,"None","None","High",NA,NA,"None",0.489399664245686,2.6531174345798e-05,0.00757828988496346,1.03948942696558e-05
45556,"Scalefree",100,0,4.48909090909091,0.55137185525431,-0.28944929142737,2.83287601248776,"With (strong)",2,"None","None","High",NA,NA,"None",0.491100333353927,2.67449935824292e-05,0.0179937891150531,1.05003590613554e-05
46106,"Scalefree",100,0,4.49292929292929,0.552702993296558,-0.270863697001059,2.86812319144015,"With (strong)",2,"None","None","High",NA,NA,"None",0.497204524077482,2.61650870438197e-05,0.0130820119093634,1.04455156757546e-05
46219,"Scalefree",100,0,4.46363636363636,0.562832855263104,-0.2882662460375,2.88286039054052,"With (strong)",2,"None","None","High",NA,NA,"None",0.494540170932937,2.69863410092851e-05,0.00948878468616057,1.03289768756575e-05
46306,"Scalefree",100,0,4.40929292929293,0.588659716213077,-0.30315329490352,2.82224015206387,"With (strong)",2,"None","None","High",NA,NA,"None",0.516728602557301,2.69518380954992e-05,0.0137249056924798,1.04000887785075e-05
46574,"Scalefree",100,0,4.45292929292929,0.570807272602788,-0.276133529641537,2.89748443707093,"With (strong)",2,"None","None","High",NA,NA,"None",0.489635798201547,2.66331948814638e-05,0.0179383856591831,1.04268483987468e-05
46768,"Scalefree",100,0,4.40707070707071,0.57998583090061,-0.276776700217211,2.85215199253674,"With (strong)",2,"None","None","High",NA,NA,"None",0.498994427788346,2.6920995292223e-05,0.0175820930068864,1.04672531904738e-05
46911,"Scalefree",100,0,4.4789898989899,0.556252552807229,-0.253156811481337,2.89154815014222,"With (strong)",2,"None","None","High",NA,NA,"None",0.487563960629227,2.64322752313417e-05,0.0174973860364053,1.0499930237741e-05
46954,"Scalefree",100,0,4.3959595959596,0.521002018914747,-0.284415489913236,2.80740360231388,"With (strong)",2,"None","None","High",NA,NA,"None",0.509451667504452,2.67684614927675e-05,0.016372151581644,1.02713356361236e-05
46985,"Scalefree",100,0,4.44969696969697,0.556078157458252,-0.258939345824071,2.88572876144762,"With (strong)",2,"None","None","High",NA,NA,"None",0.484682919485738,2.6527639684053e-05,0.0123037929385348,1.03765810517572e-05
47009,"Scalefree",100,0,4.47313131313131,0.539483436997575,-0.321273678330202,2.83173703822772,"With (strong)",2,"None","None","High",NA,NA,"None",0.504305702015467,2.69352858007613e-05,0.0132803352292799,1.04375318575035e-05
47743,"Scalefree",100,0,4.49878787878788,0.597078544304828,-0.316649091974224,2.88004465992228,"With (strong)",2,"None","None","High",NA,NA,"None",0.501761245169575,2.70465057692269e-05,0.0198415894490166,1.04571153603691e-05
47788,"Scalefree",100,0,4.42929292929293,0.533692494246439,-0.297322934232715,2.8217922233211,"With (strong)",2,"None","None","High",NA,NA,"None",0.487820785893764,2.67078966186417e-05,0.0202286615509327,1.03302178608657e-05
47878,"Scalefree",100,0,4.42484848484848,0.547461684381467,-0.293112467306015,2.86146577321208,"With (strong)",2,"None","None","High",NA,NA,"None",0.484732172481466,2.63911092508356e-05,0.0229528075109866,1.03501279066479e-05
48237,"Scalefree",100,0,4.49737373737374,0.581794792426538,-0.269224785369786,2.81888907504664,"With (strong)",2,"None","None","High",NA,NA,"None",0.500809574386791,2.67133548732961e-05,0.0180643488544096,1.03334753757333e-05
48249,"Scalefree",100,0,4.42,0.535949206734181,-0.296683014614882,2.82704108299634,"With (strong)",2,"None","None","High",NA,NA,"None",0.502969001489951,2.71998956856828e-05,0.0139390376708237,1.02416424625305e-05
48333,"Scalefree",100,0,4.45373737373737,0.574301601635179,-0.327423963888534,2.85191726586052,"With (strong)",2,"None","None","High",NA,NA,"None",0.494913769276088,2.69677022657257e-05,0.0130940171732039,1.01662125660917e-05
48556,"Scalefree",100,0,4.37575757575758,0.593016456475868,-0.346181227930288,2.8223258392596,"With (strong)",2,"None","None","High",NA,NA,"None",0.519377128684299,2.70653454915257e-05,0.0190819547780508,1.02832250149419e-05
48638,"Scalefree",100,0,4.4579797979798,0.569106333552628,-0.271917743534855,2.8257345769955,"With (strong)",2,"None","None","High",NA,NA,"None",0.507089751254721,2.63095312913842e-05,0.0143087911704604,1.02873685612993e-05
48870,"Scalefree",100,0,4.39252525252525,0.594739751924998,-0.272000257972977,2.82996284141389,"With (strong)",2,"None","None","High",NA,NA,"None",0.499724310486376,2.62855531293865e-05,0.0176882546658788,1.0315936156495e-05
48930,"Scalefree",100,0,4.47030303030303,0.583954910665114,-0.31415327564895,2.8901253512707,"With (strong)",2,"None","None","High",NA,NA,"None",0.497289615674372,2.67909242059914e-05,0.0164930004756314,1.02288445435735e-05
48987,"Scalefree",100,0,4.46888888888889,0.605066198885263,-0.300041999160017,2.86536381667713,"With (strong)",2,"None","None","High",NA,NA,"None",0.495209788020025,2.64019762623053e-05,0.0262642369265748,1.03608235514776e-05
49590,"Scalefree",100,0,4.43232323232323,0.564722373922764,-0.260361317747078,2.85545662227229,"With (strong)",2,"None","None","High",NA,NA,"None",0.512656914957993,2.65966785752587e-05,0.0112680339557748,1.0494869605582e-05
49730,"Scalefree",100,0,4.42444444444444,0.613015691799973,-0.282676113102686,2.8752448268409,"With (strong)",2,"None","None","High",NA,NA,"None",0.498615018178864,2.64468035932995e-05,0.017855622133653,1.03131622329624e-05
49736,"Scalefree",100,0,4.44464646464646,0.578967973075597,-0.288425084629966,2.81548573786226,"With (strong)",2,"None","None","High",NA,NA,"None",0.497201078061583,2.69965108004628e-05,0.0243342662690383,1.05627737424673e-05
49940,"Scalefree",100,0,4.48080808080808,0.564617917899936,-0.283637493816838,2.83112872258559,"With (strong)",2,"None","None","High",NA,NA,"None",0.503260622374082,2.63365940960121e-05,0.0124191104683461,1.02686900763184e-05
49946,"Scalefree",100,0,4.40606060606061,0.564574375004964,-0.256776823409522,2.85979046476666,"With (strong)",2,"None","None","High",NA,NA,"None",0.505114789865113,2.66534859943653e-05,0.0209905387045122,1.04380000378097e-05
49964,"Scalefree",100,0,4.45818181818182,0.533786560250612,-0.262956682595961,2.87853768149168,"With (strong)",2,"None","None","High",NA,NA,"None",0.504063971027737,2.64814169610098e-05,0.0141777303688343,1.04511411972806e-05
49981,"Scalefree",100,0,4.37838383838384,0.58453764617738,-0.275649315774774,2.88937450150929,"With (strong)",2,"None","None","High",NA,NA,"None",0.482417607047591,2.65802450748965e-05,0.0161340766135036,1.03427982803213e-05
50002,"Scalefree",100,0,4.4789898989899,0.57009421872916,-0.318877551020409,2.80063523634151,"With (strong)",2,"None","None","High",NA,NA,"None",0.496528788968906,2.69960084232206e-05,0.0157876687644488,1.03772832727821e-05
50113,"Scalefree",100,0,4.44545454545455,0.594047337967138,-0.294487361985885,2.87229248807723,"With (strong)",2,"None","None","High",NA,NA,"None",0.491682490820457,2.65533677727406e-05,0.0276291615222729,1.03575642384851e-05
50238,"Scalefree",100,0,4.43575757575758,0.517552988311093,-0.290567545963229,2.86146577321208,"With (strong)",2,"None","None","High",NA,NA,"None",0.509396232846889,2.63842141169355e-05,0.0101363131004688,1.03650555303672e-05
50262,"Scalefree",100,0,4.37151515151515,0.573868045250543,-0.291509093423925,2.8501633875357,"With (strong)",2,"None","None","High",NA,NA,"None",0.498218775137415,2.67276451054574e-05,0.0170543240550947,1.03237902470435e-05
50380,"Scalefree",100,0,4.46989898989899,0.600283332648989,-0.290966831333804,2.808902703424,"With (strong)",2,"None","None","High",NA,NA,"None",0.507158549158989,2.65634914609564e-05,0.0137066889886487,1.01635014191079e-05
50407,"Scalefree",100,0,4.48787878787879,0.598681697567532,-0.318599868058519,2.82652846731976,"With (strong)",2,"None","None","High",NA,NA,"None",0.502164032540509,2.68335514337302e-05,0.0286206142054122,1.05516397182726e-05
50455,"Scalefree",100,0,4.40444444444444,0.585906073309838,-0.255237231318011,2.81585027392994,"With (strong)",2,"None","None","High",NA,NA,"None",0.511667318340168,2.64326569440512e-05,0.020358314218393,1.03360712050394e-05
50609,"Scalefree",100,0,4.42161616161616,0.523720944074264,-0.320284953587105,2.83636140165741,"With (strong)",2,"None","None","High",NA,NA,"None",0.504463524242363,2.69947987096404e-05,0.0173048776127419,1.03750482319399e-05
50832,"Scalefree",100,0,4.37959595959596,0.560361032198411,-0.293391088398853,2.8549280861999,"With (strong)",2,"None","None","High",NA,NA,"None",0.502821769823755,2.68894963135406e-05,0.0170100172430185,1.04832952119856e-05
50867,"Scalefree",100,0,4.44787878787879,0.556288888418388,-0.300722823465805,2.84192668068248,"With (strong)",2,"None","None","High",NA,NA,"None",0.501937391120549,2.69615818530541e-05,0.0143437518528983,1.04010155742093e-05
51263,"Scalefree",100,0,4.39676767676768,0.567165201087384,-0.286753082516599,2.84558846931091,"With (strong)",2,"None","None","High",NA,NA,"None",0.531626820003686,2.68051028279051e-05,0.018347020681713,1.0392120218974e-05
51350,"Scalefree",100,0,4.4989898989899,0.562986574707947,-0.338588919983371,2.82311826547076,"With (strong)",2,"None","None","High",NA,NA,"None",0.496850172906158,2.66923797308722e-05,0.0271745196490601,1.0384963078279e-05
51701,"Scalefree",100,0,4.41292929292929,0.588925628027153,-0.349463622431751,2.82949706437924,"With (strong)",2,"None","None","High",NA,NA,"None",0.513759187332691,2.68734522922672e-05,0.0148237946259426,1.01262640235988e-05
51875,"Scalefree",100,0,4.47757575757576,0.55008285691577,-0.2562742717903,2.89387247965107,"With (strong)",2,"None","None","High",NA,NA,"None",0.508974674208092,2.61410111894403e-05,0.0179009416874696,1.03107571576784e-05
52141,"Scalefree",100,0,4.43272727272727,0.562333003732188,-0.297455656121276,2.89345988037387,"With (strong)",2,"None","None","High",NA,NA,"None",0.496847111583488,2.64943545901974e-05,0.0154048553362773,1.02267286990508e-05
60170,"Scalefree",100,0,4.47313131313131,0.495405170310343,-0.278370087127156,2.85093549069853,"With (weak)",2,"None","None","High",NA,NA,"None",0.46181071736834,2.66984737210729e-05,0.101151670879032,1.03592448443543e-05
60326,"Scalefree",100,0,4.42222222222222,0.533834470427233,-0.281139755766622,2.82068291435903,"With (weak)",2,"None","None","High",NA,NA,"None",0.434508670324919,2.6556854110708e-05,0.0746158574196052,1.03690864540234e-05
60369,"Scalefree",100,0,4.45818181818182,0.544906474523818,-0.3018389865141,2.85690344420878,"With (weak)",2,"None","None","High",NA,NA,"None",0.516117229186846,2.66378938683386e-05,0.0535598832366367,1.04636469261702e-05
60552,"Scalefree",100,0,4.49757575757576,0.589664710389547,-0.304381511079942,2.89088831642195,"With (weak)",2,"None","None","High",NA,NA,"None",0.448227252201713,2.70786808903665e-05,0.0631979523900227,1.04360969688217e-05
60596,"Scalefree",100,0,4.49939393939394,0.557409080335082,-0.319078234486743,2.84973745470263,"With (weak)",2,"None","None","High",NA,NA,"None",0.488972930431548,2.68019619081651e-05,0.0835753491579439,1.04415642601049e-05
60618,"Scalefree",100,0,4.42747474747475,0.613204812069588,-0.340931536100361,2.87336009140256,"With (weak)",2,"None","None","High",NA,NA,"None",0.538642113894156,2.73829614088162e-05,0.05216070341984,1.02231912960116e-05
61057,"Scalefree",100,0,4.43393939393939,0.563767589914244,-0.267938596650133,2.8291463442214,"With (weak)",2,"None","None","High",NA,NA,"None",0.553712602230365,2.65219238413071e-05,0.0637237952816898,1.04011276413373e-05
61195,"Scalefree",100,0,4.41131313131313,0.540474929559376,-0.262312311594999,2.89724704828528,"With (weak)",2,"None","None","High",NA,NA,"None",0.513954250315718,2.65139279189716e-05,0.0572805939804141,1.04044655772362e-05
61200,"Scalefree",100,0,4.41090909090909,0.554152924768229,-0.261899891885575,2.81518534730922,"With (weak)",2,"None","None","High",NA,NA,"None",0.496003627137216,2.69122861799893e-05,0.0516322315176897,1.04748610146865e-05
61419,"Scalefree",100,0,4.5,0.602577318483534,-0.27130000847858,2.82975479329296,"With (weak)",2,"None","None","High",NA,NA,"None",0.553642062696058,2.6569227523483e-05,0.056692667102113,1.03449455634233e-05
61424,"Scalefree",100,0,4.45636363636364,0.56187454449261,-0.251793665370276,2.86690084926795,"With (weak)",2,"None","None","High",NA,NA,"None",0.469006086978557,2.6107317483943e-05,0.0637760169999333,1.03667345650561e-05
61682,"Scalefree",100,0,4.37393939393939,0.596623898712964,-0.292544793885479,2.8591600595559,"With (weak)",2,"None","None","High",NA,NA,"None",0.522782048697088,2.70254267606538e-05,0.0551450594255355,1.0551939719239e-05
61821,"Scalefree",100,0,4.48161616161616,0.563833508677401,-0.309515353072229,2.83033732282789,"With (weak)",2,"None","None","High",NA,NA,"None",0.531333546031819,2.66074942247169e-05,0.0613073349245758,1.04624566438378e-05
61870,"Scalefree",100,0,4.4769696969697,0.55122163451152,-0.311588430796276,2.84010044548769,"With (weak)",2,"None","None","High",NA,NA,"None",0.522881334881896,2.6931485284962e-05,0.0510581141765769,1.02493809092728e-05
61898,"Scalefree",100,0,4.43757575757576,0.568248346044324,-0.257143966043447,2.87394098024432,"With (weak)",2,"None","None","High",NA,NA,"None",0.53709907530394,2.65253181127841e-05,0.0775242987734621,1.05891166529292e-05
62065,"Scalefree",100,0,4.45939393939394,0.591871430943674,-0.259911732622568,2.88736950742283,"With (weak)",2,"None","None","High",NA,NA,"None",0.535308658769167,2.63626564198245e-05,0.0387830278438205,1.04090438169272e-05
62093,"Scalefree",100,0,4.37838383838384,0.56135285511016,-0.327780645625998,2.85009380320431,"With (weak)",2,"None","None","High",NA,NA,"None",0.443325699830706,2.6665922530888e-05,0.0625217040847516,1.00272963160586e-05
62164,"Scalefree",100,0,4.44909090909091,0.575685283217168,-0.262958689821544,2.83735685387263,"With (weak)",2,"None","None","High",NA,NA,"None",0.520115630637547,2.64306659304765e-05,0.0553230040603814,1.03459982560559e-05
62293,"Scalefree",100,0,4.4349494949495,0.571852486983102,-0.251173092083036,2.82149380928885,"With (weak)",2,"None","None","High",NA,NA,"None",0.455425026597742,2.58821820424671e-05,0.0890048954840208,1.0255412975689e-05
62329,"Scalefree",100,0,4.44181818181818,0.581172904950008,-0.288164552802787,2.83368966480697,"With (weak)",2,"None","None","High",NA,NA,"None",0.491424293101556,2.66835906101812e-05,0.0391774293640333,1.03862321314759e-05
62398,"Scalefree",100,0,4.45494949494949,0.553001961474534,-0.255809375922665,2.89038813440175,"With (weak)",2,"None","None","High",NA,NA,"None",0.510004878769345,2.67135361641764e-05,0.102070300747948,1.0725986222028e-05
62432,"Scalefree",100,0,4.3989898989899,0.595303754338764,-0.286843891068953,2.83203771332988,"With (weak)",2,"None","None","High",NA,NA,"None",0.432913482438583,2.69437977479978e-05,0.0610839131350188,1.04481690298712e-05
62581,"Scalefree",100,0,4.49575757575758,0.566849771678308,-0.296982412891473,2.8901234809579,"With (weak)",2,"None","None","High",NA,NA,"None",0.480233850956433,2.65133049735984e-05,0.0547177480736679,1.04386490759485e-05
62591,"Scalefree",100,0,4.45454545454545,0.593968158145845,-0.298049033676305,2.80222459985691,"With (weak)",2,"None","None","High",NA,NA,"None",0.511855538430722,2.71889947127971e-05,0.0656844326712817,1.05097787654565e-05
62627,"Scalefree",100,0,4.45393939393939,0.536912302508401,-0.283796797881305,2.88757774730175,"With (weak)",2,"None","None","High",NA,NA,"None",0.439685959883511,2.65286340879603e-05,0.0356221117289913,1.04025616483597e-05
62679,"Scalefree",100,0,4.41151515151515,0.560142343857697,-0.280353562094882,2.88035675353707,"With (weak)",2,"None","None","High",NA,NA,"None",0.48025250590809,2.6986296385058e-05,0.0617911452184846,1.03426070848282e-05
62695,"Scalefree",100,0,4.44606060606061,0.561483361441331,-0.341725509439229,2.83418563864473,"With (weak)",2,"None","None","High",NA,NA,"None",0.500751017847026,2.6983523164997e-05,0.0519298155616529,1.01923944075657e-05
62766,"Scalefree",100,0,4.46363636363636,0.576812459026106,-0.273630858346498,2.87393617609391,"With (weak)",2,"None","None","High",NA,NA,"None",0.446484115300533,2.69544401389186e-05,0.0847259478324134,1.0599414644065e-05
63011,"Scalefree",100,0,4.47434343434343,0.540453408342731,-0.270176065778891,2.82203777613077,"With (weak)",2,"None","None","High",NA,NA,"None",0.432292452403566,2.69904645786702e-05,0.0838500953178016,1.03958293287975e-05
63232,"Scalefree",100,0,4.41212121212121,0.54879291732004,-0.255732361174504,2.81700256781551,"With (weak)",2,"None","None","High",NA,NA,"None",0.432340563443694,2.69328572466222e-05,0.0637069499719492,1.04373426794933e-05
63398,"Scalefree",100,0,4.40929292929293,0.580974400887125,-0.26855688793349,2.82413342873563,"With (weak)",2,"None","None","High",NA,NA,"None",0.489231702394986,2.67557281870053e-05,0.0499487690413958,1.03149608079692e-05
